UsuarioOuPerfil,PerfilNovoSugerido,Tela,BotaoOuMenu,Acao,Tabela,PermissaoLegado,Area,Criticidade,StatusEvidencia
a validar por Nivel/usuario,,|Nome do Cliente,|Nome do Cliente,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,|Prazo para entrega em dias,|Prazo para entrega em dias,consulta/abre tela,a validar,a validar,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,|Selecione o produto desejado,|Selecione o produto desejado,consulta/abre tela,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,|Senha do usu,|Senha do usu,consulta/abre tela,a validar,a validar,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,$Consulta|Consulta tabela selecionado,$Consulta|Consulta tabela selecionado,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,$EParserNotation_On_Empty_Element_Err,$EParserNotation_On_Empty_Element_Err,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,$ImportarDadosClienteFidelidade1Click,$ImportarDadosClienteFidelidade1Click,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,"0Select * From ""C:\Equipexe\Ger\Dados\Clientes"" C","0Select * From ""C:\Equipexe\Ger\Dados\Clientes"" C",consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,2Procurar por Filtro|Procura o clientes por filtros,2Procurar por Filtro|Procura o clientes por filtros,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,5Premia Cliente novo com desconto por faixa de valores,5Premia Cliente novo com desconto por faixa de valores,inclusao,a validar,a validar,financeira,critica,confirmado por UI
a validar por Nivel/usuario,,a o cadastro,a o cadastro,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,A partir da data de cadastro,A partir da data de cadastro,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,a.RDB$RELATION_NAME,a.RDB$RELATION_NAME,relatorio/impressao,a validar,a validar,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,AbreCepFacil,AbreCepFacil,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,Abrir relat,Abrir relat,relatorio/impressao,a validar,a validar,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,Abrir...|Abre um relat,Abrir...|Abre um relat,relatorio/impressao,a validar,a validar,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,Adicionar novo produto,Adicionar novo produto,inclusao,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,Ajusta Cadastro Automaticamente,Ajusta Cadastro Automaticamente,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,AlteraProduto1,AlteraProduto1,alteracao,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,AlteraProduto14,AlteraProduto14,alteracao,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,Alterar Produto,Alterar Produto,alteracao,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,"amento da nota, seja perguntado para referenciar uma nota, selecione essa op","amento da nota, seja perguntado para referenciar uma nota, selecione essa op",consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,"amento do financeiro,","amento do financeiro,",consulta/abre tela,a validar,a validar,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,And (N.TipNota = 'D'),And (N.TipNota = 'D'),consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,And (N.TipNota = 'P'),And (N.TipNota = 'P'),consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Anotacoes,Anotacoes,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,"APP_NAME,CASE,CAST,CONVERT,COALESCE,CURRENT_TIMESTAMP,CURRENT_USER,DATALENGTH,@@ERROR,FORMATMESSAGE,GETANSINULL,HOST_ID,HOST_NAME,IDENT_INCR,IDENT_SEED,@@IDENTITY,IDENTITY,ISDATE,ISNULL,ISNUMERIC,NEWID,NULLIF,PARSENAME,PERMISSIONS,@@ROWCOUN","APP_NAME,CASE,CAST,CONVERT,COALESCE,CURRENT_TIMESTAMP,CURRENT_USER,DATALENGTH,@@ERROR,FORMATMESSAGE,GETANSINULL,HOST_ID,HOST_NAME,IDENT_INCR,IDENT_SEED,@@IDENTITY,IDENTITY,ISDATE,ISNULL,ISNUMERIC,NEWID,NULLIF,PARSENAME,PERMISSIONS,@@ROWCOUN",consulta/abre tela,a validar,a validar,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,Arquivo de Relat,Arquivo de Relat,relatorio/impressao,a validar,a validar,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,as em Estoque:,as em Estoque:,consulta/abre tela,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,Atributo de anotaci,Atributo de anotaci,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Atrybut notacji zadeklarowany dla elementu typu pusty,Atrybut notacji zadeklarowany dla elementu typu pusty,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Attributo di notazione duplicato nello stessa dichiarazione di tipo di elemento,Attributo di notazione duplicato nello stessa dichiarazione di tipo di elemento,consulta/abre tela,a validar,a validar,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,Attributo di notazione nella dichiarazione di tipo di elemento vuoto,Attributo di notazione nella dichiarazione di tipo di elemento vuoto,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Atualiza Estoque,Atualiza Estoque,consulta/abre tela,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,BaixaEstoque,BaixaEstoque,financeiro/fechamento,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,Bt_CancelaAditoClick,Bt_CancelaAditoClick,cancelamento/exclusao,a validar,a validar,operacional,critica,confirmado por UI
a validar por Nivel/usuario,,Bt_CancelaClick,Bt_CancelaClick,cancelamento/exclusao,a validar,a validar,operacional,critica,confirmado por UI
a validar por Nivel/usuario,,Bt_ConsultaCli,Bt_ConsultaCli,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,Bt_ConsultaCliClick,Bt_ConsultaCliClick,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,Bt_UsuarioGraficoClick,Bt_UsuarioGraficoClick,consulta/abre tela,a validar,a validar,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,C_CadastroPromo,C_CadastroPromo,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,c_DigitaSenha,c_DigitaSenha,consulta/abre tela,a validar,a validar,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,C:\EquipExe\EquSat,C:\EquipExe\EquSat,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,C:\EquipExe\EquSat.Ini,C:\EquipExe\EquSat.Ini,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,c:\EquipExe\Figuras\Nota,c:\EquipExe\Figuras\Nota,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,C:\Equipexe\NFe\,C:\Equipexe\NFe\,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,C:\Linker\rcliente.txt,C:\Linker\rcliente.txt,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cadastro,Cadastro,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cadastro 2,Cadastro 2,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cadastro 3,Cadastro 3,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cadastro 4,Cadastro 4,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cadastro Campos Flexiveis,Cadastro Campos Flexiveis,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cadastro de,Cadastro de,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cadastro de Classifica,Cadastro de Classifica,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cadastro de Clientes,Cadastro de Clientes,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cadastro de Estoques,Cadastro de Estoques,inclusao,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,Cadastro de Fornecedores,Cadastro de Fornecedores,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cadastro de Funcion,Cadastro de Funcion,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cadastro de Grupo (Campos Flexiveis),Cadastro de Grupo (Campos Flexiveis),inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cadastro de Grupo 1,Cadastro de Grupo 1,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cadastro de Grupo 2,Cadastro de Grupo 2,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cadastro de Grupo 3,Cadastro de Grupo 3,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cadastro de Grupo 4,Cadastro de Grupo 4,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cadastro de Grupo de Produto,Cadastro de Grupo de Produto,inclusao,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,Cadastro de Localiza,Cadastro de Localiza,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cadastro de Marcas,Cadastro de Marcas,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cadastro de Produtos,Cadastro de Produtos,inclusao,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,Cadastro de Promo,Cadastro de Promo,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cadastro de Roteiros,Cadastro de Roteiros,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cadastro de Situa,Cadastro de Situa,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cadastro de Unidade de Produto,Cadastro de Unidade de Produto,inclusao,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,Cadastro Legisla,Cadastro Legisla,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,CADASTRO N,CADASTRO N,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cadastro Natureza da Opera,Cadastro Natureza da Opera,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cadastro Promo,Cadastro Promo,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cadastros1,Cadastros1,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cadastros1L,Cadastros1L,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cadastros3,Cadastros3,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cadastros3L,Cadastros3L,inclusao,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,CadClientes,CadClientes,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,CadSatCla,CadSatCla,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Caixa,Caixa,consulta/abre tela,a validar,a validar,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,CalPrxProduto,CalPrxProduto,consulta/abre tela,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,"Campos TipSat, CodSAt e SeqOcor n","Campos TipSat, CodSAt e SeqOcor n",consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Cancel1Click,Cancel1Click,cancelamento/exclusao,a validar,a validar,operacional,critica,confirmado por UI
a validar por Nivel/usuario,,Cancela|Cancelamento,Cancela|Cancelamento,cancelamento/exclusao,a validar,a validar,operacional,critica,confirmado por UI
a validar por Nivel/usuario,,Cancela1Click,Cancela1Click,cancelamento/exclusao,a validar,a validar,operacional,critica,confirmado por UI
a validar por Nivel/usuario,,Cancela1Click#,Cancela1Click#,cancelamento/exclusao,a validar,a validar,operacional,critica,confirmado por UI
a validar por Nivel/usuario,,CancelaClientes,CancelaClientes,cancelamento/exclusao,a validar,a validar,operacional,critica,confirmado por UI
a validar por Nivel/usuario,,Cancelado (Cadastro),Cancelado (Cadastro),inclusao,a validar,a validar,operacional,critica,confirmado por UI
a validar por Nivel/usuario,,Cancelados1Click,Cancelados1Click,cancelamento/exclusao,a validar,a validar,operacional,critica,confirmado por UI
a validar por Nivel/usuario,,CancelaInclusodeProduto1,CancelaInclusodeProduto1,cancelamento/exclusao,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,CancelaInclusodeProduto18,CancelaInclusodeProduto18,cancelamento/exclusao,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,Cancelamento,Cancelamento,cancelamento/exclusao,a validar,a validar,operacional,critica,confirmado por UI
a validar por Nivel/usuario,,Cancelamento de Cart,Cancelamento de Cart,cancelamento/exclusao,a validar,a validar,operacional,critica,confirmado por UI
a validar por Nivel/usuario,,Cancelamento do Cliente Cod.:,Cancelamento do Cliente Cod.:,cancelamento/exclusao,a validar,a validar,operacional,critica,confirmado por UI
a validar por Nivel/usuario,,Cancelamento do Encerramento,Cancelamento do Encerramento,cancelamento/exclusao,a validar,a validar,operacional,critica,confirmado por UI
a validar por Nivel/usuario,,Cancelamento do Estoque,Cancelamento do Estoque,cancelamento/exclusao,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,Cancelamento?,Cancelamento?,cancelamento/exclusao,a validar,a validar,operacional,critica,confirmado por UI
a validar por Nivel/usuario,,Cancelamento|Cancelamento do Lan,Cancelamento|Cancelamento do Lan,cancelamento/exclusao,a validar,a validar,operacional,critica,confirmado por UI
a validar por Nivel/usuario,,CancelamentodeCartoFidelidade1,CancelamentodeCartoFidelidade1,cancelamento/exclusao,a validar,a validar,operacional,critica,confirmado por UI
a validar por Nivel/usuario,,CancelamentodoEncerramento1,CancelamentodoEncerramento1,cancelamento/exclusao,a validar,a validar,operacional,critica,confirmado por UI
a validar por Nivel/usuario,,CancelamentodoEncerramento18,CancelamentodoEncerramento18,cancelamento/exclusao,a validar,a validar,operacional,critica,confirmado por UI
a validar por Nivel/usuario,,CancelButtonClick,CancelButtonClick,cancelamento/exclusao,a validar,a validar,operacional,critica,confirmado por UI
a validar por Nivel/usuario,,CancelClick,CancelClick,cancelamento/exclusao,a validar,a validar,operacional,critica,confirmado por UI
a validar por Nivel/usuario,,CarregaClientesInt,CarregaClientesInt,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,CarregaProdutos,CarregaProdutos,consulta/abre tela,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,cb_EmiteNota,cb_EmiteNota,relatorio/impressao,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Cb_ForDanfe,Cb_ForDanfe,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Cb_ForDanfeChange,Cb_ForDanfeChange,financeiro/fechamento,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Cb_ForDanfeExit,Cb_ForDanfeExit,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Cb_ForEmiNFe,Cb_ForEmiNFe,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Cb_ForEmiNFeChange,Cb_ForEmiNFeChange,financeiro/fechamento,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Cb_ForEmiNFeExit,Cb_ForEmiNFeExit,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Cb_ForEmiNFex,Cb_ForEmiNFex,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,CB_GravaNota,CB_GravaNota,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,CB_ImpressoNota,CB_ImpressoNota,relatorio/impressao,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,CB_ImprimiNumNota,CB_ImprimiNumNota,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,CB_ImprimiNumNotaClick,CB_ImprimiNumNotaClick,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Cb_NFeIdAmb,Cb_NFeIdAmb,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Cb_NFeIdAmbChange,Cb_NFeIdAmbChange,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Cb_NFeIdAmbExit,Cb_NFeIdAmbExit,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,CB_PortaNotaFiscal,CB_PortaNotaFiscal,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,CB_PortaNotaFiscal$,CB_PortaNotaFiscal$,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,CB_TipoEntrega,CB_TipoEntrega,consulta/abre tela,a validar,a validar,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,CDS_ClientesInt,CDS_ClientesInt,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,centinferior,centinferior,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Ch_ImpNFe,Ch_ImpNFe,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Ch_PerRefNfe,Ch_PerRefNfe,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,ChamaTelaEstoque,ChamaTelaEstoque,consulta/abre tela,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,ChamaTelaProduto,ChamaTelaProduto,consulta/abre tela,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,Chave NFe Ref.:,Chave NFe Ref.:,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,CheckMenuItem,CheckMenuItem,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,ciwa deklaracja notacji,ciwa deklaracja notacji,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,claration de notation,claration de notation,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,claration de notation invalide,claration de notation invalide,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Cliente,Cliente,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cliente Cancelado,Cliente Cancelado,cancelamento/exclusao,a validar,a validar,operacional,critica,confirmado por UI
a validar por Nivel/usuario,,Cliente est,Cliente est,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cliente inv,Cliente inv,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cliente j,Cliente j,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cliente N,Cliente N,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cliente/Fornecedor,Cliente/Fornecedor,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cliente/Fornecedor/,Cliente/Fornecedor/,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Clientes,Clientes,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,clientes_compacto,clientes_compacto,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Clientes_FC,Clientes_FC,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Clientes_FM,Clientes_FM,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Clientes_FM.DS_TmpCliPromAcu,Clientes_FM.DS_TmpCliPromAcu,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Clientes_FM.DS_TmpGerDadFlex,Clientes_FM.DS_TmpGerDadFlex,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Clientes_FM.Tb_CadCart,Clientes_FM.Tb_CadCart,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Clientes.DB,Clientes.DB,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,ClientesF5_FP,ClientesF5_FP,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,ClientesF5_p,ClientesF5_p,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,ClientesInt,ClientesInt,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,ClientesMar,ClientesMar,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Co&nfer,Co&nfer,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Cod Produto,Cod Produto,consulta/abre tela,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,Cod. Mun. Cliente,Cod. Mun. Cliente,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,CodSat,CodSat,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,CodUsuario,CodUsuario,consulta/abre tela,a validar,a validar,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,CodUsuario;NomUsuario,CodUsuario;NomUsuario,consulta/abre tela,a validar,a validar,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,commainferior,commainferior,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,coModifyAnnotation,coModifyAnnotation,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Complemento de Produto,Complemento de Produto,consulta/abre tela,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,ConfigNFe,ConfigNFe,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,ConfigNFeClick,ConfigNFeClick,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,ConfiguraImpressora1Click,ConfiguraImpressora1Click,relatorio/impressao,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,Confirma Ativar o Cliente,Confirma Ativar o Cliente,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Confirma Cancelamento,Confirma Cancelamento,cancelamento/exclusao,a validar,a validar,operacional,critica,confirmado por UI
a validar por Nivel/usuario,,Confirma cancelamento do pacote.,Confirma cancelamento do pacote.,cancelamento/exclusao,a validar,a validar,operacional,critica,confirmado por UI
a validar por Nivel/usuario,,Confirma Cancelamento?,Confirma Cancelamento?,cancelamento/exclusao,a validar,a validar,operacional,critica,confirmado por UI
a validar por Nivel/usuario,,Confirma Desativar o Cliente,Confirma Desativar o Cliente,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Confirma o cancelamento do Clientes,Confirma o cancelamento do Clientes,cancelamento/exclusao,a validar,a validar,operacional,critica,confirmado por UI
a validar por Nivel/usuario,,Confirma o Estorno do cancelamento do Cliente,Confirma o Estorno do cancelamento do Cliente,cancelamento/exclusao,a validar,a validar,operacional,critica,confirmado por UI
a validar por Nivel/usuario,,ConfNFe,ConfNFe,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,ConfNFe_FM,ConfNFe_FM,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Consistencia do Produto,Consistencia do Produto,consulta/abre tela,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,Consulta,Consulta,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,Consulta fidelidade,Consulta fidelidade,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,Consulta Local,Consulta Local,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,Consulta|Consulta do Lan,Consulta|Consulta do Lan,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,Consulta1,Consulta1,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,ConsultaCep,ConsultaCep,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,ConsultaNCarto1,ConsultaNCarto1,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,ConsultaNCpfCnpj1,ConsultaNCpfCnpj1,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,Consultar,Consultar,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,Consultas &R,Consultas &R,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,Consultas R,Consultas R,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,ConsultasRpidas1,ConsultasRpidas1,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,ConsultasRpidas1Click,ConsultasRpidas1Click,consulta/abre tela,a validar,a validar,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,Continua na Nota,Continua na Nota,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,ControlaSenha,ControlaSenha,consulta/abre tela,a validar,a validar,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,Controle de Saida do Estoque,Controle de Saida do Estoque,consulta/abre tela,a validar,a validar,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,CorSatCla,CorSatCla,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,CorSatClaF,CorSatClaF,consulta/abre tela,a validar,a validar,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,d Cliente,d Cliente,consulta/abre tela,a validar,a validar,operacional,media,confirmado por UI
