UsuarioOuPerfil,PerfilNovoSugerido,Tela,BotaoOuMenu,Acao,Tabela,PermissaoLegado,Area,Criticidade,StatusEvidencia
a validar por Nivel/usuario,,07-ENVIA EMAIL PROMOCIONAL,07-ENVIA EMAIL PROMOCIONAL,consulta/abre tela,a validar,EnviaEmail1,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,CB_EnviaEmailAuto,CB_EnviaEmailAuto,consulta/abre tela,a validar,EnviaEmail1,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,Envia Email Promocional,Envia Email Promocional,consulta/abre tela,a validar,EnviaEmail1,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,EnviaEmail,EnviaEmail,consulta/abre tela,a validar,EnviaEmail1,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,",|Quantidade de etiquetas impressas no Lancto",",|Quantidade de etiquetas impressas no Lancto",relatorio/impressao,a validar,Etiquetas1,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,ImpressodeEtiquetas1,ImpressodeEtiquetas1,relatorio/impressao,a validar,Etiquetas1,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,ImpressodeEtiquetas1Click,ImpressodeEtiquetas1Click,relatorio/impressao,a validar,Etiquetas1,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,nos produtos das etiquetas,nos produtos das etiquetas,consulta/abre tela,a validar,Etiquetas1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,o controle de Etiquetas ...,o controle de Etiquetas ...,consulta/abre tela,a validar,Etiquetas1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,Extrato Cliente,Extrato Cliente,consulta/abre tela,a validar,ExtratoCliente1,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,Extrato Cliente,Extrato Cliente,consulta/abre tela,a validar,ExtratoCliente1,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,ExtratoCliente,ExtratoCliente,consulta/abre tela,a validar,ExtratoCliente1,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,ExtratoCliente1,ExtratoCliente1,consulta/abre tela,a validar,ExtratoCliente1,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,ExtratoCliente1L,ExtratoCliente1L,consulta/abre tela,a validar,ExtratoCliente1,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,-Tipo Desconto: Faturamento,-Tipo Desconto: Faturamento,consulta/abre tela,a validar,Faturamento1,financeira,critica,confirmado por UI
a validar por Nivel/usuario,,:\Equipexe\Figuras\Log Faturamento\,:\Equipexe\Figuras\Log Faturamento\,consulta/abre tela,a validar,Faturamento1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,"""Resumo de Faturamento por Produto","""Resumo de Faturamento por Produto",consulta/abre tela,a validar,Faturamento1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,[ FATURAMENTO ],[ FATURAMENTO ],consulta/abre tela,a validar,Faturamento1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,#GeraFaturamentopCentrodeCusto1Click,#GeraFaturamentopCentrodeCusto1Click,consulta/abre tela,a validar,Faturamento1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,Fechamento de Caixa,Fechamento de Caixa,financeiro/fechamento,a validar,FechamentodeCaixa1,financeira,critica,confirmado por UI
a validar por Nivel/usuario,,Fechamento de Caixa Dia/Dia,Fechamento de Caixa Dia/Dia,financeiro/fechamento,a validar,FechamentodeCaixa1,financeira,critica,confirmado por UI
a validar por Nivel/usuario,,FechamentodeCaixa1,FechamentodeCaixa1,financeiro/fechamento,a validar,FechamentodeCaixa1,financeira,critica,confirmado por UI
a validar por Nivel/usuario,,FechamentodeCaixa1Click,FechamentodeCaixa1Click,financeiro/fechamento,a validar,FechamentodeCaixa1,financeira,critica,confirmado por UI
a validar por Nivel/usuario,,o no Fechamento de Caixa,o no Fechamento de Caixa,financeiro/fechamento,a validar,FechamentodeCaixa1,financeira,critica,confirmado por UI
a validar por Nivel/usuario,,"""Enc.Caixa Sabado/Domingos/Feriados","""Enc.Caixa Sabado/Domingos/Feriados",consulta/abre tela,a validar,Feriados1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,3Controla Encerramento (Sabados/Domingos e Feriados),3Controla Encerramento (Sabados/Domingos e Feriados),financeiro/fechamento,a validar,Feriados1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,Cadastro de Feriados,Cadastro de Feriados,inclusao,a validar,Feriados1,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cadastro de Filiais/Matriz,Cadastro de Filiais/Matriz,inclusao,a validar,FiliaisMatriz1,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,FILIAIS/MATRIZ,FILIAIS/MATRIZ,consulta/abre tela,a validar,FiliaisMatriz1,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,FiliaisMatriz1,FiliaisMatriz1,consulta/abre tela,a validar,FiliaisMatriz1,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,FiliaisMatriz1Click,FiliaisMatriz1Click,consulta/abre tela,a validar,FiliaisMatriz1,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,Cadastro de Filiais/Matriz,Cadastro de Filiais/Matriz,inclusao,a validar,FiliaisMatriz1,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,*Filial/Matriz|Seleciona nova Filial/matriz,*Filial/Matriz|Seleciona nova Filial/matriz,consulta/abre tela,a validar,Filialmatriz1,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,digo da filial/matriz,digo da filial/matriz,consulta/abre tela,a validar,Filialmatriz1,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,F8 - Filial/Matriz,F8 - Filial/Matriz,consulta/abre tela,a validar,Filialmatriz1,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,Filial/Matriz,Filial/Matriz,consulta/abre tela,a validar,Filialmatriz1,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,Filial/Matriz n,Filial/Matriz n,consulta/abre tela,a validar,Filialmatriz1,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,!Bloqueia Troca Forma de Pagamento,!Bloqueia Troca Forma de Pagamento,financeiro/fechamento,a validar,FormadePagamento1,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,(|Selecione a forma de pagamento desejada,(|Selecione a forma de pagamento desejada,financeiro/fechamento,a validar,FormadePagamento1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,1Bloqueia Forma de Pagamento para Digitador Minimo,1Bloqueia Forma de Pagamento para Digitador Minimo,financeiro/fechamento,a validar,FormadePagamento1,administrativa,critica,confirmado por UI
a validar por Nivel/usuario,,3Consulta|Consulta da forma de pagamento selecionada,3Consulta|Consulta da forma de pagamento selecionada,financeiro/fechamento,a validar,FormadePagamento1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,9Forma de Pagamento|Informe o c,9Forma de Pagamento|Informe o c,financeiro/fechamento,a validar,FormadePagamento1,financeira,alta,confirmado por UI
a validar por Nivel/usuario,,Cadastro de Grupo Entradas,Cadastro de Grupo Entradas,inclusao,a validar,GrupoEntradas1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,Grupo Entradas,Grupo Entradas,inclusao,a validar,GrupoEntradas1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,GrupoEntradas1,GrupoEntradas1,inclusao,a validar,GrupoEntradas1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,GrupoEntradas1\,GrupoEntradas1\,inclusao,a validar,GrupoEntradas1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,GrupoEntradas1Click,GrupoEntradas1Click,inclusao,a validar,GrupoEntradas1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,FM_ImportacaoNuvem,FM_ImportacaoNuvem,consulta/abre tela,a validar,Importacao1,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,importacaonuvem,importacaonuvem,consulta/abre tela,a validar,Importacao1,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,ImportacaoNuvem_U,ImportacaoNuvem_U,consulta/abre tela,a validar,Importacao1,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,TFM_ImportacaoNuvem,TFM_ImportacaoNuvem,consulta/abre tela,a validar,Importacao1,operacional,baixa,confirmado por UI
a validar por Nivel/usuario,,Nota de Inclusao Gera nota,Nota de Inclusao Gera nota,consulta/abre tela,a validar,Inclusao1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Nota de Inclusao Gera Pedido - Compra,Nota de Inclusao Gera Pedido - Compra,consulta/abre tela,a validar,Inclusao1,fiscal,critica,confirmado por UI
a validar por Nivel/usuario,,Informa Rol no Estoque,Informa Rol no Estoque,consulta/abre tela,a validar,InformaRolnoEstoque1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,Informa Rol no Estoque,Informa Rol no Estoque,consulta/abre tela,a validar,InformaRolnoEstoque1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,InformaRolnoEstoque1,InformaRolnoEstoque1,consulta/abre tela,a validar,InformaRolnoEstoque1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,InformaRolnoEstoque1Click,InformaRolnoEstoque1Click,consulta/abre tela,a validar,InformaRolnoEstoque1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,InformaRolnoEstoque1Click%,InformaRolnoEstoque1Click%,consulta/abre tela,a validar,InformaRolnoEstoque1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,LanamentosdeProdutos1,LanamentosdeProdutos1,consulta/abre tela,a validar,Lanamentos1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,LanamentosdeProdutos1`,LanamentosdeProdutos1`,consulta/abre tela,a validar,Lanamentos1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,LanamentosdeProdutos1Click,LanamentosdeProdutos1Click,consulta/abre tela,a validar,Lanamentos1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,LanamentosdeProdutos1,LanamentosdeProdutos1,consulta/abre tela,a validar,Lanamentos1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,LanamentosdeProdutos1Click,LanamentosdeProdutos1Click,consulta/abre tela,a validar,Lanamentos1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,LancamentoRol1,LancamentoRol1,consulta/abre tela,a validar,LancamentoRol1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,LancamentoRol1Click,LancamentoRol1Click,consulta/abre tela,a validar,LancamentoRol1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,MenuLancamentoRol1,MenuLancamentoRol1,consulta/abre tela,a validar,LancamentoRol1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,MenuLancamentoRol1Click,MenuLancamentoRol1Click,consulta/abre tela,a validar,LancamentoRol1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,Listagem de Entrega,Listagem de Entrega,consulta/abre tela,a validar,Listagem1,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,Listagem de Entrega (Sint,Listagem de Entrega (Sint,consulta/abre tela,a validar,Listagem1,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,LISTAGEM DE ROL,LISTAGEM DE ROL,consulta/abre tela,a validar,Listagem1,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,Listagem de Terceiriza,Listagem de Terceiriza,consulta/abre tela,a validar,Listagem1,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,Listagem|Listagem do Cadastro,Listagem|Listagem do Cadastro,inclusao,a validar,Listagem1,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,PedeLocalizacao,PedeLocalizacao,consulta/abre tela,a validar,Localizacao1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,PedeLocalizacao1,PedeLocalizacao1,consulta/abre tela,a validar,Localizacao1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,Localizacao1,Localizacao1,consulta/abre tela,a validar,Localizacao1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,Localizacao1Click,Localizacao1Click,consulta/abre tela,a validar,Localizacao1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,MenudeLocalizacao,MenudeLocalizacao,consulta/abre tela,a validar,Localizacao1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,MarcaEntrega,MarcaEntrega,consulta/abre tela,a validar,MarcaEntrega,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,MarcaEntregaClick,MarcaEntregaClick,consulta/abre tela,a validar,MarcaEntrega,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,F7 - Marca/Desmarca Entrega,F7 - Marca/Desmarca Entrega,consulta/abre tela,a validar,MarcaEntrega,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,MarcaEntrega,MarcaEntrega,consulta/abre tela,a validar,MarcaEntrega,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,MarcaEntregaClick,MarcaEntregaClick,consulta/abre tela,a validar,MarcaEntrega,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,:\Equipexe\Sincroniza\Envio\Marcas.xml,:\Equipexe\Sincroniza\Envio\Marcas.xml,consulta/abre tela,a validar,Marcas1,operacional,media,confirmado por UI
a validar por Nivel/usuario,,MarcaServico,MarcaServico,consulta/abre tela,a validar,Marcas1,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cadastro de Marcas,Cadastro de Marcas,inclusao,a validar,Marcas1,operacional,media,confirmado por UI
a validar por Nivel/usuario,,Cadastro de Marcas dos Grupos de Produtos...,Cadastro de Marcas dos Grupos de Produtos...,inclusao,a validar,Marcas1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,TerMarcaServicoAut,TerMarcaServicoAut,consulta/abre tela,a validar,Marcas1,operacional,media,confirmado por UI
a validar por Nivel/usuario,,MenuEntradaRol1,MenuEntradaRol1,inclusao,a validar,MenuEntradaRol1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,MenuEntradaRol1|,MenuEntradaRol1|,inclusao,a validar,MenuEntradaRol1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,MenuEntradaRol1Click,MenuEntradaRol1Click,inclusao,a validar,MenuEntradaRol1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,MenuLancamentoRol1,MenuLancamentoRol1,consulta/abre tela,a validar,MenuLancamentoRol1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,MenuLancamentoRol1Click,MenuLancamentoRol1Click,consulta/abre tela,a validar,MenuLancamentoRol1,operacional,alta,confirmado por UI
a validar por Nivel/usuario,,MovGrupoClientes1,MovGrupoClientes1,consulta/abre tela,a validar,MovGrupoClientes1,operacional,media,confirmado por UI
a validar por Nivel/usuario,,MovGrupoClientes1Click,MovGrupoClientes1Click,consulta/abre tela,a validar,MovGrupoClientes1,operacional,media,confirmado por UI
a validar por Nivel/usuario,,MovGrupoClientes1p,MovGrupoClientes1p,consulta/abre tela,a validar,MovGrupoClientes1,operacional,media,confirmado por UI
a validar por Nivel/usuario,,MovimentoAnalitico1,MovimentoAnalitico1,consulta/abre tela,a validar,MovimentoAnalitico1,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,MovimentoAnalitico1Click,MovimentoAnalitico1Click,consulta/abre tela,a validar,MovimentoAnalitico1,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,MovimentoAnaliticoEntrada1,MovimentoAnaliticoEntrada1,inclusao,a validar,MovimentoAnalitico1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,MovimentoAnaliticoEntrada1Click,MovimentoAnaliticoEntrada1Click,inclusao,a validar,MovimentoAnalitico1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,MovimentoAnaliticoEntrada1Click%,MovimentoAnaliticoEntrada1Click%,inclusao,a validar,MovimentoAnalitico1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,MovimentoAnaliticoEntrada1,MovimentoAnaliticoEntrada1,inclusao,a validar,MovimentoAnaliticoEntrada1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,MovimentoAnaliticoEntrada1Click,MovimentoAnaliticoEntrada1Click,inclusao,a validar,MovimentoAnaliticoEntrada1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,MovimentoAnaliticoEntrada1Click%,MovimentoAnaliticoEntrada1Click%,inclusao,a validar,MovimentoAnaliticoEntrada1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,MovimentoEntradaSaidaSinttico1,MovimentoEntradaSaidaSinttico1,inclusao,a validar,MovimentoEntradaSaidaSinttico1,estoque,alta,confirmado por UI
a validar por Nivel/usuario,,Movimento por Dia de Semana,Movimento por Dia de Semana,consulta/abre tela,a validar,MovimentoporDiadeSemana1,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,Movimento por Dia de Semana,Movimento por Dia de Semana,consulta/abre tela,a validar,MovimentoporDiadeSemana1,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,MovimentoporDiadeSemana1,MovimentoporDiadeSemana1,consulta/abre tela,a validar,MovimentoporDiadeSemana1,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,MovimentoporDiadeSemana1$,MovimentoporDiadeSemana1$,consulta/abre tela,a validar,MovimentoporDiadeSemana1,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,MovimentoporDiadeSemana1Click,MovimentoporDiadeSemana1Click,consulta/abre tela,a validar,MovimentoporDiadeSemana1,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,$MovimentoPorServicosExecutados1Click,$MovimentoPorServicosExecutados1Click,consulta/abre tela,a validar,MovimentoPorServicosExecutados1,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,MovimentoPorServicosExecutados1,MovimentoPorServicosExecutados1,consulta/abre tela,a validar,MovimentoPorServicosExecutados1,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,"""MovimentoPorServicoSintetico1Click","""MovimentoPorServicoSintetico1Click",consulta/abre tela,a validar,MovimentoPorServicoSintetico1,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,MovimentoPorServicoSintetico1,MovimentoPorServicoSintetico1,consulta/abre tela,a validar,MovimentoPorServicoSintetico1,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,MovimentoPorServicosPeso1,MovimentoPorServicosPeso1,consulta/abre tela,a validar,MovimentoPorServicosPeso1,relatorio,media,confirmado por UI
a validar por Nivel/usuario,,MovimentoPorServicosPeso1<,MovimentoPorServicosPeso1<,consulta/abre tela,a validar,MovimentoPorServicosPeso1,relatorio,media,confirmado por UI
