Tabela,Caminho,Campo,Tipo,Tamanho,Precisao,Obrigatoriedade,IndiceParadoxDetectado,PossivelChavePrimaria,PossivelChaveEstrangeira,NomeVisualCorrespondente,ModuloRelacionado,TelaRelacionada,EntidadeDominio,ClassificacaoCampo,Evidencia,NivelConfianca,Status
MovAgenda,Lav\FILIAL\MovAgenda.DB,DatAgen,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,DatAgen,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
MovCab,Lav\FILIAL\MovCab.DB,DatEntLoja,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.XGB;.XGC;.XGD;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA;.YGB;.YGC;.YGD,nao confirmado,nao confirmado,DatEntLoja,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
MovCab,Lav\FILIAL\MovCab.DB,DatLan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.XGB;.XGC;.XGD;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA;.YGB;.YGC;.YGD,nao confirmado,nao confirmado,DatLan,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
MovCab,Lav\FILIAL\MovCab.DB,DatEnt,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.XGB;.XGC;.XGD;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA;.YGB;.YGC;.YGD,nao confirmado,nao confirmado,DatEnt,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
MovCab,Lav\FILIAL\MovCab.DB,ValTot,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.XGB;.XGC;.XGD;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA;.YGB;.YGC;.YGD,nao confirmado,nao confirmado,Total,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
MovCab,Lav\FILIAL\MovCab.DB,DataCanc,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.XGB;.XGC;.XGD;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA;.YGB;.YGC;.YGD,nao confirmado,nao confirmado,DataCanc,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
MovCab,Lav\FILIAL\MovCab.DB,MotivoCanc,System.String,100,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.XGB;.XGC;.XGD;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA;.YGB;.YGC;.YGD,nao confirmado,nao confirmado,MotivoCanc,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
MovCab,Lav\FILIAL\MovCab.DB,HorLan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.XGB;.XGC;.XGD;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA;.YGB;.YGC;.YGD,nao confirmado,nao confirmado,HorLan,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
MovCab,Lav\FILIAL\MovCab.DB,HorEnt,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.XGB;.XGC;.XGD;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA;.YGB;.YGC;.YGD,nao confirmado,nao confirmado,HorEnt,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
MovCab,Lav\FILIAL\MovCab.DB,DatPas,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.XGB;.XGC;.XGD;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA;.YGB;.YGC;.YGD,nao confirmado,nao confirmado,DatPas,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
MovCab,Lav\FILIAL\MovCab.DB,FixEntrega,System.Boolean,1,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.XGB;.XGC;.XGD;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA;.YGB;.YGC;.YGD,nao confirmado,nao confirmado,FixEntrega,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
MovCab,Lav\FILIAL\MovCab.DB,DatEntRol,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.XGB;.XGC;.XGD;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA;.YGB;.YGC;.YGD,nao confirmado,possivel,ROL,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
MovCab,Lav\FILIAL\MovCab.DB,HorEntRol,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.XGB;.XGC;.XGD;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA;.YGB;.YGC;.YGD,nao confirmado,possivel,ROL,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
MovCab,Lav\FILIAL\MovCab.DB,HorCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.XGB;.XGC;.XGD;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA;.YGB;.YGC;.YGD,nao confirmado,nao confirmado,HorCan,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
MovDesc,Lav\FILIAL\MovDesc.DB,DatLan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,DatLan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
MovDesc,Lav\FILIAL\MovDesc.DB,DataUtilizada,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,DataUtilizada,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
MovEstLan,Lav\FILIAL\MovEstLan.DB,DatLan,System.DateTime,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,DatLan,Estoque,nao confirmado,Estoque,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
MovImportacao,Lav\FILIAL\MovImportacao.DB,DatLan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,DatLan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
MovIniCaixa,Lav\FILIAL\MovIniCaixa.DB,Data,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,possivel,nao confirmado,Data,Financeiro,nao confirmado,Financeiro,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
MovIniCaixa,Lav\FILIAL\MovIniCaixa.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Financeiro,nao confirmado,Financeiro,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
MovIniCaixa,Lav\FILIAL\MovIniCaixa.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Financeiro,nao confirmado,Financeiro,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
MovItemSerPro,Lav\FILIAL\MovItemSerPro.DB,DatPas,System.DateTime,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,DatPas,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
MovLimite,Lav\FILIAL\MovLimite.DB,DatMesAno,System.String,12,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatMesAno,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
MovLimite,Lav\FILIAL\MovLimite.DB,CanUtilizados,System.Int32,4,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,CanUtilizados,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
MovLimPro,Lav\FILIAL\MovLimPro.DB,DatLan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,possivel,nao confirmado,DatLan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
MovLimPro,Lav\FILIAL\MovLimPro.DB,QdePonLan,System.Int32,4,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,Quantidade,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
MovLocRol,Lav\FILIAL\MovLocRol.DB,DatLan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,DatLan,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
MovLocRol,Lav\FILIAL\MovLocRol.DB,HorLan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,HorLan,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
MovPacot,Lav\FILIAL\MovPacot.DB,DatIni,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,DatIni,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
MovPecLav,Lav\FILIAL\MovPecLav.DB,DatLan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,DatLan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
MovPecLav,Lav\FILIAL\MovPecLav.DB,HorLan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,HorLan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
MovPontos,Lav\FILIAL\MovPontos.DB,DatLan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,DatLan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
MovRetirada,Lav\FILIAL\MovRetirada.DB,DatLan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5,nao confirmado,nao confirmado,DatLan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
MovRetirada,Lav\FILIAL\MovRetirada.DB,HorLan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5,nao confirmado,nao confirmado,HorLan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
MovRetirada,Lav\FILIAL\MovRetirada.DB,DatRet,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5,nao confirmado,nao confirmado,DatRet,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
MovRetirada,Lav\FILIAL\MovRetirada.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5,nao confirmado,nao confirmado,DatCan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
MovRetirada,Lav\FILIAL\MovRetirada.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5,nao confirmado,nao confirmado,MotivoCan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
MovRetirada,Lav\FILIAL\MovRetirada.DB,HorCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5,nao confirmado,nao confirmado,HorCan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
MovSaida,Lav\FILIAL\MovSaida.DB,DatLan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,DatLan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
MovSaida,Lav\FILIAL\MovSaida.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,MotivoCan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
MovSaida,Lav\FILIAL\MovSaida.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,DatCan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
MovSaida,Lav\FILIAL\MovSaida.DB,HorCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,HorCan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
MovTerc,Lav\FILIAL\MovTerc.DB,DatLan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,nao confirmado,nao confirmado,DatLan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
MovTerc,Lav\FILIAL\MovTerc.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,nao confirmado,nao confirmado,DatCan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
MovTerc,Lav\FILIAL\MovTerc.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,nao confirmado,nao confirmado,MotivoCan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
MovTerc,Lav\FILIAL\MovTerc.DB,DatPrevEnt,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,nao confirmado,nao confirmado,DatPrevEnt,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
MovTerc,Lav\FILIAL\MovTerc.DB,HorCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,nao confirmado,nao confirmado,HorCan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
MovTercPec,Lav\FILIAL\MovTercPec.DB,DatEnt,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatEnt,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
MovTercPec,Lav\FILIAL\MovTercPec.DB,HorEnt,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,HorEnt,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
MovVenItem,Lav\FILIAL\MovVenItem.DB,Data,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,Data,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
NotaFisPag,Lav\FILIAL\NotaFisPag.DB,DatEmi,System.DateTime,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,DatEmi,Financeiro,nao confirmado,Financeiro,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
