Tabela,Caminho,Campo,Tipo,Tamanho,Precisao,Obrigatoriedade,IndiceParadoxDetectado,PossivelChavePrimaria,PossivelChaveEstrangeira,NomeVisualCorrespondente,ModuloRelacionado,TelaRelacionada,EntidadeDominio,ClassificacaoCampo,Evidencia,NivelConfianca,Status
CadTipTing,Lav\Dados\CadTipTing.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
Caract,Lav\Dados\Caract.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
Cores,Lav\Dados\Cores.DB,MotivoCan,System.String,40,0,nao confirmado,,nao confirmado,nao confirmado,MotivoCan,Produtos/Servicos,nao confirmado,Produtos/Servicos,data,confirmado por schema: coluna existente no dicionario Paradox,media,confirmado por schema
Defeitos,Lav\Dados\Defeitos.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Produtos/Servicos,nao confirmado,Produtos/Servicos,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
FatPre_C,Lav\Dados\FatPre_C.DB,DiaEnt,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DiaEnt,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
FatPre_C,Lav\Dados\FatPre_C.DB,DatIniFat,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatIniFat,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
GruEnt,Lav\Dados\GruEnt.DB,GruEnt,System.String,10,0,nao confirmado,.PX;.XG0;.YG0,possivel,nao confirmado,GruEnt,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
GruEnt,Lav\Dados\GruEnt.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
GruEnt,Lav\Dados\GruEnt.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
Prazos,Lav\Dados\Prazos.DB,DiaEnt,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DiaEnt,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
PromCad,Lav\Dados\PromCad.DB,GruProEnt,System.String,10,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,GruProEnt,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
PromCad,Lav\Dados\PromCad.DB,DatIniProm,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatIniProm,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
PromCad,Lav\Dados\PromCad.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
PromCad,Lav\Dados\PromCad.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
TabFat,Lav\Dados\TabFat.DB,DiaEnt,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,DiaEnt,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
TabPra,Lav\Dados\TabPra.DB,DiaEnt,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,DiaEnt,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
TabPreco,Lav\Dados\TabPreco.DB,DatValTab,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,DatValTab,Produtos/Servicos,nao confirmado,Produtos/Servicos,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
TabPreco,Lav\Dados\TabPreco.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,DatCan,Produtos/Servicos,nao confirmado,Produtos/Servicos,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
TabPreco,Lav\Dados\TabPreco.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,MotivoCan,Produtos/Servicos,nao confirmado,Produtos/Servicos,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
TabPreco,Lav\Dados\TabPreco.DB,HorCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,HorCan,Produtos/Servicos,nao confirmado,Produtos/Servicos,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
TabPreco,Lav\Dados\TabPreco.DB,Isento,System.String,6,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,Isento,Produtos/Servicos,nao confirmado,Produtos/Servicos,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
TabPreco,Lav\Dados\TabPreco.DB,HabCadCli,System.Boolean,1,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,HabCadCli,Produtos/Servicos,nao confirmado,Produtos/Servicos,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
TabPro,Lav\Dados\TabPro.DB,PreUniVen,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,PreUniVen,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
TabPro,Lav\Dados\TabPro.DB,DatVen,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,Vencimento,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
TipEnt,Lav\Dados\TipEnt.DB,GruEnt,System.String,10,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,GruEnt,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
TipEnt,Lav\Dados\TipEnt.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
TipEnt,Lav\Dados\TipEnt.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
TipEnt,Lav\Dados\TipEnt.DB,HorCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,HorCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
TipSer,Lav\Dados\TipSer.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
TipSer,Lav\Dados\TipSer.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
TipSer,Lav\Dados\TipSer.DB,HorCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,HorCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
TipTab,Lav\Dados\TipTab.DB,PedeTipEntrada,System.String,2,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,PedeTipEntrada,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
Bonus,Lav\FILIAL\Bonus.DB,DatBon,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatBon,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadGR,Lav\FILIAL\CadGR.DB,DatLan,System.DateTime,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,DatLan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
CadLocPec,Lav\FILIAL\CadLocPec.DB,DatPrevEnt,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6,nao confirmado,nao confirmado,DatPrevEnt,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
CadLocPec,Lav\FILIAL\CadLocPec.DB,DatEnt,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6,nao confirmado,nao confirmado,DatEnt,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
CadLocPec,Lav\FILIAL\CadLocPec.DB,HorPrevEnt,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6,nao confirmado,nao confirmado,HorPrevEnt,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
CadLocPec,Lav\FILIAL\CadLocPec.DB,HorEnt,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6,nao confirmado,nao confirmado,HorEnt,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
CadLocPec,Lav\FILIAL\CadLocPec.DB,DatPas,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6,nao confirmado,nao confirmado,DatPas,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
CadLocPec,Lav\FILIAL\CadLocPec.DB,DatEst,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6,nao confirmado,nao confirmado,DatEst,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
CadLocReg,Lav\FILIAL\CadLocReg.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadLocReg,Lav\FILIAL\CadLocReg.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CliCredito,Lav\FILIAL\CliCredito.DB,DatCre,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5,nao confirmado,nao confirmado,DatCre,Financeiro,nao confirmado,Financeiro,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
CliCredito,Lav\FILIAL\CliCredito.DB,DatVal,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5,nao confirmado,nao confirmado,DatVal,Financeiro,nao confirmado,Financeiro,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
ControleEti,Lav\FILIAL\ControleEti.DB,Data,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,Data,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
Doacao,Lav\FILIAL\Doacao.DB,DatDoa,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,DatDoa,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
Doacao,Lav\FILIAL\Doacao.DB,MotCanc,System.String,200,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,MotCanc,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
EncCaiLav,Lav\FILIAL\EncCaiLav.DB,DatEnc,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,possivel,nao confirmado,DatEnc,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
EncCaiLav,Lav\FILIAL\EncCaiLav.DB,DatEncSis,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,DatEncSis,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
EntLote,Lav\FILIAL\EntLote.DB,DataA,System.DateTime,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,DataA,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
EntLote,Lav\FILIAL\EntLote.DB,DataF,System.DateTime,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,DataF,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
EntLote,Lav\FILIAL\EntLote.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,DatCan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
EntLote,Lav\FILIAL\EntLote.DB,MotivoCan,System.String,100,0,nao confirmado,.PX,nao confirmado,nao confirmado,MotivoCan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
EntMovLote,Lav\FILIAL\EntMovLote.DB,Data,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,Data,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
EstCli,Lav\FILIAL\EstCli.DB,DatLan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,DatLan,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
EstCli,Lav\FILIAL\EstCli.DB,MedLan,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,MedLan,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
EstCli,Lav\FILIAL\EstCli.DB,UltLan2,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,UltLan2,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
EstCli,Lav\FILIAL\EstCli.DB,UltLan3,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,UltLan3,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
EstCli,Lav\FILIAL\EstCli.DB,UltLan4,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,UltLan4,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
EstCli,Lav\FILIAL\EstCli.DB,UltLan5,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,UltLan5,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
EstCli,Lav\FILIAL\EstCli.DB,UltLan1,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,UltLan1,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
EstCli,Lav\FILIAL\EstCli.DB,QdeMinLan,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,Quantidade,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
EstCli,Lav\FILIAL\EstCli.DB,QdeMaxLan,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,Quantidade,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
EstCli,Lav\FILIAL\EstCli.DB,DatMinLan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,DatMinLan,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
EstCli,Lav\FILIAL\EstCli.DB,DatMaxLan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,DatMaxLan,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
EstCli,Lav\FILIAL\EstCli.DB,DatUltLan1,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,DatUltLan1,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
EstCli,Lav\FILIAL\EstCli.DB,DatUltLan2,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,DatUltLan2,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
EstCli,Lav\FILIAL\EstCli.DB,DatUltLan3,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,DatUltLan3,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
EstCli,Lav\FILIAL\EstCli.DB,DatUltLan4,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,DatUltLan4,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
EstCli,Lav\FILIAL\EstCli.DB,DatUltLan5,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,DatUltLan5,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
FecCaixa,Lav\FILIAL\FecCaixa.DB,DatEnc,System.DateTime,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,DatEnc,Financeiro,nao confirmado,Financeiro,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
LogExporta,Lav\FILIAL\LogExporta.DB,TotLanctos,System.Int32,4,0,nao confirmado,.PX,nao confirmado,nao confirmado,TotLanctos,Ocorrencias/Auditoria,nao confirmado,Ocorrencias/Auditoria,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
MetasGruPro,Lav\FILIAL\MetasGruPro.DB,GruVen,System.String,10,0,nao confirmado,.PX;.XG0;.YG0,possivel,nao confirmado,GruVen,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
MetasVen,Lav\FILIAL\MetasVen.DB,GruVen,System.String,10,0,nao confirmado,.PX;.XG0;.YG0,possivel,nao confirmado,GruVen,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
