"Executavel","Categoria","Texto","Origem"
"Financeiro","cadastro","Clientes1Click","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","ClientesF5_FP","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","ClientesF5_p","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","ClientesMar","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","clMenu","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","clMenuBar","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","clMenuHighlight","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","clMenuText","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","clScrollBar","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","autenticacao/permissao","CodUsuario","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","autenticacao/permissao","CodUsuario;NomUsuario","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","fiscal","commainferior","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","fiscal","coModifyAnnotation","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","Config. Impres.","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","Config. LavSoft","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","Configura","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","relatorio/impressao","Configura &Impressora","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","Configuraes1","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","relatorio/impressao","ConfiguraImpressora1","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","relatorio/impressao","ConfiguraImpressora1Click","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","relatorio/impressao","ConfiguraImpressora1Click#","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","relatorio/impressao","ConfiguraImpressora1L","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","autenticacao/permissao","ConfigUsuario","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","relatorio/impressao","Confirma a Impress","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","Confirma Ativar o Cliente","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","Confirma Cancelamento","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","Confirma Cancelamento?","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","fiscal","Confirma Desativar o Cliente","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","Confirma o cancelamento do Clientes","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","Confirma o Cancelamento do Lote","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","Confirma o Estorno do cancelamento do Cliente","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","Considera Pgto Clientes","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","Consulta","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","Consulta1","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","Consultar","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","Consultas R","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","Control","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","ControlaTab","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","ControlClass","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","ControlData","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","Controle","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","Controle Boletos","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","Controle de Cheques Recebidos","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","Controle Nosso Numero","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","ControleBoletos_FM","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","ControleBoletos_mc","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","ControleNossoNumero1","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","ControleNossoNumero1Click","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","ControlOfs%.8X%.8X","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","Controls","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","ControlsHYF","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","fiscal","CorSatCla","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","fiscal","CorSatClaF","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","CreateMenu","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","CreatePopupMenu","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","DataFieldCancelBtn","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","DataFieldCancelBtnClick","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","fiscal","DatAnota","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","DB_Clientes","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","DB_ClientesDrawColumnCell","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","DB_ClientesDrawDataCell","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","DB_ClientesDrawDataCell ","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","DB_ClientesKeyPress","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","DBG_Cadastros","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","DBG_CadastrosDblClick","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","DBG_CadastrosKeyPress","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","DBG_ClientesF5","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","DBG_ClientesF5DrawColumnCell","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","DBG_ClientesF5KeyPress","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","DBG_ClientesF5T","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","DBLCB_CodCliEnter","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","autenticacao/permissao","DBLCB_CodUsuario","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","autenticacao/permissao","DBLCB_CodUsuario,","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","autenticacao/permissao","DBLCB_CodUsuarioDropDown","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","autenticacao/permissao","DBLCB_CodUsuarioEnter","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","autenticacao/permissao","DBLCB_CodUsuarioExit","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","autenticacao/permissao","DBLCB_CodUsuarioKeyPress","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","DBLCB_GruCliEnter","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","autenticacao/permissao","DBLCB_ResUsuario","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","autenticacao/permissao","DBLCB_ResUsuarioEnter","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","autenticacao/permissao","DBLCB_ResUsuarioExit","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","DBT_Clientes","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","DeleteMenu","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","fiscal","DesAnota","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","fiscal","Desativa-F2","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","fiscal","Desativado","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","fiscal","Desativar","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","financeiro","Desconto","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","financeiro","DescontoFat","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","financeiro","Descontos","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","Deseja Cancelar Nosso Numero entre ","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","Deseja Cancelar Nosso Numero: ","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","Deseja Cancelar Registro","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","DestroyMenu","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","dgCancelOnExit","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","Digite o motivo do cancelamento","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","fiscal","Digite o Motivo do Desativamento","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","digo do cliente","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","digo do Grupo de Clientes","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","digo do Vendedor","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","fiscal","dollarinferior","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","dollaroldstyle","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","DrawFrameControl","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","DrawMenuBar","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","DropDownMenu","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","DS_Cadastro","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","financeiro","DS_Caixa","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","financeiro","DS_CaixaP","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","DS_Cliente","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","DS_Clientes","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","DS_ClientesF5","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","autenticacao/permissao","DS_Usuarios","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","autenticacao/permissao","DS_Usuarios$","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","autenticacao/permissao","DS_Usuarios4","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","Dt.Cadastro","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","DtE_CadastroKeyPress","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","DTP_Cadastro","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","EControlC","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","fiscal","Ed_ClienteNota","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","fiscal","ED_ININOTA","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","Ed_NomCliEnter","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","Ed_PrxCliente","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","autenticacao/permissao","Ed_Senha","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","autenticacao/permissao","Ed_SenhaEnter","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","autenticacao/permissao","Ed_SenhaExit","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","autenticacao/permissao","Ed_SenhaKeyPress","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","autenticacao/permissao","Ed_UsuSenhaSMTP","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","fiscal","eightinferior","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","EMenuError","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","EnableMenuItem","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","EnableScrollBar","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","Enter parameters for function","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","autenticacao/permissao","ENTRADA NO SISTEMA - DIGITADA SENHA","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","ENTREGA","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","Envio E-Mail (Configura SMTP)","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","relatorio/impressao","Equipe Relat","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","financeiro","es de Caixa Manual","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","financeiro","es de Caixa x Obs Duplicata","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","Estorno do Cancelamento","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","Estorno do Cancelamento do Clientes Cod.: ","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","EVariantTypeCastError","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","relatorio/impressao","Exportar Relat","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","relatorio/impressao","Exportar Texto...|Exporta o relat","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","autenticacao/permissao","F_Senha","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","autenticacao/permissao","F9 - Senha","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","autenticacao/permissao","FC_DigSenha","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","financeiro","Financeiro","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","financeiro","Financeiro - Sistema Controle Financeiro","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","fiscal","fiveinferior","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","FlatSB_EnableScrollBar","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","FlatSB_GetScrollInfo","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","FlatSB_GetScrollPos","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","FlatSB_GetScrollProp","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","FlatSB_GetScrollRange","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","FlatSB_SetScrollInfo","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","FlatSB_SetScrollPos","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","FlatSB_SetScrollProp","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","FlatSB_SetScrollRange","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","FlatSB_ShowScrollBar","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","FocusControl","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","fiscal","fourinferior","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","fouroldstyle","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","FuncArgCancelBtn","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","FuncArgCancelBtnClick","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","FuncParamOkBtn","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","FuncParamOkBtnClick","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","FuncParamSB","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","FuncParamsPage","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","FunctionCancelBtn","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","FunctionCancelBtnClick","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","GetMenu","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","GetMenuItemCount","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","GetMenuItemID","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","GetMenuItemInfoA","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","GetMenuState","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","GetMenuStringA","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","GetScrollInfo","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","GetScrollPos","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","GetScrollRange","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","GetSubMenu","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","GetSystemMenu","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","relatorio/impressao","ginas do relat","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","GravaConfigurao1","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","GravaConfigurao1Click","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","relatorio/impressao","Gravar os Relat","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","GruClientes","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","GruClientes.DB","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","GruClientes2","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","GruClientes2.DB","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","GruClientes3","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","GruClientes3.DB","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","GruClientes4","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","GruClientes4.DB","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","Grupo Clientes","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","Grupo de Cliente n","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","Grupo de Clientes","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","Grupo2 de Cliente n","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","Grupo3 de Cliente n","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","autenticacao/permissao","GruUsuario","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","fiscal","HorAnota","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","HorzScroll","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","HorzScrollBar","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","HorzScrollBar.Position","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","HorzScrollBar.Range","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","HorzScrollBar.Tracking","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","HorzScrollBar4","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","HorzScrollThumb","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","relatorio/impressao","HTipoImpressao","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","fiscal","hypheninferior","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","autenticacao/permissao","Im_Senha","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","Image_Clientes","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","fiscal","ImpNotaFiltro","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","fiscal","ImpNotaFiscal","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","relatorio/impressao","Impressora","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","relatorio/impressao","Impressora de Cheque","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","relatorio/impressao","Impressora n","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","relatorio/impressao","Imprimir|Imprime o relat","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","Informe Numero do Lote a Cancelar","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","Informe o Nome do Cliente","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","Informe o Valor do Produto","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","InitCommonControls","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","InitCommonControlsEx","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","autenticacao/permissao","iNomUsuario","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","InsertMenuA","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","InsertMenuItemA","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","financeiro","InstrucoesCaixa","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","financeiro","InstruesdeCaixa1","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","financeiro","InstruesdeCaixa1Click","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","financeiro","InstruesdeCaixa2","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","financeiro","InstruesdeCaixa2Click","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","IOleControl","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","IParamet","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","IsControl","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","cadastro","JANELA CADASTRO","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","JANELA MENU","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","Lb_Consulta","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","Lb_Consulta\","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","Lb_LocalRol","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","Lb_LocalRold","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","autenticacao/permissao","Lb_TitSenha","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","relatorio/impressao","Lbx_Impressoras","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","relatorio/impressao","Lbx_Impressorasd","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","LoginParams","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","outro","Lote esta Cancelado, n","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","fiscal","Magem Inferior C","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","MainMenu1","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","MainMenu1 ","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","MainMenu1D","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","MainMenu1H","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","MainMenu1L","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","MainMenu1P","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","MDICONTROLS","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","MensagemPadroLanamento1","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","MensagemPadroLanamento1Click","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","operacional","MensagemPadroLanamento1Click ","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","menu_Fin","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","MenuAnimation","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","MenuBackground","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","Menubar","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","MenuBarText","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","MenuItem","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","MenuItem1","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","MenuItem1$","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","MenuItem1T","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","MenuPosition","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","Menus","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
"Financeiro","menu","MenusL","D:\AtelieProd\Equipexe\Exe\Financeiro.exe"
