"Executavel","Categoria","Texto","Origem"
"LavSoft","operacional"," Where Controle1=""","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional"," WHERE I.Rol = ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","-          ""c:\EquipExe\Ger\Dados\Clientes"" C,","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","- Agrupado por cliente","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","- Agrupado por data de entrega","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","- Cancelamento de: ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","fiscal","- Desativado: ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","- Ordenando por produtos","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional","- Ordenando por Rol","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","-2a Ord.: Cliente","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","-2a Ord.: Entrega Prev.","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","-2a Ord.: Entrega Real.","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional","-2a Ord.: Rol","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","-Agrup.: Cliente","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","-Agrup.: Entrega Prev.","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","-Agrup.: Entrega Real.","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","-Agrup.: Vendedor","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","-Apenas Cancelado","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional","-Campo: Rol","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","-Cancela|Cancela a tabela de pre","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","-Cancelados Ate: ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","-Cliente: ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","-Envia e-mail automaticamente para os clientes","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","fiscal","-Fixada ( Nota Fiscal )","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional","-Fixada (SubRol)","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","-Grupo Produto: ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","fiscal","-Nota Fiscal: Com Notas","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","fiscal","-Nota Fiscal: Sem Notas","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional","-Posicao: Estoque","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","-Produto:","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional","-Rol: ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional","-Rol/Loc:","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","financeiro","-Tipo Desconto: Adiantamento","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","financeiro","-Tipo Desconto: Faturamento","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","fiscal","-Tipo Nota.: ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","autenticacao/permissao","-Usuario: ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","-Vendedor: ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional","-Where (I.CodPro=P.CodPro) And (I.Rol=M.Rol)  ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro",",          ""c:\EquipExe\Ger\Dados\Clientes"" C","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro",",         ""c:\EquipExe\Ger\Dados\Clientes""  C","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro",", Agrupado por cliente","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional",", conflito Rol ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional",", M.OBSROL, C.ROTEIRO, ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","fiscal",", NomCli,CodCli, Roteiro,FisJur,CodEmpree,GruCli,GruCli2,GruCli3,GruCli4,Desativado, CodTab","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional",", Rol, CodPro ,Situacao","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","relatorio/impressao",",|Quantidade de etiquetas impressas no Lancto","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","relatorio/impressao",",Bloqueia nos Relat","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional",",Corta Recibo Pag.Rol (Mod. 4 CBM 1000 ou 24)","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional",",M.DatEntRol","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","relatorio/impressao",",Utilizar dados personalizados para impress","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro",";                      ""C:\EquipExe\Ger\Dados\Clientes.Db"" C","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","relatorio/impressao",";Utilizado para o modelo 23 e impress","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro",":                       ""c:\EquipExe\Ger\Dados\Clientes"" C,","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro",":\EquipExe\EquipeParam.ini","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","fiscal",":\EquipExe\EquSat","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","fiscal",":\EquipExe\EquSat.Ini","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","fiscal",":\EquipExe\Exe\Anotacoes.Exe","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro",":\EquipExe\Exe\Backup.Exe","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional",":\EquipExe\Exe\ControlaBloq.exe","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional",":\EquipExe\Exe\ControlaBloq.exe X","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional",":\EquipExe\Exe\Estoque.Exe","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","fiscal",":\Equipexe\Exe\NFE.Exe","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro",":\EquipExe\Exe\Parametros.Exe","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","autenticacao/permissao",":\EquipExe\Exe\Senhas.Exe","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro",":\EquipExe\Exe\Sincronizar.Exe","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional",":\EquipExe\Figuras\Rol","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro",":\Equipexe\Sincroniza\Nuvem\","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro",":\Equipexe\Sincroniza\Nuvem\Envio\","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro",":Clientes"" C","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro",":Clientes"" C ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro",":Clientes"" C    ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro",":Clientes"" C ON C.CodCli = M.CodCli ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro",":Localiza o cliente pelo n","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional",":MovCab"" M on (O.RolOrc=M.Rol)","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional",":MovItem"" MI on (M.Rol=MI.Rol) and (OI.CodPro = MI.CodPro)","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","fiscal",":NotaFisPag"" ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","fiscal",":Notas""    N, ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","fiscal",":Notas"" N","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","fiscal",":Notas"" N ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","fiscal",":Notas"" N ON N.CodCli = M.CodCli","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","relatorio/impressao",":Oculta Impress","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional",":OrcItem"" OI on (O.Rol=OI.Rol)","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional",":OrcItem"" OI on (OI.Rol=O.Rol)","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro",":Para manter o produto zerado,bloqueando altera","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro",":Recupera Produtos Excluidos|Recupera o lan","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional",":RESPECTIVA LAVAGEM.   3 - A ROUPA N","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional","!&Efetua Entrada do Rol em Estoque","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","!Cancela|Cancela Grupo selecionado","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional","!Controlar Data Lan","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","!DescriodaFilialnoRodapParametros1","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","!Fixa hora de Entrega (Param","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","!Movimento Por Produto (Anal","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","fiscal","!MovimentoResumidoNotaFiscal1Click","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","fiscal","!Passador(a)/Lavador(a)/Conferente","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","relatorio/impressao","!Processamento do relat","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","!Procura clientes|Procura clientes","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","relatorio/impressao","!RELAT","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","relatorio/impressao","!RelatriodePassadoriaProduto1Click","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","!Somente clientes com ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","!Tb_ClientesCodCliSec.DisplayWidth","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional","!Tb_MovCabRolAnterior.DisplayWidth","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional","!VerificaodePreoUnitriodoRol1Click","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro",".[ Clientes que n","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional",".Cancela somente registros sem rols vinculados.","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro",".Consulta|Consulta a Transportadora selecionada","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro",".Consulta|Consulta o fator de pre","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro",".Consulta|Consulta o tipo de tabela selecionado","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional",".Local do Rol que ultrapassou o limite de pe","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional",".Margem - Titulo Rol (Jato Tinta)   Padr","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","'Cancela|Cancela Passadeiras selecionada","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","'Consulta|Consulta a Entrada selecionada","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","'Consulta|Consulta a Esp","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","'Consulta|Consulta o defeito selecionado","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","'Consulta|Consulta o feriado selecionado","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional","'Controle de Produ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","'Desmarcatodososprodutoscomapromoo1Click","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","fiscal","'from   ""c:\EquipExe\Lav\Filial\Notas""N,","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","autenticacao/permissao","'S:\BaseTestes\Usuarios\Carlos\Ger\Dados","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","""   ) or (L.Descricao1 LIKE ""%VENDEDOR%"")) ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro",""" And (Cancelado is Null)","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional",""") And (P.CodPro=I.CodPro) And (M.Rol=""","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","fiscal",""") And (TipNota = ""F"") And (not (Cancelada = ""S""))  ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","fiscal","""&Passador(a)/Lavador(a)/Conferente","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","""BDE Novo - Configura","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","""Cadastro de Condi","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","""Cadastro de Servi","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","fiscal","""Cancelamento de Notas (&Intervalo)","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","fiscal","""CancelamentodeNotasIntervalo1Click","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","financeiro","""CancelamentodoUltimoEncerramCaixa1(","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","financeiro","""ControlaDescontosporCadastri1Click","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","financeiro","""Desconto para Pagamento Antecipado","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","""Desmarcatodososprodutoscomapromoo1","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","financeiro","""Enc.Caixa Sabado/Domingos/Feriados","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","""Localiza Cliente Por Identifica","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","""MovimentoPorServicoSintetico1Click","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","""MovimentoPorServicoSintetico1Click ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","relatorio/impressao","""Relat","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","""Resumo de Fa&turamento por Produto","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional","(    Rol               OS            Data","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","( Cancelado = '' )","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","( Not( Cancelado=","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","financeiro","(-)Desconto","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","financeiro","(( - ) Desconto - F6                    %","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","(** Produto n","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional","(+)Rol:","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional","(+)Rol:****","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","financeiro","(Caixa)","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","(Cancela|Cancela tipo entrada selecionado","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","autenticacao/permissao","(Cancelado <> 'C') and (TipUsuario <> 'C')","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","(Cancelado='' )","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","(Cancelado='') And  ((GruSubC='') Or   (GruSubC='","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","(Consulta|Consulta do cliente selecionado","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","(Consulta|Consulta do produto selecionado","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","(Consulta|Consulta o Material selecionado","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","(Consulta|Consulta Passadeira selecionada","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","fiscal","(NFE - Nota fiscal eletr","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","(not( (C.CodCli=G.Chave1) And (G.Arquivo=""CLIENTES"") And (Not G.Campo is null) ))","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","fiscal","(not(Cancelada='S')) and (TipNota<>'C')","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","(Not(Cancelado='S'))","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","(Recibo Entrega, informe quando deve sair","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional","(Rol =","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional","(Rol=0) and (not(Cancelado='S'))","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","financeiro","(Soma desconto do anivers","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","relatorio/impressao","(Tipo da impress","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional",") and (Rol<=0))  ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","fiscal",") Or (M.NumNotAdi=","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","fiscal",") or (NumNotAdi=","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro",")(TipFpg <> 'PD') And (not(Cancelado='S'))","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro",")) and (Not(Cancelado  =","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro",")&Fazer todos os Clientes Individualizados","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","autenticacao/permissao",")Bloqueia Cancelamento (Usuario Digitador)","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro",")Consulta|Consulta do Cadastro selecionado","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","financeiro",")Consulta|Consulta do Desconto selecionado","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro",")Desmarca todos os produtos com a promo","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro",")VisualizaRabeladePreoProdutoModelo21Click","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","relatorio/impressao","[   Data do Relat","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","financeiro","[ Caixa Matricial ]","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional","[ Controla Entrada] ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional","[ Controle Pe","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","[ Data de Cancelamento ]","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","[ Entrega ]","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","[ Estoque no Cliente ]","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","financeiro","[ Financeiro ]","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","relatorio/impressao","[ Impressora ]","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","fiscal","[ Nota Fiscal ]","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","[ Prazo Entrega ]","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","[ Produtos ]","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional","]( ** ) Se no mesmo rol existir (Servi","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","}* Produtos em Vermelhor = Estoque maior que a m","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","relatorio/impressao","@Pergunta a sequencia da fita a ser impressa na reemiss","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","* - Produto com estoque baixo","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","* * * * *  CANCELADO * * * * *","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","* Parametro O.F. Marcado","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","* Produtos controlados por peso","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","fiscal","****** CLIENTE DESATIVADO ******","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","financeiro","*|Porcentagem de Desconto para Adiantamento","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional","*Aloca zeros na O.S. (Somente sem controle)","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","*Expande Cliente ou Adiciona Pesagem no Rol","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","fiscal","*from   ""c:\EquipExe\Lav\Filial\Notas""   N,","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","*Reajuste|Reajuste dos valores dos produtos","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","relatorio/impressao","*RelatrioPassadoriaLavanderiaResumido1Click","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","relatorio/impressao","*Titulo Debito no Final da Impress","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional","/Bloqueia Cores Repetidas no Controle de Entrada","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","/Consulta|Consulta a tabela de pre","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","/Consulta|Consulta o tipo de servi","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","relatorio/impressao","/Equipe Relat","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","relatorio/impressao","/Faz a impress","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","/Pede prazo de entrega ap","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","fiscal","\Anotacoes","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","fiscal","\Anotacoes"" A","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","\Backup","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","\Clientes","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","\Clientes""","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","\Clientes""       C ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","\Clientes""    C","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","\Clientes""  C ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","\Clientes"" C","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","\Clientes"" C ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","\Clientes"" C    ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","\Clientes"" C on (C.CodCli=O.CodCli)","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","\Clientes"" C on (MC.CodCli = C.CodCli)","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","\Clientes"" C on (O.CodCli=C.CodCli)","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","\Clientes"" C on (O.CodCli=C.CodCli) ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","\Clientes"" C On C.CodCli = M.CodCli","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","\Clientes"" C ON C.CodCli = M.CodCli ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","\Clientes"" C ON M.CodCli = C.CodCli ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","\Clientes"" C,","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","\Clientes"" Set CodCli=""","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","outro","\Forneced"" Where (Not(Cancelado=""S""))","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","cadastro","\Ger\Dados\Clientes.Db","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional","\MensRol","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional","\MovCab""   M ON I.Rol = M.Rol ","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional","\MovCab"" M on (O.RolOrc=M.Rol)","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional","\MovCab"" MC on (MV.ROL = MC.ROL)","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","operacional","\MovCab""M On  (I.Rol=M.Rol)","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
"LavSoft","financeiro","\MovIniCaixa"" Where (Seq > 0) And (Data=""","D:\AtelieProd\Equipexe\Exe\LavSoft.exe"
