"Source","Target","RelativePath","Extension","Length","LastWriteTime","CopiedAt","ReadOnly"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadMat.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadMat.PX","Filiais\MOVANTIGA\ESC\FILIAL\CadMat.PX",".PX","2048","15/01/2019 15:55:04","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadMat.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadMat.XG0","Filiais\MOVANTIGA\ESC\FILIAL\CadMat.XG0",".XG0","34816","15/01/2019 15:55:04","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadMat.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadMat.YG0","Filiais\MOVANTIGA\ESC\FILIAL\CadMat.YG0",".YG0","4096","15/01/2019 15:55:04","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadMatComp.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadMatComp.DB","Filiais\MOVANTIGA\ESC\FILIAL\CadMatComp.DB",".DB","2048","15/01/2019 15:55:04","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadMatComp.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadMatComp.PX","Filiais\MOVANTIGA\ESC\FILIAL\CadMatComp.PX",".PX","2048","15/01/2019 15:55:04","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadMatComp.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadMatComp.XG0","Filiais\MOVANTIGA\ESC\FILIAL\CadMatComp.XG0",".XG0","34816","15/01/2019 15:55:04","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadMatComp.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadMatComp.YG0","Filiais\MOVANTIGA\ESC\FILIAL\CadMatComp.YG0",".YG0","4096","15/01/2019 15:55:04","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadNot.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadNot.DB","Filiais\MOVANTIGA\ESC\FILIAL\CadNot.DB",".DB","2048","15/01/2019 15:55:04","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadNot.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadNot.PX","Filiais\MOVANTIGA\ESC\FILIAL\CadNot.PX",".PX","2048","15/01/2019 15:55:04","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadNot.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadNot.XG0","Filiais\MOVANTIGA\ESC\FILIAL\CadNot.XG0",".XG0","34816","15/01/2019 15:55:04","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadNot.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadNot.YG0","Filiais\MOVANTIGA\ESC\FILIAL\CadNot.YG0",".YG0","4096","15/01/2019 15:55:04","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadPre.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadPre.DB","Filiais\MOVANTIGA\ESC\FILIAL\CadPre.DB",".DB","2048","15/01/2019 15:55:06","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadPre.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadPre.PX","Filiais\MOVANTIGA\ESC\FILIAL\CadPre.PX",".PX","2048","15/01/2019 15:55:06","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadPre.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadPre.XG0","Filiais\MOVANTIGA\ESC\FILIAL\CadPre.XG0",".XG0","34816","15/01/2019 15:55:06","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadPre.XG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadPre.XG1","Filiais\MOVANTIGA\ESC\FILIAL\CadPre.XG1",".XG1","34816","15/01/2019 15:55:06","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadPre.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadPre.YG0","Filiais\MOVANTIGA\ESC\FILIAL\CadPre.YG0",".YG0","4096","15/01/2019 15:55:06","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadPre.YG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadPre.YG1","Filiais\MOVANTIGA\ESC\FILIAL\CadPre.YG1",".YG1","4096","15/01/2019 15:55:06","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadRes.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadRes.DB","Filiais\MOVANTIGA\ESC\FILIAL\CadRes.DB",".DB","2048","15/01/2019 15:55:08","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadRes.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadRes.PX","Filiais\MOVANTIGA\ESC\FILIAL\CadRes.PX",".PX","2048","15/01/2019 15:55:08","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadTur.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadTur.DB","Filiais\MOVANTIGA\ESC\FILIAL\CadTur.DB",".DB","2048","15/01/2019 15:55:12","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadTur.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadTur.PX","Filiais\MOVANTIGA\ESC\FILIAL\CadTur.PX",".PX","2048","15/01/2019 15:55:12","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadTur.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadTur.XG0","Filiais\MOVANTIGA\ESC\FILIAL\CadTur.XG0",".XG0","34816","15/01/2019 15:55:14","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadTur.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CadTur.YG0","Filiais\MOVANTIGA\ESC\FILIAL\CadTur.YG0",".YG0","4096","15/01/2019 15:55:14","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CompTurmas.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CompTurmas.DB","Filiais\MOVANTIGA\ESC\FILIAL\CompTurmas.DB",".DB","2048","15/01/2019 15:55:26","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CompTurmas.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CompTurmas.PX","Filiais\MOVANTIGA\ESC\FILIAL\CompTurmas.PX",".PX","2048","15/01/2019 15:55:26","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CompTurmas.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CompTurmas.XG0","Filiais\MOVANTIGA\ESC\FILIAL\CompTurmas.XG0",".XG0","34816","15/01/2019 15:55:26","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CompTurmas.XG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CompTurmas.XG1","Filiais\MOVANTIGA\ESC\FILIAL\CompTurmas.XG1",".XG1","34816","15/01/2019 15:55:26","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CompTurmas.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CompTurmas.YG0","Filiais\MOVANTIGA\ESC\FILIAL\CompTurmas.YG0",".YG0","4096","15/01/2019 15:55:26","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CompTurmas.YG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\CompTurmas.YG1","Filiais\MOVANTIGA\ESC\FILIAL\CompTurmas.YG1",".YG1","4096","15/01/2019 15:55:26","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\MovPdv.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\MovPdv.DB","Filiais\MOVANTIGA\ESC\FILIAL\MovPdv.DB",".DB","2048","15/01/2019 15:56:46","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\MovPdv.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\MovPdv.PX","Filiais\MOVANTIGA\ESC\FILIAL\MovPdv.PX",".PX","2048","15/01/2019 15:56:46","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\MovPdv.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\MovPdv.XG0","Filiais\MOVANTIGA\ESC\FILIAL\MovPdv.XG0",".XG0","34816","15/01/2019 15:56:46","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\MovPdv.XG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\MovPdv.XG1","Filiais\MOVANTIGA\ESC\FILIAL\MovPdv.XG1",".XG1","34816","15/01/2019 15:56:46","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\MovPdv.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\MovPdv.YG0","Filiais\MOVANTIGA\ESC\FILIAL\MovPdv.YG0",".YG0","4096","15/01/2019 15:56:46","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\MovPdv.YG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\MovPdv.YG1","Filiais\MOVANTIGA\ESC\FILIAL\MovPdv.YG1",".YG1","4096","15/01/2019 15:56:46","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\NotasEsc.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\NotasEsc.DB","Filiais\MOVANTIGA\ESC\FILIAL\NotasEsc.DB",".DB","2048","15/01/2019 15:57:08","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\NotasEsc.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\NotasEsc.PX","Filiais\MOVANTIGA\ESC\FILIAL\NotasEsc.PX",".PX","2048","15/01/2019 15:57:08","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\NotasEsc.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\NotasEsc.XG0","Filiais\MOVANTIGA\ESC\FILIAL\NotasEsc.XG0",".XG0","34816","15/01/2019 15:57:08","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\NotasEsc.XG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\NotasEsc.XG1","Filiais\MOVANTIGA\ESC\FILIAL\NotasEsc.XG1",".XG1","34816","15/01/2019 15:57:08","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\NotasEsc.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\NotasEsc.YG0","Filiais\MOVANTIGA\ESC\FILIAL\NotasEsc.YG0",".YG0","4096","15/01/2019 15:57:08","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\NotasEsc.YG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\NotasEsc.YG1","Filiais\MOVANTIGA\ESC\FILIAL\NotasEsc.YG1",".YG1","4096","15/01/2019 15:57:08","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\NotCompEsc.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\NotCompEsc.DB","Filiais\MOVANTIGA\ESC\FILIAL\NotCompEsc.DB",".DB","2048","15/01/2019 15:57:08","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\NotCompEsc.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\NotCompEsc.PX","Filiais\MOVANTIGA\ESC\FILIAL\NotCompEsc.PX",".PX","2048","15/01/2019 15:57:08","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\NotCompEsc.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\NotCompEsc.XG0","Filiais\MOVANTIGA\ESC\FILIAL\NotCompEsc.XG0",".XG0","34816","15/01/2019 15:57:08","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\NotCompEsc.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\ESC\FILIAL\NotCompEsc.YG0","Filiais\MOVANTIGA\ESC\FILIAL\NotCompEsc.YG0",".YG0","4096","15/01/2019 15:57:08","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadClaEst.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadClaEst.DB","Filiais\MOVANTIGA\EST\DADOS\CadClaEst.DB",".DB","2048","15/01/2019 15:54:52","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadClaEst.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadClaEst.PX","Filiais\MOVANTIGA\EST\DADOS\CadClaEst.PX",".PX","2048","15/01/2019 15:54:52","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadClaEst.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadClaEst.XG0","Filiais\MOVANTIGA\EST\DADOS\CadClaEst.XG0",".XG0","34816","15/01/2019 15:54:52","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadClaEst.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadClaEst.YG0","Filiais\MOVANTIGA\EST\DADOS\CadClaEst.YG0",".YG0","4096","15/01/2019 15:54:52","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadClasFis.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadClasFis.DB","Filiais\MOVANTIGA\EST\DADOS\CadClasFis.DB",".DB","2048","15/01/2019 15:54:54","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadClasFis.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadClasFis.PX","Filiais\MOVANTIGA\EST\DADOS\CadClasFis.PX",".PX","2048","15/01/2019 15:54:54","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadClasFis.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadClasFis.XG0","Filiais\MOVANTIGA\EST\DADOS\CadClasFis.XG0",".XG0","34816","15/01/2019 15:54:54","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadClasFis.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadClasFis.YG0","Filiais\MOVANTIGA\EST\DADOS\CadClasFis.YG0",".YG0","4096","15/01/2019 15:54:54","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadEst.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadEst.DB","Filiais\MOVANTIGA\EST\DADOS\CadEst.DB",".DB","2048","15/01/2019 15:54:58","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadEst.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadEst.PX","Filiais\MOVANTIGA\EST\DADOS\CadEst.PX",".PX","2048","15/01/2019 15:54:58","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadEst.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadEst.XG0","Filiais\MOVANTIGA\EST\DADOS\CadEst.XG0",".XG0","34816","15/01/2019 15:54:58","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadEst.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadEst.YG0","Filiais\MOVANTIGA\EST\DADOS\CadEst.YG0",".YG0","4096","15/01/2019 15:54:58","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadFunEst.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadFunEst.DB","Filiais\MOVANTIGA\EST\DADOS\CadFunEst.DB",".DB","2048","15/01/2019 15:54:58","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadFunEst.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadFunEst.PX","Filiais\MOVANTIGA\EST\DADOS\CadFunEst.PX",".PX","2048","15/01/2019 15:54:58","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadGruEst1.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadGruEst1.DB","Filiais\MOVANTIGA\EST\DADOS\CadGruEst1.DB",".DB","2048","15/01/2019 15:55:00","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadGruEst1.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadGruEst1.PX","Filiais\MOVANTIGA\EST\DADOS\CadGruEst1.PX",".PX","2048","15/01/2019 15:55:00","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadGruEst1.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadGruEst1.XG0","Filiais\MOVANTIGA\EST\DADOS\CadGruEst1.XG0",".XG0","34816","15/01/2019 15:55:00","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadGruEst1.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadGruEst1.YG0","Filiais\MOVANTIGA\EST\DADOS\CadGruEst1.YG0",".YG0","4096","15/01/2019 15:55:00","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadGruEst2.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadGruEst2.DB","Filiais\MOVANTIGA\EST\DADOS\CadGruEst2.DB",".DB","2048","15/01/2019 15:55:00","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadGruEst2.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadGruEst2.PX","Filiais\MOVANTIGA\EST\DADOS\CadGruEst2.PX",".PX","2048","15/01/2019 15:55:00","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadGruEst2.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadGruEst2.XG0","Filiais\MOVANTIGA\EST\DADOS\CadGruEst2.XG0",".XG0","34816","15/01/2019 15:55:00","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadGruEst2.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadGruEst2.YG0","Filiais\MOVANTIGA\EST\DADOS\CadGruEst2.YG0",".YG0","4096","15/01/2019 15:55:00","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadGruEst3.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadGruEst3.DB","Filiais\MOVANTIGA\EST\DADOS\CadGruEst3.DB",".DB","2048","15/01/2019 15:55:00","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadGruEst3.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadGruEst3.PX","Filiais\MOVANTIGA\EST\DADOS\CadGruEst3.PX",".PX","2048","15/01/2019 15:55:00","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadGruEst3.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadGruEst3.XG0","Filiais\MOVANTIGA\EST\DADOS\CadGruEst3.XG0",".XG0","34816","15/01/2019 15:55:00","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadGruEst3.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadGruEst3.YG0","Filiais\MOVANTIGA\EST\DADOS\CadGruEst3.YG0",".YG0","4096","15/01/2019 15:55:00","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadGruEst4.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadGruEst4.DB","Filiais\MOVANTIGA\EST\DADOS\CadGruEst4.DB",".DB","2048","15/01/2019 15:55:00","23/05/2026 11:31:00","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadGruEst4.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadGruEst4.PX","Filiais\MOVANTIGA\EST\DADOS\CadGruEst4.PX",".PX","2048","15/01/2019 15:55:00","23/05/2026 11:31:01","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadGruEst4.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadGruEst4.XG0","Filiais\MOVANTIGA\EST\DADOS\CadGruEst4.XG0",".XG0","34816","15/01/2019 15:55:00","23/05/2026 11:31:01","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadGruEst4.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadGruEst4.YG0","Filiais\MOVANTIGA\EST\DADOS\CadGruEst4.YG0",".YG0","4096","15/01/2019 15:55:00","23/05/2026 11:31:01","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadKit.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadKit.DB","Filiais\MOVANTIGA\EST\DADOS\CadKit.DB",".DB","2048","15/01/2019 15:55:00","23/05/2026 11:31:01","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadKit.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\EST\DADOS\CadKit.PX","Filiais\MOVANTIGA\EST\DADOS\CadKit.PX",".PX","2048","15/01/2019 15:55:00","23/05/2026 11:31:01","True"
