"Source","Target","RelativePath","Extension","Length","LastWriteTime","CopiedAt","ReadOnly"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovPacot.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovPacot.YG0","Filiais\MOVANTIGA\LAV\FILIAL\MovPacot.YG0",".YG0","4096","15/01/2019 15:56:44","23/05/2026 11:31:05","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovPacot.YG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovPacot.YG1","Filiais\MOVANTIGA\LAV\FILIAL\MovPacot.YG1",".YG1","4096","15/01/2019 15:56:44","23/05/2026 11:31:05","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovPacot.YG2","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovPacot.YG2","Filiais\MOVANTIGA\LAV\FILIAL\MovPacot.YG2",".YG2","4096","15/01/2019 15:56:44","23/05/2026 11:31:05","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovPacot.YG3","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovPacot.YG3","Filiais\MOVANTIGA\LAV\FILIAL\MovPacot.YG3",".YG3","4096","15/01/2019 15:56:44","23/05/2026 11:31:05","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovPecLav.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovPecLav.DB","Filiais\MOVANTIGA\LAV\FILIAL\MovPecLav.DB",".DB","2048","15/01/2019 15:56:46","23/05/2026 11:31:05","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovPecLav.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovPecLav.PX","Filiais\MOVANTIGA\LAV\FILIAL\MovPecLav.PX",".PX","2048","15/01/2019 15:56:46","23/05/2026 11:31:05","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovPecLav.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovPecLav.XG0","Filiais\MOVANTIGA\LAV\FILIAL\MovPecLav.XG0",".XG0","34816","15/01/2019 15:56:46","23/05/2026 11:31:05","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovPecLav.XG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovPecLav.XG1","Filiais\MOVANTIGA\LAV\FILIAL\MovPecLav.XG1",".XG1","34816","15/01/2019 15:56:46","23/05/2026 11:31:05","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovPecLav.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovPecLav.YG0","Filiais\MOVANTIGA\LAV\FILIAL\MovPecLav.YG0",".YG0","4096","15/01/2019 15:56:46","23/05/2026 11:31:05","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovPecLav.YG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovPecLav.YG1","Filiais\MOVANTIGA\LAV\FILIAL\MovPecLav.YG1",".YG1","4096","15/01/2019 15:56:46","23/05/2026 11:31:05","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovPontos.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovPontos.DB","Filiais\MOVANTIGA\LAV\FILIAL\MovPontos.DB",".DB","2048","15/01/2019 15:56:46","23/05/2026 11:31:05","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovPontos.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovPontos.PX","Filiais\MOVANTIGA\LAV\FILIAL\MovPontos.PX",".PX","2048","15/01/2019 15:56:46","23/05/2026 11:31:05","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovPontos.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovPontos.XG0","Filiais\MOVANTIGA\LAV\FILIAL\MovPontos.XG0",".XG0","34816","15/01/2019 15:56:46","23/05/2026 11:31:05","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovPontos.XG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovPontos.XG1","Filiais\MOVANTIGA\LAV\FILIAL\MovPontos.XG1",".XG1","34816","15/01/2019 15:56:46","23/05/2026 11:31:05","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovPontos.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovPontos.YG0","Filiais\MOVANTIGA\LAV\FILIAL\MovPontos.YG0",".YG0","4096","15/01/2019 15:56:46","23/05/2026 11:31:05","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovPontos.YG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovPontos.YG1","Filiais\MOVANTIGA\LAV\FILIAL\MovPontos.YG1",".YG1","4096","15/01/2019 15:56:46","23/05/2026 11:31:05","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.DB","Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.DB",".DB","2048","15/01/2019 15:56:48","23/05/2026 11:31:05","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.PX","Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.PX",".PX","2048","15/01/2019 15:56:48","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.XG0","Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.XG0",".XG0","34816","15/01/2019 15:56:48","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.XG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.XG1","Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.XG1",".XG1","34816","15/01/2019 15:56:48","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.XG2","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.XG2","Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.XG2",".XG2","34816","15/01/2019 15:56:48","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.XG3","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.XG3","Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.XG3",".XG3","34816","15/01/2019 15:56:48","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.XG4","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.XG4","Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.XG4",".XG4","34816","15/01/2019 15:56:48","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.XG5","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.XG5","Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.XG5",".XG5","34816","15/01/2019 15:56:48","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.YG0","Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.YG0",".YG0","4096","15/01/2019 15:56:48","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.YG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.YG1","Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.YG1",".YG1","4096","15/01/2019 15:56:48","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.YG2","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.YG2","Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.YG2",".YG2","4096","15/01/2019 15:56:48","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.YG3","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.YG3","Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.YG3",".YG3","4096","15/01/2019 15:56:48","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.YG4","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.YG4","Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.YG4",".YG4","4096","15/01/2019 15:56:48","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.YG5","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.YG5","Filiais\MOVANTIGA\LAV\FILIAL\MovRetirada.YG5",".YG5","4096","15/01/2019 15:56:48","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetiradaItem.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetiradaItem.DB","Filiais\MOVANTIGA\LAV\FILIAL\MovRetiradaItem.DB",".DB","2048","15/01/2019 15:56:48","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetiradaItem.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetiradaItem.PX","Filiais\MOVANTIGA\LAV\FILIAL\MovRetiradaItem.PX",".PX","2048","15/01/2019 15:56:48","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetiradaItem.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetiradaItem.XG0","Filiais\MOVANTIGA\LAV\FILIAL\MovRetiradaItem.XG0",".XG0","34816","15/01/2019 15:56:48","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetiradaItem.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovRetiradaItem.YG0","Filiais\MOVANTIGA\LAV\FILIAL\MovRetiradaItem.YG0",".YG0","4096","15/01/2019 15:56:48","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovSaida.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovSaida.DB","Filiais\MOVANTIGA\LAV\FILIAL\MovSaida.DB",".DB","2048","15/01/2019 15:56:52","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovSaida.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovSaida.PX","Filiais\MOVANTIGA\LAV\FILIAL\MovSaida.PX",".PX","2048","15/01/2019 15:56:52","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovSaida.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovSaida.XG0","Filiais\MOVANTIGA\LAV\FILIAL\MovSaida.XG0",".XG0","34816","15/01/2019 15:56:52","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovSaida.XG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovSaida.XG1","Filiais\MOVANTIGA\LAV\FILIAL\MovSaida.XG1",".XG1","34816","15/01/2019 15:56:52","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovSaida.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovSaida.YG0","Filiais\MOVANTIGA\LAV\FILIAL\MovSaida.YG0",".YG0","4096","15/01/2019 15:56:52","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovSaida.YG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovSaida.YG1","Filiais\MOVANTIGA\LAV\FILIAL\MovSaida.YG1",".YG1","4096","15/01/2019 15:56:52","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovSaidaItem.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovSaidaItem.DB","Filiais\MOVANTIGA\LAV\FILIAL\MovSaidaItem.DB",".DB","2048","15/01/2019 15:56:52","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovSaidaItem.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovSaidaItem.PX","Filiais\MOVANTIGA\LAV\FILIAL\MovSaidaItem.PX",".PX","2048","15/01/2019 15:56:52","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovSaidaItem.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovSaidaItem.XG0","Filiais\MOVANTIGA\LAV\FILIAL\MovSaidaItem.XG0",".XG0","34816","15/01/2019 15:56:52","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovSaidaItem.XG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovSaidaItem.XG1","Filiais\MOVANTIGA\LAV\FILIAL\MovSaidaItem.XG1",".XG1","34816","15/01/2019 15:56:52","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovSaidaItem.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovSaidaItem.YG0","Filiais\MOVANTIGA\LAV\FILIAL\MovSaidaItem.YG0",".YG0","4096","15/01/2019 15:56:52","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovSaidaItem.YG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovSaidaItem.YG1","Filiais\MOVANTIGA\LAV\FILIAL\MovSaidaItem.YG1",".YG1","4096","15/01/2019 15:56:52","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.DB","Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.DB",".DB","2048","15/01/2019 15:57:00","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.PX","Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.PX",".PX","2048","15/01/2019 15:57:00","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.XG0","Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.XG0",".XG0","34816","15/01/2019 15:57:00","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.XG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.XG1","Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.XG1",".XG1","34816","15/01/2019 15:57:00","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.XG2","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.XG2","Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.XG2",".XG2","34816","15/01/2019 15:57:00","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.XG3","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.XG3","Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.XG3",".XG3","34816","15/01/2019 15:57:00","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.XG4","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.XG4","Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.XG4",".XG4","34816","15/01/2019 15:57:00","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.YG0","Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.YG0",".YG0","4096","15/01/2019 15:57:00","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.YG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.YG1","Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.YG1",".YG1","4096","15/01/2019 15:57:00","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.YG2","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.YG2","Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.YG2",".YG2","4096","15/01/2019 15:57:00","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.YG3","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.YG3","Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.YG3",".YG3","4096","15/01/2019 15:57:00","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.YG4","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.YG4","Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.YG4",".YG4","4096","15/01/2019 15:57:00","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerCom.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerCom.DB","Filiais\MOVANTIGA\LAV\FILIAL\MovTerCom.DB",".DB","2048","15/01/2019 15:57:00","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerCom.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerCom.PX","Filiais\MOVANTIGA\LAV\FILIAL\MovTerCom.PX",".PX","2048","15/01/2019 15:57:00","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerCom.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerCom.XG0","Filiais\MOVANTIGA\LAV\FILIAL\MovTerCom.XG0",".XG0","34816","15/01/2019 15:57:00","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerCom.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerCom.YG0","Filiais\MOVANTIGA\LAV\FILIAL\MovTerCom.YG0",".YG0","4096","15/01/2019 15:57:00","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTercPec.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTercPec.DB","Filiais\MOVANTIGA\LAV\FILIAL\MovTercPec.DB",".DB","2048","15/01/2019 15:57:00","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTercPec.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTercPec.PX","Filiais\MOVANTIGA\LAV\FILIAL\MovTercPec.PX",".PX","2048","15/01/2019 15:57:00","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTercPec.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTercPec.XG0","Filiais\MOVANTIGA\LAV\FILIAL\MovTercPec.XG0",".XG0","34816","15/01/2019 15:57:00","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTercPec.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTercPec.YG0","Filiais\MOVANTIGA\LAV\FILIAL\MovTercPec.YG0",".YG0","4096","15/01/2019 15:57:00","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovVenItem.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovVenItem.DB","Filiais\MOVANTIGA\LAV\FILIAL\MovVenItem.DB",".DB","2048","15/01/2019 15:57:02","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovVenItem.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovVenItem.PX","Filiais\MOVANTIGA\LAV\FILIAL\MovVenItem.PX",".PX","2048","15/01/2019 15:57:02","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovVenItem.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovVenItem.XG0","Filiais\MOVANTIGA\LAV\FILIAL\MovVenItem.XG0",".XG0","34816","15/01/2019 15:57:02","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovVenItem.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovVenItem.YG0","Filiais\MOVANTIGA\LAV\FILIAL\MovVenItem.YG0",".YG0","4096","15/01/2019 15:57:02","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\NotaFisPag.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\NotaFisPag.DB","Filiais\MOVANTIGA\LAV\FILIAL\NotaFisPag.DB",".DB","34816","15/01/2019 15:57:04","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\NotaFisPag.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\NotaFisPag.PX","Filiais\MOVANTIGA\LAV\FILIAL\NotaFisPag.PX",".PX","4096","15/01/2019 15:57:04","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\Notas.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\Notas.DB","Filiais\MOVANTIGA\LAV\FILIAL\Notas.DB",".DB","8128512","15/01/2019 15:57:06","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\Notas.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\Notas.PX","Filiais\MOVANTIGA\LAV\FILIAL\Notas.PX",".PX","8192","15/01/2019 15:57:06","23/05/2026 11:31:06","True"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\Notas.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\Notas.XG0","Filiais\MOVANTIGA\LAV\FILIAL\Notas.XG0",".XG0","329728","15/01/2019 15:57:06","23/05/2026 11:31:06","True"
