"FullName","DirectoryName","Name","Extension","Length","LastWriteTime"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovSaidaItem.XG1","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","MovSaidaItem.XG1",".XG1","34816","15/01/2019 15:56:52"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovSaidaItem.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","MovSaidaItem.YG0",".YG0","4096","15/01/2019 15:56:52"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovSaidaItem.YG1","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","MovSaidaItem.YG1",".YG1","4096","15/01/2019 15:56:52"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","MovTerc.DB",".DB","2048","15/01/2019 15:57:00"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","MovTerc.PX",".PX","2048","15/01/2019 15:57:00"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","MovTerc.XG0",".XG0","34816","15/01/2019 15:57:00"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.XG1","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","MovTerc.XG1",".XG1","34816","15/01/2019 15:57:00"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","MovTerc.YG0",".YG0","4096","15/01/2019 15:57:00"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerc.YG1","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","MovTerc.YG1",".YG1","4096","15/01/2019 15:57:00"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerCom.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","MovTerCom.DB",".DB","2048","15/01/2019 15:57:00"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerCom.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","MovTerCom.PX",".PX","2048","15/01/2019 15:57:00"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerCom.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","MovTerCom.XG0",".XG0","34816","15/01/2019 15:57:00"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTerCom.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","MovTerCom.YG0",".YG0","4096","15/01/2019 15:57:00"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTercPec.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","MovTercPec.DB",".DB","2048","15/01/2019 15:57:00"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTercPec.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","MovTercPec.PX",".PX","2048","15/01/2019 15:57:00"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTercPec.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","MovTercPec.XG0",".XG0","34816","15/01/2019 15:57:00"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovTercPec.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","MovTercPec.YG0",".YG0","4096","15/01/2019 15:57:00"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovVenItem.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","MovVenItem.DB",".DB","2048","15/01/2019 15:57:02"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovVenItem.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","MovVenItem.PX",".PX","2048","15/01/2019 15:57:02"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovVenItem.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","MovVenItem.XG0",".XG0","34816","15/01/2019 15:57:02"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\MovVenItem.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","MovVenItem.YG0",".YG0","4096","15/01/2019 15:57:02"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\NotaFisPag.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","NotaFisPag.DB",".DB","34816","15/01/2019 15:57:04"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\NotaFisPag.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","NotaFisPag.PX",".PX","4096","15/01/2019 15:57:04"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\Notas.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","Notas.DB",".DB","8128512","15/01/2019 15:57:06"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\Notas.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","Notas.PX",".PX","8192","15/01/2019 15:57:06"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\Notas.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","Notas.XG0",".XG0","329728","15/01/2019 15:57:06"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\Notas.XG1","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","Notas.XG1",".XG1","559104","15/01/2019 15:57:06"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\Notas.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","Notas.YG0",".YG0","4096","15/01/2019 15:57:06"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\Notas.YG1","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","Notas.YG1",".YG1","4096","15/01/2019 15:57:06"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\NotComp.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","NotComp.DB",".DB","3377152","15/01/2019 15:57:08"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\NotComp.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","NotComp.PX",".PX","4096","15/01/2019 15:57:08"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\NotComp.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","NotComp.XG0",".XG0","329728","15/01/2019 15:57:08"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\NotComp.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","NotComp.YG0",".YG0","4096","15/01/2019 15:57:08"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\NotFis.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","NotFis.DB",".DB","34816","15/01/2019 15:57:10"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\NotFis.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","NotFis.PX",".PX","4096","15/01/2019 15:57:10"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\NotFis.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","NotFis.XG0",".XG0","34816","15/01/2019 15:57:10"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\NotFis.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","NotFis.YG0",".YG0","4096","15/01/2019 15:57:10"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\NotFisConf.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","NotFisConf.DB",".DB","2048","15/01/2019 15:57:10"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\NotFisConf.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","NotFisConf.PX",".PX","2048","15/01/2019 15:57:10"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\NotFisE.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","NotFisE.DB",".DB","34816","15/01/2019 15:57:10"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\NotFisE.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","NotFisE.PX",".PX","4096","15/01/2019 15:57:10"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\NotFisE.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","NotFisE.XG0",".XG0","34816","15/01/2019 15:57:10"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\NotFisE.XG1","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","NotFisE.XG1",".XG1","34816","15/01/2019 15:57:10"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\NotFisE.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","NotFisE.YG0",".YG0","4096","15/01/2019 15:57:10"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\NotFisE.YG1","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","NotFisE.YG1",".YG1","4096","15/01/2019 15:57:10"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\NotFisEComp.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","NotFisEComp.DB",".DB","2048","15/01/2019 15:57:10"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\NotFisEComp.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","NotFisEComp.PX",".PX","2048","15/01/2019 15:57:10"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\NotFisEComp.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","NotFisEComp.XG0",".XG0","34816","15/01/2019 15:57:10"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\NotFisEComp.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","NotFisEComp.YG0",".YG0","4096","15/01/2019 15:57:10"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\NovoRegLavFilial.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","NovoRegLavFilial.DB",".DB","2048","15/01/2019 15:57:12"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\NovoRegLavFilial.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","NovoRegLavFilial.PX",".PX","2048","15/01/2019 15:57:12"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcCab.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcCab.DB",".DB","4096","15/01/2019 15:57:12"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcCab.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcCab.PX",".PX","2048","15/01/2019 15:57:12"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcCab.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcCab.XG0",".XG0","34816","15/01/2019 15:57:12"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcCab.XG1","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcCab.XG1",".XG1","34816","15/01/2019 15:57:12"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcCab.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcCab.YG0",".YG0","4096","15/01/2019 15:57:12"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcCab.YG1","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcCab.YG1",".YG1","4096","15/01/2019 15:57:12"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcItem.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcItem.DB",".DB","2048","15/01/2019 15:57:12"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcItem.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcItem.PX",".PX","2048","15/01/2019 15:57:12"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcItem.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcItem.XG0",".XG0","34816","15/01/2019 15:57:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcItem.XG1","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcItem.XG1",".XG1","34816","15/01/2019 15:57:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcItem.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcItem.YG0",".YG0","4096","15/01/2019 15:57:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcItem.YG1","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcItem.YG1",".YG1","4096","15/01/2019 15:57:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcItemCab.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcItemCab.DB",".DB","2048","15/01/2019 15:57:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcItemCab.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcItemCab.PX",".PX","2048","15/01/2019 15:57:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcItemCab.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcItemCab.XG0",".XG0","34816","15/01/2019 15:57:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcItemCab.XG1","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcItemCab.XG1",".XG1","34816","15/01/2019 15:57:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcItemCab.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcItemCab.YG0",".YG0","4096","15/01/2019 15:57:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcItemCab.YG1","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcItemCab.YG1",".YG1","4096","15/01/2019 15:57:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcItemCor.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcItemCor.DB",".DB","2048","15/01/2019 15:57:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcItemCor.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcItemCor.PX",".PX","2048","15/01/2019 15:57:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcItemCor.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcItemCor.XG0",".XG0","34816","15/01/2019 15:57:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcItemCor.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcItemCor.YG0",".YG0","4096","15/01/2019 15:57:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcItemDef.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcItemDef.DB",".DB","2048","15/01/2019 15:57:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcItemDef.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcItemDef.PX",".PX","2048","15/01/2019 15:57:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcItemDef.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcItemDef.XG0",".XG0","34816","15/01/2019 15:57:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcItemDef.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcItemDef.YG0",".YG0","4096","15/01/2019 15:57:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcItemPro.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcItemPro.DB",".DB","2048","15/01/2019 15:57:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcItemPro.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcItemPro.PX",".PX","2048","15/01/2019 15:57:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcItemPro.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcItemPro.XG0",".XG0","34816","15/01/2019 15:57:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcItemPro.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcItemPro.YG0",".YG0","4096","15/01/2019 15:57:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcItemSer.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcItemSer.DB",".DB","2048","15/01/2019 15:57:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcItemSer.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcItemSer.PX",".PX","2048","15/01/2019 15:57:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcItemSer.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcItemSer.XG0",".XG0","34816","15/01/2019 15:57:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcItemSer.XG1","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcItemSer.XG1",".XG1","34816","15/01/2019 15:57:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcItemSer.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcItemSer.YG0",".YG0","4096","15/01/2019 15:57:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\OrcItemSer.YG1","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","OrcItemSer.YG1",".YG1","4096","15/01/2019 15:57:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\ProcesMaqMovCab.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","ProcesMaqMovCab.DB",".DB","2048","15/01/2019 15:57:22"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\ProcesMaqMovCab.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","ProcesMaqMovCab.PX",".PX","2048","15/01/2019 15:57:22"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\ProcesMaqMovItem.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","ProcesMaqMovItem.DB",".DB","2048","15/01/2019 15:57:22"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL\ProcesMaqMovItem.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\LAV\FILIAL","ProcesMaqMovItem.PX",".PX","2048","15/01/2019 15:57:22"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS\AutoPecas.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS","AutoPecas.DB",".DB","2048","15/01/2019 15:54:46"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS\AutoPecas.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS","AutoPecas.PX",".PX","2048","15/01/2019 15:54:46"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS\AutoPecas.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS","AutoPecas.XG0",".XG0","34816","15/01/2019 15:54:46"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS\AutoPecas.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS","AutoPecas.YG0",".YG0","4096","15/01/2019 15:54:46"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS\CompAutoPecas.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS","CompAutoPecas.DB",".DB","2048","15/01/2019 15:55:26"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS\CompAutoPecas.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS","CompAutoPecas.PX",".PX","2048","15/01/2019 15:55:26"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS\CompAutoPecas.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS","CompAutoPecas.XG0",".XG0","34816","15/01/2019 15:55:26"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS\CompAutoPecas.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS","CompAutoPecas.YG0",".YG0","4096","15/01/2019 15:55:26"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS\Condutor.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS","Condutor.DB",".DB","2048","15/01/2019 15:55:26"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS\Condutor.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS","Condutor.PX",".PX","2048","15/01/2019 15:55:26"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS\Condutor.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS","Condutor.XG0",".XG0","34816","15/01/2019 15:55:26"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS\Condutor.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS","Condutor.YG0",".YG0","4096","15/01/2019 15:55:26"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS\Equipam.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS","Equipam.DB",".DB","2048","15/01/2019 15:55:58"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS\Equipam.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS","Equipam.PX",".PX","2048","15/01/2019 15:55:58"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS\Equipam.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS","Equipam.XG0",".XG0","34816","15/01/2019 15:55:58"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS\Equipam.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS","Equipam.YG0",".YG0","4096","15/01/2019 15:55:58"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS\MovEquip.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS","MovEquip.DB",".DB","2048","15/01/2019 15:56:32"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS\MovEquip.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS","MovEquip.PX",".PX","2048","15/01/2019 15:56:32"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS\MovEquip.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS","MovEquip.XG0",".XG0","34816","15/01/2019 15:56:32"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS\MovEquip.XG1","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS","MovEquip.XG1",".XG1","34816","15/01/2019 15:56:32"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS\MovEquip.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS","MovEquip.YG0",".YG0","4096","15/01/2019 15:56:32"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS\MovEquip.YG1","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\MAN\DADOS","MovEquip.YG1",".YG1","4096","15/01/2019 15:56:32"
