"FullName","DirectoryName","Name","Extension","Length","LastWriteTime"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\GruProces.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","GruProces.DB",".DB","2048","15/01/2019 15:56:10"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\GruProces.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","GruProces.PX",".PX","2048","15/01/2019 15:56:10"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\GruProSub.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","GruProSub.DB",".DB","2048","15/01/2019 15:56:12"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\GruProSub.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","GruProSub.PX",".PX","2048","15/01/2019 15:56:12"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\GruProSub.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","GruProSub.XG0",".XG0","34816","15/01/2019 15:56:12"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\GruProSub.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","GruProSub.YG0",".YG0","4096","15/01/2019 15:56:12"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\GruUsuarios.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","GruUsuarios.DB",".DB","2048","15/01/2019 15:56:12"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\GruUsuarios.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","GruUsuarios.PX",".PX","2048","15/01/2019 15:56:12"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\GruUsuarios.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","GruUsuarios.XG0",".XG0","34816","15/01/2019 15:56:12"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\GruUsuarios.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","GruUsuarios.YG0",".YG0","4096","15/01/2019 15:56:12"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\GruVen.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","GruVen.DB",".DB","34816","15/01/2019 15:56:12"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\GruVen.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","GruVen.PX",".PX","4096","15/01/2019 15:56:12"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\GruVen.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","GruVen.XG0",".XG0","34816","15/01/2019 15:56:12"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\GruVen.XG1","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","GruVen.XG1",".XG1","34816","15/01/2019 15:56:12"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\GruVen.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","GruVen.YG0",".YG0","4096","15/01/2019 15:56:12"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\GruVen.YG1","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","GruVen.YG1",".YG1","4096","15/01/2019 15:56:12"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\InteresCan.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","InteresCan.DB",".DB","2048","15/01/2019 15:56:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\InteresCan.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","InteresCan.PX",".PX","2048","15/01/2019 15:56:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\InteresCan.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","InteresCan.XG0",".XG0","34816","15/01/2019 15:56:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\InteresCan.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","InteresCan.YG0",".YG0","4096","15/01/2019 15:56:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\InteresMar.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","InteresMar.DB",".DB","2048","15/01/2019 15:56:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\InteresMar.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","InteresMar.PX",".PX","2048","15/01/2019 15:56:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\InteresMar.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","InteresMar.XG0",".XG0","34816","15/01/2019 15:56:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\InteresMar.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","InteresMar.YG0",".YG0","4096","15/01/2019 15:56:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Interessad.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Interessad.DB",".DB","2048","15/01/2019 15:56:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Interessad.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Interessad.PX",".PX","2048","15/01/2019 15:56:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Interessad.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Interessad.XG0",".XG0","34816","15/01/2019 15:56:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Interessad.XG1","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Interessad.XG1",".XG1","34816","15/01/2019 15:56:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Interessad.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Interessad.YG0",".YG0","4096","15/01/2019 15:56:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Interessad.YG1","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Interessad.YG1",".YG1","4096","15/01/2019 15:56:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\LigTel.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","LigTel.DB",".DB","2048","15/01/2019 15:56:16"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\LigTel.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","LigTel.PX",".PX","2048","15/01/2019 15:56:16"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\LogSis.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","LogSis.DB",".DB","9996288","15/01/2019 15:56:18"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\LogSis.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","LogSis.PX",".PX","8192","15/01/2019 15:56:18"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\LogSis.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","LogSis.XG0",".XG0","395264","15/01/2019 15:56:18"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\LogSis.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","LogSis.YG0",".YG0","4096","15/01/2019 15:56:18"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\MotAltDup.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","MotAltDup.DB",".DB","2048","15/01/2019 15:56:20"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\MotAltDup.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","MotAltDup.PX",".PX","2048","15/01/2019 15:56:20"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\MotAltDup.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","MotAltDup.XG0",".XG0","34816","15/01/2019 15:56:20"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\MotAltDup.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","MotAltDup.YG0",".YG0","4096","15/01/2019 15:56:20"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Motorista.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Motorista.DB",".DB","4096","06/11/1999 15:15:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Motorista.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Motorista.PX",".PX","4096","06/11/1999 15:15:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Motorista.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Motorista.XG0",".XG0","4096","06/11/1999 15:15:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Motorista.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Motorista.YG0",".YG0","4096","06/11/1999 15:15:14"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\MovPecLavLog.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","MovPecLavLog.DB",".DB","2048","15/01/2019 15:56:46"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\MovPecLavLog.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","MovPecLavLog.PX",".PX","2048","15/01/2019 15:56:46"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\MovPecLavLog.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","MovPecLavLog.XG0",".XG0","34816","15/01/2019 15:56:46"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\MovPecLavLog.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","MovPecLavLog.YG0",".YG0","4096","15/01/2019 15:56:46"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Nivel.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Nivel.DB",".DB","67584","15/01/2019 15:57:04"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Nivel.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Nivel.PX",".PX","4096","15/01/2019 15:57:04"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Nivel.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Nivel.XG0",".XG0","67584","15/01/2019 15:57:04"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Nivel.XG1","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Nivel.XG1",".XG1","67584","15/01/2019 15:57:04"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Nivel.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Nivel.YG0",".YG0","4096","15/01/2019 15:57:04"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Nivel.YG1","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Nivel.YG1",".YG1","4096","15/01/2019 15:57:04"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\NovoReg.BD.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","NovoReg.BD.DB",".DB","2048","14/06/2005 08:45:48"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\NovoReg.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","NovoReg.DB",".DB","2048","18/10/2004 13:09:44"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\NovoReg.db.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","NovoReg.db.DB",".DB","2048","14/06/2005 08:45:48"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\NovoRegBD.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","NovoRegBD.DB",".DB","2048","15/01/2019 15:57:12"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\PadLctoFin.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","PadLctoFin.DB",".DB","2048","15/01/2019 15:57:16"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\PadLctoFin.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","PadLctoFin.PX",".PX","2048","15/01/2019 15:57:16"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\ResCli.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","ResCli.DB",".DB","2048","22/03/2001 23:55:40"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\ResCli.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","ResCli.PX",".PX","2048","22/03/2001 23:55:40"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\ResCli.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","ResCli.XG0",".XG0","4096","22/03/2001 23:55:40"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\ResCli.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","ResCli.YG0",".YG0","4096","22/03/2001 23:55:40"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Roteiros.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Roteiros.DB",".DB","2048","15/01/2019 15:57:26"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Roteiros.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Roteiros.PX",".PX","2048","15/01/2019 15:57:26"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Roteiros.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Roteiros.XG0",".XG0","34816","15/01/2019 15:57:26"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Roteiros.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Roteiros.YG0",".YG0","4096","15/01/2019 15:57:26"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Senhas.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Senhas.DB",".DB","2048","15/01/2019 15:57:26"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Senhas.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Senhas.PX",".PX","2048","15/01/2019 15:57:26"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Senhas.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Senhas.XG0",".XG0","34816","15/01/2019 15:57:26"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Senhas.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Senhas.YG0",".YG0","4096","15/01/2019 15:57:26"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\TelCont.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","TelCont.DB",".DB","2048","15/01/2019 15:57:36"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\TelCont.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","TelCont.PX",".PX","2048","15/01/2019 15:57:36"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\TelFilial.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","TelFilial.DB",".DB","2048","15/01/2019 15:57:36"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\TelFilial.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","TelFilial.PX",".PX","2048","15/01/2019 15:57:36"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\TipFil.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","TipFil.DB",".DB","2048","15/01/2019 15:57:38"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\TipFil.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","TipFil.PX",".PX","2048","15/01/2019 15:57:38"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\TipFil.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","TipFil.XG0",".XG0","34816","15/01/2019 15:57:38"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\TipFil.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","TipFil.YG0",".YG0","4096","15/01/2019 15:57:38"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\TipoExped.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","TipoExped.DB",".DB","2048","15/01/2019 15:57:38"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\TipoExped.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","TipoExped.PX",".PX","2048","15/01/2019 15:57:38"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\TipoExped.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","TipoExped.XG0",".XG0","34816","15/01/2019 15:57:38"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\TipoExped.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","TipoExped.YG0",".YG0","4096","15/01/2019 15:57:38"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Transp.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Transp.DB",".DB","2048","15/01/2019 15:57:42"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Transp.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Transp.PX",".PX","2048","15/01/2019 15:57:42"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Transp.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Transp.XG0",".XG0","34816","15/01/2019 15:57:42"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Transp.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Transp.YG0",".YG0","4096","15/01/2019 15:57:42"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\UsuaFil.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","UsuaFil.DB",".DB","2048","15/01/2019 15:57:42"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\UsuaFil.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","UsuaFil.PX",".PX","2048","15/01/2019 15:57:42"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\UsuaFil.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","UsuaFil.XG0",".XG0","34816","15/01/2019 15:57:42"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\UsuaFil.XG1","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","UsuaFil.XG1",".XG1","34816","15/01/2019 15:57:42"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\UsuaFil.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","UsuaFil.YG0",".YG0","4096","15/01/2019 15:57:42"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\UsuaFil.YG1","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","UsuaFil.YG1",".YG1","4096","15/01/2019 15:57:42"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\UsuaGru.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","UsuaGru.DB",".DB","2048","15/01/2019 15:57:42"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\UsuaGru.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","UsuaGru.PX",".PX","2048","15/01/2019 15:57:42"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\UsuaGru.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","UsuaGru.XG0",".XG0","34816","15/01/2019 15:57:42"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\UsuaGru.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","UsuaGru.YG0",".YG0","4096","15/01/2019 15:57:42"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\UsuaGruInt.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","UsuaGruInt.DB",".DB","2048","15/01/2019 15:57:44"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\UsuaGruInt.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","UsuaGruInt.PX",".PX","2048","15/01/2019 15:57:44"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\UsuaGruInt.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","UsuaGruInt.XG0",".XG0","34816","15/01/2019 15:57:44"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\UsuaGruInt.XG1","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","UsuaGruInt.XG1",".XG1","34816","15/01/2019 15:57:44"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\UsuaGruInt.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","UsuaGruInt.YG0",".YG0","4096","15/01/2019 15:57:44"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\UsuaGruInt.YG1","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","UsuaGruInt.YG1",".YG1","4096","15/01/2019 15:57:44"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Usuarios.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Usuarios.DB",".DB","34816","15/01/2019 15:57:44"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Usuarios.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Usuarios.PX",".PX","4096","15/01/2019 15:57:44"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Usuarios.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Usuarios.XG0",".XG0","34816","15/01/2019 15:57:44"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Usuarios.XG1","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Usuarios.XG1",".XG1","34816","15/01/2019 15:57:44"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Usuarios.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Usuarios.YG0",".YG0","4096","15/01/2019 15:57:44"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Usuarios.YG1","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Usuarios.YG1",".YG1","4096","15/01/2019 15:57:44"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\UsuaSis.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","UsuaSis.DB",".DB","34816","15/01/2019 15:57:44"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\UsuaSis.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","UsuaSis.PX",".PX","4096","15/01/2019 15:57:44"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\UsuaSis.XG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","UsuaSis.XG0",".XG0","34816","15/01/2019 15:57:44"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\UsuaSis.XG1","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","UsuaSis.XG1",".XG1","34816","15/01/2019 15:57:44"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\UsuaSis.YG0","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","UsuaSis.YG0",".YG0","4096","15/01/2019 15:57:44"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\UsuaSis.YG1","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","UsuaSis.YG1",".YG1","4096","15/01/2019 15:57:44"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Veiculo.DB","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Veiculo.DB",".DB","4096","29/08/2005 11:24:04"
"D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS\Veiculo.PX","D:\AtelieProd\Equipexe\Filiais\MOVANTIGA\GER\DADOS","Veiculo.PX",".PX","4096","29/08/2005 11:24:04"
