"TableName","RelativePath","ColumnName","Ordinal","TypeName","DataType","ColumnSize","DecimalDigits","Nullable","DefaultValue"
"ContaCor2","Ger\Filial\ContaCor2.DB","CodCla","5",,"System.String","6","0","True",""
"ContaCor2","Ger\Filial\ContaCor2.DB","CodUsuario","6",,"System.String","20","0","True",""
"ContaCor2","Ger\Filial\ContaCor2.DB","SeqCai","7",,"System.Int32","4","0","True",""
"ContaCor2","Ger\Filial\ContaCor2.DB","CodSubC","8",,"System.String","6","0","True",""
"ContaCor2","Ger\Filial\ContaCor2.DB","TipOpe","9",,"System.String","4","0","True",""
"ContaCor2","Ger\Filial\ContaCor2.DB","CodCenCus","10",,"System.String","6","0","True",""
"ContaCor2","Ger\Filial\ContaCor2.DB","CodClaProj","11",,"System.String","10","0","True",""
"ContaCor2","Ger\Filial\ContaCor2.DB","CodUnid","12",,"System.String","10","0","True",""
"ContaCor3","Ger\Filial\ContaCor3.DB","SeqBan","0",,"System.Int32","4","0","True",""
"ContaCor3","Ger\Filial\ContaCor3.DB","Histor","1",,"System.String","200","0","True",""
"ContaCor3","Ger\Filial\ContaCor3.DB","DatLan","2",,"System.DateTime","8","0","True",""
"ContaCor3","Ger\Filial\ContaCor3.DB","ValBan","3",,"System.Double","8","0","True",""
"ContaCor3","Ger\Filial\ContaCor3.DB","TipLan","4",,"System.String","2","0","True",""
"ContaCor3","Ger\Filial\ContaCor3.DB","CodCla","5",,"System.String","6","0","True",""
"ContaCor3","Ger\Filial\ContaCor3.DB","CodUsuario","6",,"System.String","20","0","True",""
"ContaCor3","Ger\Filial\ContaCor3.DB","SeqCai","7",,"System.Int32","4","0","True",""
"ContaCor3","Ger\Filial\ContaCor3.DB","CodSubC","8",,"System.String","6","0","True",""
"ContaCor3","Ger\Filial\ContaCor3.DB","TipOpe","9",,"System.String","4","0","True",""
"ContaCor3","Ger\Filial\ContaCor3.DB","CodCenCus","10",,"System.String","6","0","True",""
"ContaCor3","Ger\Filial\ContaCor3.DB","CodClaProj","11",,"System.String","10","0","True",""
"ContaCor3","Ger\Filial\ContaCor3.DB","CodUnid","12",,"System.String","10","0","True",""
"ContaCor4","Ger\Filial\ContaCor4.DB","SeqBan","0",,"System.Int32","4","0","True",""
"ContaCor4","Ger\Filial\ContaCor4.DB","Histor","1",,"System.String","200","0","True",""
"ContaCor4","Ger\Filial\ContaCor4.DB","DatLan","2",,"System.DateTime","8","0","True",""
"ContaCor4","Ger\Filial\ContaCor4.DB","ValBan","3",,"System.Double","8","0","True",""
"ContaCor4","Ger\Filial\ContaCor4.DB","TipLan","4",,"System.String","2","0","True",""
"ContaCor4","Ger\Filial\ContaCor4.DB","CodCla","5",,"System.String","6","0","True",""
"ContaCor4","Ger\Filial\ContaCor4.DB","CodUsuario","6",,"System.String","20","0","True",""
"ContaCor4","Ger\Filial\ContaCor4.DB","SeqCai","7",,"System.Int32","4","0","True",""
"ContaCor4","Ger\Filial\ContaCor4.DB","CodSubC","8",,"System.String","6","0","True",""
"ContaCor4","Ger\Filial\ContaCor4.DB","TipOpe","9",,"System.String","4","0","True",""
"ContaCor4","Ger\Filial\ContaCor4.DB","CodCenCus","10",,"System.String","6","0","True",""
"ContaCor4","Ger\Filial\ContaCor4.DB","CodClaProj","11",,"System.String","10","0","True",""
"ContaCor4","Ger\Filial\ContaCor4.DB","CodUnid","12",,"System.String","10","0","True",""
"ContaCor5","Ger\Filial\ContaCor5.DB","SeqBan","0",,"System.Int32","4","0","True",""
"ContaCor5","Ger\Filial\ContaCor5.DB","Histor","1",,"System.String","200","0","True",""
"ContaCor5","Ger\Filial\ContaCor5.DB","DatLan","2",,"System.DateTime","8","0","True",""
"ContaCor5","Ger\Filial\ContaCor5.DB","ValBan","3",,"System.Double","8","0","True",""
"ContaCor5","Ger\Filial\ContaCor5.DB","TipLan","4",,"System.String","2","0","True",""
"ContaCor5","Ger\Filial\ContaCor5.DB","CodCla","5",,"System.String","6","0","True",""
"ContaCor5","Ger\Filial\ContaCor5.DB","CodUsuario","6",,"System.String","20","0","True",""
"ContaCor5","Ger\Filial\ContaCor5.DB","SeqCai","7",,"System.Int32","4","0","True",""
"ContaCor5","Ger\Filial\ContaCor5.DB","CodSubC","8",,"System.String","6","0","True",""
"ContaCor5","Ger\Filial\ContaCor5.DB","TipOpe","9",,"System.String","4","0","True",""
"ContaCor5","Ger\Filial\ContaCor5.DB","CodCenCus","10",,"System.String","6","0","True",""
"ContaCor5","Ger\Filial\ContaCor5.DB","CodClaProj","11",,"System.String","10","0","True",""
"ContaCor5","Ger\Filial\ContaCor5.DB","CodUnid","12",,"System.String","10","0","True",""
"ContaCor6","Ger\Filial\ContaCor6.DB","SeqBan","0",,"System.Int32","4","0","True",""
"ContaCor6","Ger\Filial\ContaCor6.DB","Histor","1",,"System.String","200","0","True",""
"ContaCor6","Ger\Filial\ContaCor6.DB","DatLan","2",,"System.DateTime","8","0","True",""
"ContaCor6","Ger\Filial\ContaCor6.DB","ValBan","3",,"System.Double","8","0","True",""
"ContaCor6","Ger\Filial\ContaCor6.DB","TipLan","4",,"System.String","2","0","True",""
"ContaCor6","Ger\Filial\ContaCor6.DB","CodCla","5",,"System.String","6","0","True",""
"ContaCor6","Ger\Filial\ContaCor6.DB","CodUsuario","6",,"System.String","20","0","True",""
"ContaCor6","Ger\Filial\ContaCor6.DB","SeqCai","7",,"System.Int32","4","0","True",""
"ContaCor6","Ger\Filial\ContaCor6.DB","CodSubC","8",,"System.String","6","0","True",""
"ContaCor6","Ger\Filial\ContaCor6.DB","TipOpe","9",,"System.String","4","0","True",""
"ContaCor6","Ger\Filial\ContaCor6.DB","CodCenCus","10",,"System.String","6","0","True",""
"ContaCor6","Ger\Filial\ContaCor6.DB","CodClaProj","11",,"System.String","10","0","True",""
"ContaCor6","Ger\Filial\ContaCor6.DB","CodUnid","12",,"System.String","10","0","True",""
"ContaCor7","Ger\Filial\ContaCor7.DB","SeqBan","0",,"System.Int32","4","0","True",""
"ContaCor7","Ger\Filial\ContaCor7.DB","Histor","1",,"System.String","200","0","True",""
"ContaCor7","Ger\Filial\ContaCor7.DB","DatLan","2",,"System.DateTime","8","0","True",""
"ContaCor7","Ger\Filial\ContaCor7.DB","ValBan","3",,"System.Double","8","0","True",""
"ContaCor7","Ger\Filial\ContaCor7.DB","TipLan","4",,"System.String","2","0","True",""
"ContaCor7","Ger\Filial\ContaCor7.DB","CodCla","5",,"System.String","6","0","True",""
"ContaCor7","Ger\Filial\ContaCor7.DB","CodUsuario","6",,"System.String","20","0","True",""
"ContaCor7","Ger\Filial\ContaCor7.DB","SeqCai","7",,"System.Int32","4","0","True",""
"ContaCor7","Ger\Filial\ContaCor7.DB","CodSubC","8",,"System.String","6","0","True",""
"ContaCor7","Ger\Filial\ContaCor7.DB","TipOpe","9",,"System.String","4","0","True",""
"ContaCor7","Ger\Filial\ContaCor7.DB","CodCenCus","10",,"System.String","6","0","True",""
"ContaCor7","Ger\Filial\ContaCor7.DB","CodClaProj","11",,"System.String","10","0","True",""
"ContaCor7","Ger\Filial\ContaCor7.DB","CodUnid","12",,"System.String","10","0","True",""
"ContaCor8","Ger\Filial\ContaCor8.DB","SeqBan","0",,"System.Int32","4","0","True",""
"ContaCor8","Ger\Filial\ContaCor8.DB","Histor","1",,"System.String","200","0","True",""
"ContaCor8","Ger\Filial\ContaCor8.DB","DatLan","2",,"System.DateTime","8","0","True",""
"ContaCor8","Ger\Filial\ContaCor8.DB","ValBan","3",,"System.Double","8","0","True",""
"ContaCor8","Ger\Filial\ContaCor8.DB","TipLan","4",,"System.String","2","0","True",""
"ContaCor8","Ger\Filial\ContaCor8.DB","CodCla","5",,"System.String","6","0","True",""
"ContaCor8","Ger\Filial\ContaCor8.DB","CodUsuario","6",,"System.String","20","0","True",""
"ContaCor8","Ger\Filial\ContaCor8.DB","SeqCai","7",,"System.Int32","4","0","True",""
"ContaCor8","Ger\Filial\ContaCor8.DB","CodSubC","8",,"System.String","6","0","True",""
"ContaCor8","Ger\Filial\ContaCor8.DB","TipOpe","9",,"System.String","4","0","True",""
"ContaCor8","Ger\Filial\ContaCor8.DB","CodCenCus","10",,"System.String","6","0","True",""
"ContaCor8","Ger\Filial\ContaCor8.DB","CodClaProj","11",,"System.String","10","0","True",""
"ContaCor8","Ger\Filial\ContaCor8.DB","CodUnid","12",,"System.String","10","0","True",""
"ContaCor9","Ger\Filial\ContaCor9.DB","SeqBan","0",,"System.Int32","4","0","True",""
"ContaCor9","Ger\Filial\ContaCor9.DB","Histor","1",,"System.String","200","0","True",""
"ContaCor9","Ger\Filial\ContaCor9.DB","DatLan","2",,"System.DateTime","8","0","True",""
"ContaCor9","Ger\Filial\ContaCor9.DB","ValBan","3",,"System.Double","8","0","True",""
"ContaCor9","Ger\Filial\ContaCor9.DB","TipLan","4",,"System.String","2","0","True",""
"ContaCor9","Ger\Filial\ContaCor9.DB","CodCla","5",,"System.String","6","0","True",""
"ContaCor9","Ger\Filial\ContaCor9.DB","CodUsuario","6",,"System.String","20","0","True",""
"ContaCor9","Ger\Filial\ContaCor9.DB","SeqCai","7",,"System.Int32","4","0","True",""
"ContaCor9","Ger\Filial\ContaCor9.DB","CodSubC","8",,"System.String","6","0","True",""
"ContaCor9","Ger\Filial\ContaCor9.DB","TipOpe","9",,"System.String","4","0","True",""
"ContaCor9","Ger\Filial\ContaCor9.DB","CodCenCus","10",,"System.String","6","0","True",""
"ContaCor9","Ger\Filial\ContaCor9.DB","CodClaProj","11",,"System.String","10","0","True",""
"ContaCor9","Ger\Filial\ContaCor9.DB","CodUnid","12",,"System.String","10","0","True",""
"ContChequeLot","Ger\Filial\ContChequeLot.DB","LoteCheque","0",,"System.Int32","4","0","True",""
"ContChequeLot","Ger\Filial\ContChequeLot.DB","ContaCor","1",,"System.String","10","0","True",""
"ContChequeLot","Ger\Filial\ContChequeLot.DB","DatLan","2",,"System.DateTime","8","0","True",""
"ContChequeLot","Ger\Filial\ContChequeLot.DB","HorLan","3",,"System.DateTime","8","0","True",""
"ContChequeLot","Ger\Filial\ContChequeLot.DB","CodUsuario","4",,"System.String","20","0","True",""
"ContChequeLot","Ger\Filial\ContChequeLot.DB","Cancelado","5",,"System.String","2","0","True",""
"ContChequeLot","Ger\Filial\ContChequeLot.DB","MotivoCan","6",,"System.String","100","0","True",""
"ContChequeLot","Ger\Filial\ContChequeLot.DB","DatCan","7",,"System.DateTime","8","0","True",""
"ContChequeLot","Ger\Filial\ContChequeLot.DB","Baixa","8",,"System.String","2","0","True",""
"ContChequeLot","Ger\Filial\ContChequeLot.DB","DatBaixa","9",,"System.DateTime","8","0","True",""
"ContChequeLot","Ger\Filial\ContChequeLot.DB","BaiUsuario","10",,"System.String","20","0","True",""
"ContChequeLot","Ger\Filial\ContChequeLot.DB","ObsLote","11",,"System.String","100","0","True",""
"ContChequeRec","Ger\Filial\ContChequeRec.DB","Leitura","0",,"System.String","80","0","True",""
"ContChequeRec","Ger\Filial\ContChequeRec.DB","Banco","1",,"System.String","6","0","True",""
"ContChequeRec","Ger\Filial\ContChequeRec.DB","Agencia","2",,"System.String","8","0","True",""
"ContChequeRec","Ger\Filial\ContChequeRec.DB","Conta","3",,"System.String","40","0","True",""
"ContChequeRec","Ger\Filial\ContChequeRec.DB","NCheque","4",,"System.String","40","0","True",""
"ContChequeRec","Ger\Filial\ContChequeRec.DB","Comp","5",,"System.String","6","0","True",""
"ContChequeRec","Ger\Filial\ContChequeRec.DB","Analise","6",,"System.String","10","0","True",""
"ContChequeRec","Ger\Filial\ContChequeRec.DB","LoteCheque","7",,"System.Int32","4","0","True",""
"ContChequeRec","Ger\Filial\ContChequeRec.DB","NumDup","8",,"System.Int32","4","0","True",""
"ContChequeRec","Ger\Filial\ContChequeRec.DB","NumFat","9",,"System.Int32","4","0","True",""
"ContChequeRec","Ger\Filial\ContChequeRec.DB","DatLan","10",,"System.DateTime","8","0","True",""
"ContChequeRec","Ger\Filial\ContChequeRec.DB","HorLan","11",,"System.DateTime","8","0","True",""
"ContChequeRec","Ger\Filial\ContChequeRec.DB","CodUsuario","12",,"System.String","20","0","True",""
"ContChequeRec","Ger\Filial\ContChequeRec.DB","Cancelado","13",,"System.String","2","0","True",""
"ContChequeRec","Ger\Filial\ContChequeRec.DB","ValCheque","14",,"System.Double","8","0","True",""
"EncCai","Ger\Filial\EncCai.DB","DatEnc","0",,"System.DateTime","8","0","True",""
"EncCai","Ger\Filial\EncCai.DB","Saldo","1",,"System.Double","8","0","True",""
"EncCc1","Ger\Filial\EncCc1.DB","DatEnc","0",,"System.DateTime","8","0","True",""
"EncCc1","Ger\Filial\EncCc1.DB","Saldo","1",,"System.Double","8","0","True",""
"EncCc2","Ger\Filial\EncCc2.DB","DatEnc","0",,"System.DateTime","8","0","True",""
"EncCc2","Ger\Filial\EncCc2.DB","Saldo","1",,"System.Double","8","0","True",""
"EncCc3","Ger\Filial\EncCc3.DB","DatEnc","0",,"System.DateTime","8","0","True",""
"EncCc3","Ger\Filial\EncCc3.DB","Saldo","1",,"System.Double","8","0","True",""
"EncCc4","Ger\Filial\EncCc4.DB","DatEnc","0",,"System.DateTime","8","0","True",""
"EncCc4","Ger\Filial\EncCc4.DB","Saldo","1",,"System.Double","8","0","True",""
"EncCc5","Ger\Filial\EncCc5.DB","DatEnc","0",,"System.DateTime","8","0","True",""
"EncCc5","Ger\Filial\EncCc5.DB","Saldo","1",,"System.Double","8","0","True",""
"EncCc6","Ger\Filial\EncCc6.DB","DatEnc","0",,"System.DateTime","8","0","True",""
"EncCc6","Ger\Filial\EncCc6.DB","Saldo","1",,"System.Double","8","0","True",""
"EncCc7","Ger\Filial\EncCc7.DB","DatEnc","0",,"System.DateTime","8","0","True",""
"EncCc7","Ger\Filial\EncCc7.DB","Saldo","1",,"System.Double","8","0","True",""
"EncCc8","Ger\Filial\EncCc8.DB","DatEnc","0",,"System.DateTime","8","0","True",""
"EncCc8","Ger\Filial\EncCc8.DB","Saldo","1",,"System.Double","8","0","True",""
"EncCc9","Ger\Filial\EncCc9.DB","DatEnc","0",,"System.DateTime","8","0","True",""
"EncCc9","Ger\Filial\EncCc9.DB","Saldo","1",,"System.Double","8","0","True",""
"EnvEmails","Ger\Filial\EnvEmails.DB","TipSat","0",,"System.String","2","0","True",""
"EnvEmails","Ger\Filial\EnvEmails.DB","CodSat","1",,"System.String","20","0","True",""
"EnvEmails","Ger\Filial\EnvEmails.DB","DatLan","2",,"System.DateTime","8","0","True",""
"EnvEmails","Ger\Filial\EnvEmails.DB","HorLan","3",,"System.DateTime","8","0","True",""
"EnvEmails","Ger\Filial\EnvEmails.DB","email","4",,"System.String","400","0","True",""
"EnvEmails","Ger\Filial\EnvEmails.DB","Status","5",,"System.String","2","0","True",""
"EnvEmails","Ger\Filial\EnvEmails.DB","DatEmi","6",,"System.DateTime","8","0","True",""
"EnvEmails","Ger\Filial\EnvEmails.DB","HorEmi","7",,"System.DateTime","8","0","True",""
"EnvEmails","Ger\Filial\EnvEmails.DB","Obs","8",,"System.String","100","0","True",""
"EnvEmails","Ger\Filial\EnvEmails.DB","ObsEnvio","9",,"System.String","400","0","True",""
"EnvEmails","Ger\Filial\EnvEmails.DB","NomSat","10",,"System.String","80","0","True",""
"EnvEmails","Ger\Filial\EnvEmails.DB","Contato","11",,"System.String","60","0","True",""
"LanOrc","Ger\Filial\LanOrc.DB","NumOrc","0",,"System.Int32","4","0","True",""
"LanOrc","Ger\Filial\LanOrc.DB","CodCli","1",,"System.String","20","0","True",""
"LanOrc","Ger\Filial\LanOrc.DB","DatOrc","2",,"System.DateTime","8","0","True",""
"LanOrc","Ger\Filial\LanOrc.DB","CodVen","3",,"System.String","10","0","True",""
"LanOrc","Ger\Filial\LanOrc.DB","PreFinal","4",,"System.Double","8","0","True",""
"LanOrc","Ger\Filial\LanOrc.DB","ObsFat1","5",,"System.String","200","0","True",""
"LanOrc","Ger\Filial\LanOrc.DB","ObsFat2","6",,"System.String","200","0","True",""
"LanOrc","Ger\Filial\LanOrc.DB","ObsFat3","7",,"System.String","200","0","True",""
"LanOrc","Ger\Filial\LanOrc.DB","ObsFat4","8",,"System.String","200","0","True",""
"LanOrc","Ger\Filial\LanOrc.DB","ObsFat5","9",,"System.String","200","0","True",""
"LanOrc","Ger\Filial\LanOrc.DB","ObsFat6","10",,"System.String","200","0","True",""
"LanOrc","Ger\Filial\LanOrc.DB","ObsFat7","11",,"System.String","200","0","True",""
"LanOrc","Ger\Filial\LanOrc.DB","ObsFat8","12",,"System.String","200","0","True",""
"LanOrc","Ger\Filial\LanOrc.DB","ObsFat9","13",,"System.String","200","0","True",""
"LanOrc","Ger\Filial\LanOrc.DB","ObsFinanc","14",,"System.String","200","0","True",""
"LanOrc","Ger\Filial\LanOrc.DB","ObsTransp","15",,"System.String","200","0","True",""
"LanOrcPro","Ger\Filial\LanOrcPro.DB","NumOrc","0",,"System.Int32","4","0","True",""
"LanOrcPro","Ger\Filial\LanOrcPro.DB","CodPro","1",,"System.String","6","0","True",""
"LanOrcPro","Ger\Filial\LanOrcPro.DB","Quantidade","2",,"System.Int32","4","0","True",""
"LanOrcPro","Ger\Filial\LanOrcPro.DB","PrePro","3",,"System.Double","8","0","True",""
"LanOrcPro","Ger\Filial\LanOrcPro.DB","PreFinal","4",,"System.Double","8","0","True",""
"Material","Ger\Filial\Material.DB","CodMat","0",,"System.String","6","0","True",""
"Material","Ger\Filial\Material.DB","DesMat","1",,"System.String","60","0","True",""
"Material","Ger\Filial\Material.DB","Unidade","2",,"System.String","6","0","True",""
"Material","Ger\Filial\Material.DB","Estoque","3",,"System.Double","8","0","True",""
"Material","Ger\Filial\Material.DB","PreUni","4",,"System.Double","8","0","True",""
"Material","Ger\Filial\Material.DB","TaxInicial","5",,"System.Double","8","0","True",""
"Material","Ger\Filial\Material.DB","Obs","6",,"System.String","200","0","True",""
"Material","Ger\Filial\Material.DB","Obs2","7",,"System.String","200","0","True",""
"Material","Ger\Filial\Material.DB","Obs3","8",,"System.String","200","0","True",""
"Material","Ger\Filial\Material.DB","Obs4","9",,"System.String","200","0","True",""
"Material","Ger\Filial\Material.DB","Obs5","10",,"System.String","200","0","True",""
"Material","Ger\Filial\Material.DB","Tipo","11",,"System.String","2","0","True",""
"MensagensSMS","Ger\Filial\MensagensSMS.DB","Seq","0",,"System.Int32","4","0","True",""
"MensagensSMS","Ger\Filial\MensagensSMS.DB","Numero","1",,"System.String","100","0","True",""
"MensagensSMS","Ger\Filial\MensagensSMS.DB","Protocolo","2",,"System.String","200","0","True",""
"MensagensSMS","Ger\Filial\MensagensSMS.DB","Status","3",,"System.String","60","0","True",""
"MensagensSMS","Ger\Filial\MensagensSMS.DB","Tipo","4",,"System.String","60","0","True",""
"MensagensSMS","Ger\Filial\MensagensSMS.DB","DatCad","5",,"System.DateTime","8","0","True",""
"MensagensSMS","Ger\Filial\MensagensSMS.DB","HorCad","6",,"System.DateTime","8","0","True",""
"MensagensSMS","Ger\Filial\MensagensSMS.DB","DatEnv","7",,"System.DateTime","8","0","True",""
"MensagensSMS","Ger\Filial\MensagensSMS.DB","HorEnv","8",,"System.DateTime","8","0","True",""
"MensagensSMS","Ger\Filial\MensagensSMS.DB","Erro","9",,"System.String","500","0","True",""
"MensagensSMS","Ger\Filial\MensagensSMS.DB","Mensagem","10",,"System.String","500","0","True",""
"MensagensSMS","Ger\Filial\MensagensSMS.DB","CodErro","11",,"System.String","100","0","True",""
"MovConTel","Ger\Filial\MovConTel.DB","NumLinha","0",,"System.String","30","0","True",""
"MovConTel","Ger\Filial\MovConTel.DB","Operadora","1",,"System.String","6","0","True",""
"MovConTel","Ger\Filial\MovConTel.DB","NumTel","2",,"System.String","30","0","True",""
"MovConTel","Ger\Filial\MovConTel.DB","DatTel","3",,"System.DateTime","8","0","True",""
"MovConTel","Ger\Filial\MovConTel.DB","HorTel","4",,"System.DateTime","8","0","True",""
"MovConTel","Ger\Filial\MovConTel.DB","DurTel","5",,"System.Double","8","0","True",""
"MovConTel","Ger\Filial\MovConTel.DB","ObsTel","6",,"System.String","100","0","True",""
"MovConTel","Ger\Filial\MovConTel.DB","ValTel","7",,"System.Double","8","0","True",""
"MovConTel","Ger\Filial\MovConTel.DB","TipLigacao","8",,"System.String","2","0","True",""
"MovConTel","Ger\Filial\MovConTel.DB","DatVen","9",,"System.DateTime","8","0","True",""
"MovControle","Ger\Filial\MovControle.DB","CodCont","0",,"System.Int32","4","0","True",""
"MovControle","Ger\Filial\MovControle.DB","Seq","1",,"System.Int32","4","0","True",""
"MovControle","Ger\Filial\MovControle.DB","DatLan","2",,"System.DateTime","8","0","True",""
"MovControle","Ger\Filial\MovControle.DB","HorLan","3",,"System.DateTime","8","0","True",""
"MovControle","Ger\Filial\MovControle.DB","CodUsuario","4",,"System.String","20","0","True",""
"MovControle","Ger\Filial\MovControle.DB","CodSistema","5",,"System.String","20","0","True",""
"MovControle","Ger\Filial\MovControle.DB","SeqOcor","6",,"System.Int32","4","0","True",""
"MovControle","Ger\Filial\MovControle.DB","Solicitacao","7",,"System.String","400","0","True",""
"MovControle","Ger\Filial\MovControle.DB","CodCli","8",,"System.String","20","0","True",""
"MovControle","Ger\Filial\MovControle.DB","Anexo","9",,"System.String","400","0","True",""
"MovControle","Ger\Filial\MovControle.DB","Documenta","10",,"System.String","200","0","True",""
"MovControle","Ger\Filial\MovControle.DB","CodTipCon","11",,"System.Int32","4","0","True",""
"MovControle","Ger\Filial\MovControle.DB","ObsEntrega","12",,"System.String","400","0","True",""
"MovControle","Ger\Filial\MovControle.DB","ProcEfetuados","13",,"System.String","400","0","True",""
"MovControle","Ger\Filial\MovControle.DB","Contato","14",,"System.String","100","0","True",""
"MovControle","Ger\Filial\MovControle.DB","email","15",,"System.String","400","0","True",""
"MovControle","Ger\Filial\MovControle.DB","Situacao","16",,"System.String","2","0","True",""
"MovControle","Ger\Filial\MovControle.DB","DatAnalise","17",,"System.DateTime","8","0","True",""
"MovControle","Ger\Filial\MovControle.DB","HorAnalise","18",,"System.DateTime","8","0","True",""
"MovControle","Ger\Filial\MovControle.DB","CodUsuarioAnal","19",,"System.String","20","0","True",""
"MovControle","Ger\Filial\MovControle.DB","DatPrevSol","20",,"System.DateTime","8","0","True",""
"MovControle","Ger\Filial\MovControle.DB","DatPrevExec","21",,"System.DateTime","8","0","True",""
"MovControle","Ger\Filial\MovControle.DB","CodUsuarioResp","22",,"System.String","20","0","True",""
"MovControle","Ger\Filial\MovControle.DB","Conclusao","23",,"System.String","400","0","True",""
"MovControle","Ger\Filial\MovControle.DB","DatConc","24",,"System.DateTime","8","0","True",""
"MovControle","Ger\Filial\MovControle.DB","HorConc","25",,"System.DateTime","8","0","True",""
"MovControle","Ger\Filial\MovControle.DB","CodUsuarioConc","26",,"System.String","20","0","True",""
"MovControle","Ger\Filial\MovControle.DB","CodContCon","27",,"System.Int32","4","0","True",""
"MovControle","Ger\Filial\MovControle.DB","CodMelhor","28",,"System.Int32","4","0","True",""
"MovControle","Ger\Filial\MovControle.DB","ObsMelhor","29",,"System.String","400","0","True",""
"MovControle","Ger\Filial\MovControle.DB","CodUsuarioMel","30",,"System.String","20","0","True",""
"MovControle","Ger\Filial\MovControle.DB","DescAnalise","31",,"System.String","400","0","True",""
"MovControle","Ger\Filial\MovControle.DB","CodUsuAprov","32",,"System.String","20","0","True",""
"MovControle","Ger\Filial\MovControle.DB","DatAprov","33",,"System.DateTime","8","0","True",""
"MovControle","Ger\Filial\MovControle.DB","HorAprov","34",,"System.DateTime","8","0","True",""
"MovControle","Ger\Filial\MovControle.DB","CodRespConclu","35",,"System.String","20","0","True",""
"MovControle","Ger\Filial\MovControle.DB","HorExec","36",,"System.DateTime","8","0","True",""
"MovControle","Ger\Filial\MovControle.DB","ObsAprov","37",,"System.String","400","0","True",""
"MovControle","Ger\Filial\MovControle.DB","Cancelado","38",,"System.String","2","0","True",""
"MovControle","Ger\Filial\MovControle.DB","UsuAprov","39",,"System.String","20","0","True",""
"MovControle","Ger\Filial\MovControle.DB","DatCan","40",,"System.DateTime","8","0","True",""
"MovControle","Ger\Filial\MovControle.DB","HorCan","41",,"System.DateTime","8","0","True",""
"MovControle","Ger\Filial\MovControle.DB","MotivoCan","42",,"System.String","100","0","True",""
"MovControle","Ger\Filial\MovControle.DB","UsuarioCan","43",,"System.String","20","0","True",""
"MovControle","Ger\Filial\MovControle.DB","Status","44",,"System.String","60","0","True",""
"MovControle","Ger\Filial\MovControle.DB","Depto","45",,"System.String","60","0","True",""
"MovControle","Ger\Filial\MovControle.DB","Versao","46",,"System.String","20","0","True",""
"MovControle","Ger\Filial\MovControle.DB","StatusInf","47",,"System.String","100","0","True",""
"MovControle","Ger\Filial\MovControle.DB","CodUsuAprovCom","48",,"System.String","20","0","True",""
"MovControle","Ger\Filial\MovControle.DB","StatusAprovCom","49",,"System.String","60","0","True",""
"MovControle","Ger\Filial\MovControle.DB","UsuAprovCom","50",,"System.String","20","0","True",""
"MovControle","Ger\Filial\MovControle.DB","DatAprovCom","51",,"System.DateTime","8","0","True",""
"MovControle","Ger\Filial\MovControle.DB","HorAprovCom","52",,"System.DateTime","8","0","True",""
"MovControle","Ger\Filial\MovControle.DB","CodRespAnalise","53",,"System.String","20","0","True",""
"MovControle","Ger\Filial\MovControle.DB","DatSegAna","54",,"System.DateTime","8","0","True",""
"MovControle","Ger\Filial\MovControle.DB","HorSegAna","55",,"System.DateTime","8","0","True",""
"MovControle","Ger\Filial\MovControle.DB","SegAnalise","56",,"System.String","400","0","True",""
"MovControle","Ger\Filial\MovControle.DB","QtdadeHorasDes","57",,"System.DateTime","8","0","True",""
"MovControle","Ger\Filial\MovControle.DB","CodUsuarioConclu","58",,"System.String","20","0","True",""
"MovControle","Ger\Filial\MovControle.DB","Prioridade","59",,"System.String","60","0","True",""
"MovControle","Ger\Filial\MovControle.DB","Rotina","60",,"System.String","100","0","True",""
"MovProc","Ger\Filial\MovProc.DB","CodCad","0",,"System.String","20","0","True",""
"MovProc","Ger\Filial\MovProc.DB","CodProces","1",,"System.String","20","0","True",""
"MovProc","Ger\Filial\MovProc.DB","SeqProces","2",,"System.Int32","4","0","True",""
"MovProc","Ger\Filial\MovProc.DB","SeqSat","3",,"System.Int32","4","0","True",""
"MovProc","Ger\Filial\MovProc.DB","SeqOcor","4",,"System.Int32","4","0","True",""
"MovProc","Ger\Filial\MovProc.DB","Situacao","5",,"System.String","2","0","True",""
"MovProc","Ger\Filial\MovProc.DB","Obs","6",,"System.String","400","0","True",""
"MovProc","Ger\Filial\MovProc.DB","Versao","7",,"System.String","20","0","True",""
"MovProc","Ger\Filial\MovProc.DB","Prazo","8",,"System.Int32","4","0","True",""
"MovProc","Ger\Filial\MovProc.DB","DesProces","9",,"System.String","100","0","True",""
"MovProc","Ger\Filial\MovProc.DB","DatIni","10",,"System.DateTime","8","0","True",""
"MovProc","Ger\Filial\MovProc.DB","Resp","11",,"System.String","20","0","True",""
"MovProc","Ger\Filial\MovProc.DB","TipSat","12",,"System.String","2","0","True",""
"MovProcItem","Ger\Filial\MovProcItem.DB","CodCad","0",,"System.String","20","0","True",""
"MovProcItem","Ger\Filial\MovProcItem.DB","CodProces","1",,"System.String","20","0","True",""
"MovProcItem","Ger\Filial\MovProcItem.DB","SeqProcCad","2",,"System.Int32","4","0","True",""
"MovProcItem","Ger\Filial\MovProcItem.DB","Seq","3",,"System.Int32","4","0","True",""
"MovProcItem","Ger\Filial\MovProcItem.DB","Situacao","4",,"System.String","2","0","True",""
"MovProcItem","Ger\Filial\MovProcItem.DB","Obs","5",,"System.String","200","0","True",""
"MovProcItem","Ger\Filial\MovProcItem.DB","DesOpera","6",,"System.String","200","0","True",""
