"TableName","RelativePath","Directory","Length","Error","ExtractedAt"
"CompTurmas","Importa\ESC\FILIAL\CompTurmas.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\ESC\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:49"
"NotasEsc","Importa\ESC\FILIAL\NotasEsc.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\ESC\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:49"
"NotCompEsc","Importa\ESC\FILIAL\NotCompEsc.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\ESC\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:49"
"CadClaEst","Importa\EST\DADOS\CadClaEst.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\EST\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:49"
"CadGruEst1","Importa\EST\DADOS\CadGruEst1.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\EST\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:49"
"CadGruEst2","Importa\EST\DADOS\CadGruEst2.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\EST\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:49"
"CadGruEst3","Importa\EST\DADOS\CadGruEst3.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\EST\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:49"
"CadGruEst4","Importa\EST\DADOS\CadGruEst4.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\EST\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:49"
"CadLocEst","Importa\EST\DADOS\CadLocEst.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\EST\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:50"
"CadUniPro","Importa\EST\DADOS\CadUniPro.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\EST\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:50"
"EstMinMax","Importa\EST\DADOS\EstMinMax.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\EST\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:50"
"GruProEst","Importa\EST\DADOS\GruProEst.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\EST\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:50"
"Legislacao","Importa\EST\DADOS\Legislacao.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\EST\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:50"
"MarcasEst","Importa\EST\DADOS\MarcasEst.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\EST\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:50"
"ProdEstPac","Importa\EST\DADOS\ProdEstPac.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\EST\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:50"
"TpVendas","Importa\EST\DADOS\TpVendas.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\EST\DADOS","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:50"
"MovEstCan","Importa\EST\FILIAL\MovEstCan.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\EST\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:50"
"MovEstEnc","Importa\EST\FILIAL\MovEstEnc.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\EST\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:50"
"PedComItem","Importa\EST\FILIAL\PedComItem.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\EST\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:50"
"PedCompra","Importa\EST\FILIAL\PedCompra.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\EST\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:51"
"PedCompraCanc","Importa\EST\FILIAL\PedCompraCanc.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\EST\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:51"
"PedConf","Importa\EST\FILIAL\PedConf.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\EST\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:51"
"PedConfItem","Importa\EST\FILIAL\PedConfItem.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Importa\EST\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:51"
"MovItem","Lav\FILIAL\MovItem.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","36407296","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (12034).""","23/05/2026 11:39:56"
"MovItemMetragem","Lav\FILIAL\MovItemMetragem.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:56"
"MovRetiradaItem","Lav\FILIAL\MovRetiradaItem.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:57"
"NovoRegLavFilial","Lav\FILIAL\NovoRegLavFilial.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:58"
"ProcesMaqMovCab","Lav\FILIAL\ProcesMaqMovCab.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:59"
"ProcesMaqMovItem","Lav\FILIAL\ProcesMaqMovItem.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:39:59"
"NotFisFinDupCan","REC\FILIAL\NotFisFinDupCan.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:40:02"
"SolAltItemTeste","SAT\FILIAL\SolAltItemTeste.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","2048","Exceção ao chamar ""ExecuteReader"" com ""0"" argumento(s): ""ERROR [HY000] [Microsoft][Driver ODBC para Paradox] Unexpected error from external database driver (9499).""","23/05/2026 11:40:06"
