"TableName","RelativePath","Directory","Length","ColumnCount","Extracted","ExtractedAt"
"EntLote","Lav\FILIAL\EntLote.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","16","True","23/05/2026 11:39:55"
"EntMovLote","Lav\FILIAL\EntMovLote.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","9","True","23/05/2026 11:39:55"
"EstCli","Lav\FILIAL\EstCli.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","24","True","23/05/2026 11:39:55"
"FecCaixa","Lav\FILIAL\FecCaixa.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","3","True","23/05/2026 11:39:55"
"IndenRol","Lav\FILIAL\IndenRol.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","5","True","23/05/2026 11:39:55"
"LogExporta","Lav\FILIAL\LogExporta.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","34816","6","True","23/05/2026 11:39:55"
"MetasGruPro","Lav\FILIAL\MetasGruPro.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","3","True","23/05/2026 11:39:55"
"MetasVen","Lav\FILIAL\MetasVen.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","3","True","23/05/2026 11:39:55"
"MovAgenda","Lav\FILIAL\MovAgenda.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","6","True","23/05/2026 11:39:55"
"MovCab","Lav\FILIAL\MovCab.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","14487552","58","True","23/05/2026 11:39:56"
"MovCabDes","Lav\FILIAL\MovCabDes.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","34816","3","True","23/05/2026 11:39:56"
"MovDesc","Lav\FILIAL\MovDesc.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","11","True","23/05/2026 11:39:56"
"MovEntSai","Lav\FILIAL\MovEntSai.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","6","True","23/05/2026 11:39:56"
"MovEstLan","Lav\FILIAL\MovEstLan.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","6","True","23/05/2026 11:39:56"
"MovImportacao","Lav\FILIAL\MovImportacao.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","7","True","23/05/2026 11:39:56"
"MovIniCaixa","Lav\FILIAL\MovIniCaixa.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","6","True","23/05/2026 11:39:56"
"MovItemCor","Lav\FILIAL\MovItemCor.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","34816","5","True","23/05/2026 11:39:56"
"MovItemDef","Lav\FILIAL\MovItemDef.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","34816","5","True","23/05/2026 11:39:56"
"MovItemPac","Lav\FILIAL\MovItemPac.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","5","True","23/05/2026 11:39:56"
"MovItemPro","Lav\FILIAL\MovItemPro.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","5","True","23/05/2026 11:39:56"
"MovItemSer","Lav\FILIAL\MovItemSer.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","37029888","11","True","23/05/2026 11:39:57"
"MovItemSerPro","Lav\FILIAL\MovItemSerPro.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","8","True","23/05/2026 11:39:57"
"MovItemTin","Lav\FILIAL\MovItemTin.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","7","True","23/05/2026 11:39:57"
"MovLimite","Lav\FILIAL\MovLimite.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","3","True","23/05/2026 11:39:57"
"MovLimPro","Lav\FILIAL\MovLimPro.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","67584","3","True","23/05/2026 11:39:57"
"MovLocRol","Lav\FILIAL\MovLocRol.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","7","True","23/05/2026 11:39:57"
"MovPacot","Lav\FILIAL\MovPacot.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","13","True","23/05/2026 11:39:57"
"MovPecLav","Lav\FILIAL\MovPecLav.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","8","True","23/05/2026 11:39:57"
"MovPontos","Lav\FILIAL\MovPontos.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","264192","6","True","23/05/2026 11:39:57"
"MovRetirada","Lav\FILIAL\MovRetirada.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","22","True","23/05/2026 11:39:57"
"MovSaida","Lav\FILIAL\MovSaida.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","12","True","23/05/2026 11:39:57"
"MovSaidaItem","Lav\FILIAL\MovSaidaItem.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","11","True","23/05/2026 11:39:58"
"MovTerc","Lav\FILIAL\MovTerc.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","17","True","23/05/2026 11:39:58"
"MovTerCom","Lav\FILIAL\MovTerCom.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","7","True","23/05/2026 11:39:58"
"MovTercPec","Lav\FILIAL\MovTercPec.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","8","True","23/05/2026 11:39:58"
"MovVenItem","Lav\FILIAL\MovVenItem.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","12","True","23/05/2026 11:39:58"
"NotaFisPag","Lav\FILIAL\NotaFisPag.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","16","True","23/05/2026 11:39:58"
"Notas","Lav\FILIAL\Notas.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","13043712","37","True","23/05/2026 11:39:58"
"NotComp","Lav\FILIAL\NotComp.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","5113856","12","True","23/05/2026 11:39:58"
"NotFis","Lav\FILIAL\NotFis.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","16","True","23/05/2026 11:39:58"
"NotFisConf","Lav\FILIAL\NotFisConf.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","3","True","23/05/2026 11:39:58"
"NotFisE","Lav\FILIAL\NotFisE.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","16","True","23/05/2026 11:39:58"
"NotFisEComp","Lav\FILIAL\NotFisEComp.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","8","True","23/05/2026 11:39:58"
"OrcCab","Lav\FILIAL\OrcCab.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","4096","58","True","23/05/2026 11:39:59"
"OrcItem","Lav\FILIAL\OrcItem.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","25","True","23/05/2026 11:39:59"
"OrcItemCab","Lav\FILIAL\OrcItemCab.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","9","True","23/05/2026 11:39:59"
"OrcItemCor","Lav\FILIAL\OrcItemCor.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","5","True","23/05/2026 11:39:59"
"OrcItemDef","Lav\FILIAL\OrcItemDef.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","5","True","23/05/2026 11:39:59"
"OrcItemPro","Lav\FILIAL\OrcItemPro.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","5","True","23/05/2026 11:39:59"
"OrcItemSer","Lav\FILIAL\OrcItemSer.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","2048","11","True","23/05/2026 11:39:59"
"AutoPecas","MAN\DADOS\AutoPecas.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\MAN\DADOS","2048","10","True","23/05/2026 11:39:59"
"CompAutoPecas","MAN\DADOS\CompAutoPecas.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\MAN\DADOS","2048","7","True","23/05/2026 11:39:59"
"Condutor","MAN\DADOS\Condutor.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\MAN\DADOS","2048","10","True","23/05/2026 11:39:59"
"Equipam","MAN\DADOS\Equipam.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\MAN\DADOS","2048","11","True","23/05/2026 11:39:59"
"MovEquip","MAN\DADOS\MovEquip.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\MAN\DADOS","2048","17","True","23/05/2026 11:40:00"
"MovTrocas","MAN\DADOS\MovTrocas.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\MAN\DADOS","2048","11","True","23/05/2026 11:40:00"
"PrevisaoPag","PAG\FILIAL\PrevisaoPag.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","2048","9","True","23/05/2026 11:40:00"
"TitGru","PAG\FILIAL\TitGru.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","2048","9","True","23/05/2026 11:40:00"
"TitGruLan","PAG\FILIAL\TitGruLan.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","2048","8","True","23/05/2026 11:40:00"
"Titulos","PAG\FILIAL\Titulos.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","67584","36","True","23/05/2026 11:40:00"
"ClaManut","PEC\DADOS\ClaManut.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\PEC\DADOS","2048","7","True","23/05/2026 11:40:00"
"ClaPerda","PEC\DADOS\ClaPerda.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\PEC\DADOS","2048","6","True","23/05/2026 11:40:00"
"FunAfastam","PEC\DADOS\FunAfastam.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\PEC\DADOS","2048","8","True","23/05/2026 11:40:00"
"FunCli","PEC\DADOS\FunCli.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\PEC\DADOS","2048","25","True","23/05/2026 11:40:00"
"FunCliCan","PEC\DADOS\FunCliCan.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\PEC\DADOS","2048","5","True","23/05/2026 11:40:00"
"FunCliRou","PEC\DADOS\FunCliRou.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\PEC\DADOS","2048","20","True","23/05/2026 11:40:00"
"FunCliRouM","PEC\DADOS\FunCliRouM.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\PEC\DADOS","2048","16","True","23/05/2026 11:40:01"
"FunCliRouP","PEC\DADOS\FunCliRouP.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\PEC\DADOS","2048","6","True","23/05/2026 11:40:01"
"FunCliRouUni","PEC\DADOS\FunCliRouUni.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\PEC\DADOS","2048","5","True","23/05/2026 11:40:01"
"AvisoRoupa","PEC\FILIAL\AvisoRoupa.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\PEC\FILIAL","2048","16","True","23/05/2026 11:40:01"
"LogSisPec","PEC\FILIAL\LogSisPec.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\PEC\FILIAL","2048","11","True","23/05/2026 11:40:01"
"MovRoupa","PEC\FILIAL\MovRoupa.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\PEC\FILIAL","2048","13","True","23/05/2026 11:40:01"
"MovRoupaConf","PEC\FILIAL\MovRoupaConf.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\PEC\FILIAL","2048","13","True","23/05/2026 11:40:01"
"MovRoupaLot","PEC\FILIAL\MovRoupaLot.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\PEC\FILIAL","2048","25","True","23/05/2026 11:40:01"
"MovRoupaRol","PEC\FILIAL\MovRoupaRol.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\PEC\FILIAL","2048","4","True","23/05/2026 11:40:01"
"Boletos","REC\FILIAL\Boletos.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","2048","10","True","23/05/2026 11:40:01"
"BoletosCan","REC\FILIAL\BoletosCan.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","2048","6","True","23/05/2026 11:40:01"
"BoletosDupCan","REC\FILIAL\BoletosDupCan.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","2048","4","True","23/05/2026 11:40:01"
"BoletosLot","REC\FILIAL\BoletosLot.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","2048","8","True","23/05/2026 11:40:01"
"CamRecFil","REC\FILIAL\CamRecFil.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","2048","7","True","23/05/2026 11:40:02"
"DupBoleto","REC\FILIAL\DupBoleto.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","2048","16","True","23/05/2026 11:40:02"
"DupComp","REC\FILIAL\DupComp.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","2048","4","True","23/05/2026 11:40:02"
"DupCorrCab","REC\FILIAL\DupCorrCab.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","2048","8","True","23/05/2026 11:40:02"
"DupCorrItem","REC\FILIAL\DupCorrItem.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","2048","5","True","23/05/2026 11:40:02"
"DupIntTit","REC\FILIAL\DupIntTit.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","2048","6","True","23/05/2026 11:40:02"
"Duplicat","REC\FILIAL\Duplicat.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","13701120","60","True","23/05/2026 11:40:02"
"DupMotAlt","REC\FILIAL\DupMotAlt.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","2048","10","True","23/05/2026 11:40:02"
"DupReaj","REC\FILIAL\DupReaj.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","2048","5","True","23/05/2026 11:40:02"
"FatArq","REC\FILIAL\FatArq.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","2048","9","True","23/05/2026 11:40:02"
"NotFisFin","REC\FILIAL\NotFisFin.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","2048","11","True","23/05/2026 11:40:02"
"NotFisFinCan","REC\FILIAL\NotFisFinCan.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","2048","6","True","23/05/2026 11:40:02"
"Remessa","REC\FILIAL\Remessa.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","2048","8","True","23/05/2026 11:40:03"
"ArqDocum","SAT\DADOS\ArqDocum.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\DADOS","2048","9","True","23/05/2026 11:40:03"
"CadAjuDoc","SAT\DADOS\CadAjuDoc.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\DADOS","2048","9","True","23/05/2026 11:40:03"
"CadClaAlt","SAT\DADOS\CadClaAlt.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\DADOS","2048","6","True","23/05/2026 11:40:03"
"CadOcorCla","SAT\DADOS\CadOcorCla.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\DADOS","2048","11","True","23/05/2026 11:40:03"
"CadOcorSubC","SAT\DADOS\CadOcorSubC.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\DADOS","2048","6","True","23/05/2026 11:40:03"
"CadSatCla","SAT\DADOS\CadSatCla.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\DADOS","2048","9","True","23/05/2026 11:40:03"
"CadSatSit","SAT\DADOS\CadSatSit.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\DADOS","2048","9","True","23/05/2026 11:40:03"
"CadSatSubC","SAT\DADOS\CadSatSubC.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\DADOS","2048","6","True","23/05/2026 11:40:03"
"CadSatTip","SAT\DADOS\CadSatTip.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\DADOS","2048","9","True","23/05/2026 11:40:03"
"CadSubCAlt","SAT\DADOS\CadSubCAlt.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\DADOS","2048","6","True","23/05/2026 11:40:03"
"CadTipAlt","SAT\DADOS\CadTipAlt.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\DADOS","2048","6","True","23/05/2026 11:40:03"
"CadVer","SAT\DADOS\CadVer.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\DADOS","2048","2","True","23/05/2026 11:40:04"
"CompAlt","SAT\DADOS\CompAlt.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\DADOS","2048","6","True","23/05/2026 11:40:04"
"Documentos","SAT\DADOS\Documentos.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\DADOS","2048","4","True","23/05/2026 11:40:04"
"ErrosSat","SAT\DADOS\ErrosSat.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\DADOS","2048","7","True","23/05/2026 11:40:04"
"GruSatLan","SAT\DADOS\GruSatLan.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\DADOS","2048","6","True","23/05/2026 11:40:04"
"PadMenSat","SAT\DADOS\PadMenSat.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\DADOS","2048","10","True","23/05/2026 11:40:04"
"Alteracoes","SAT\FILIAL\Alteracoes.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","2048","20","True","23/05/2026 11:40:04"
"AndAltSist","SAT\FILIAL\AndAltSist.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","2048","8","True","23/05/2026 11:40:04"
"Anotacoes","SAT\FILIAL\Anotacoes.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","2048","17","True","23/05/2026 11:40:04"
"CadProjSat","SAT\FILIAL\CadProjSat.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","2048","9","True","23/05/2026 11:40:04"
"LogExpSat","SAT\FILIAL\LogExpSat.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","2048","7","True","23/05/2026 11:40:04"
"LogImpSat","SAT\FILIAL\LogImpSat.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","2048","5","True","23/05/2026 11:40:04"
"MovProcAnexo","SAT\FILIAL\MovProcAnexo.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","2048","6","True","23/05/2026 11:40:04"
"MovProces","SAT\FILIAL\MovProces.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","2048","13","True","23/05/2026 11:40:05"
"MovProcesIt","SAT\FILIAL\MovProcesIt.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","2048","16","True","23/05/2026 11:40:05"
"MovSatAle","SAT\FILIAL\MovSatAle.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","2048","16","True","23/05/2026 11:40:05"
"MovSatCli","SAT\FILIAL\MovSatCli.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","2048","33","True","23/05/2026 11:40:05"
"MovSatCliOcor","SAT\FILIAL\MovSatCliOcor.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","4229120","21","True","23/05/2026 11:40:05"
"MovSatCliPro","SAT\FILIAL\MovSatCliPro.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","2048","6","True","23/05/2026 11:40:05"
"MovSatEmail","SAT\FILIAL\MovSatEmail.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","2048","12","True","23/05/2026 11:40:05"
"MovSatExec","SAT\FILIAL\MovSatExec.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","2048","8","True","23/05/2026 11:40:05"
"MovSatFor","SAT\FILIAL\MovSatFor.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","2048","32","True","23/05/2026 11:40:05"
"MovSatForOcor","SAT\FILIAL\MovSatForOcor.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","2048","21","True","23/05/2026 11:40:05"
"MovSatInt","SAT\FILIAL\MovSatInt.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","2048","32","True","23/05/2026 11:40:05"
"MovSatIntOcor","SAT\FILIAL\MovSatIntOcor.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","2048","21","True","23/05/2026 11:40:05"
"NotaSat","SAT\FILIAL\NotaSat.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","2048","10","True","23/05/2026 11:40:05"
"NotaSatCanc","SAT\FILIAL\NotaSatCanc.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","2048","5","True","23/05/2026 11:40:06"
"NotCompSat","SAT\FILIAL\NotCompSat.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","2048","9","True","23/05/2026 11:40:06"
"SatFilCam","SAT\FILIAL\SatFilCam.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","2048","5","True","23/05/2026 11:40:06"
"SolAltCli","SAT\FILIAL\SolAltCli.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","2048","10","True","23/05/2026 11:40:06"
"SolAltCliCan","SAT\FILIAL\SolAltCliCan.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","2048","9","True","23/05/2026 11:40:06"
"SolAltSist","SAT\FILIAL\SolAltSist.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","2048","36","True","23/05/2026 11:40:06"
"SolAltSistCan","SAT\FILIAL\SolAltSistCan.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","2048","5","True","23/05/2026 11:40:06"
"SolAltSistTest","SAT\FILIAL\SolAltSistTest.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","2048","14","True","23/05/2026 11:40:06"
"MovTriCab","TRI\FILIAL\MovTriCab.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\TRI\FILIAL","2048","16","True","23/05/2026 11:40:06"
"MovTriItem","TRI\FILIAL\MovTriItem.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\TRI\FILIAL","2048","6","True","23/05/2026 11:40:06"
"MovTriRolCab","TRI\FILIAL\MovTriRolCab.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\TRI\FILIAL","2048","14","True","23/05/2026 11:40:06"
"MovTriRolItem","TRI\FILIAL\MovTriRolItem.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\TRI\FILIAL","2048","7","True","23/05/2026 11:40:06"
"MovTriRolLot","TRI\FILIAL\MovTriRolLot.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\TRI\FILIAL","2048","13","True","23/05/2026 11:40:07"
