Dominio,Tabela,Caminho,TamanhoArquivo,QtdColunas,ClassesCampo,CamposPrincipais,Criticidade
fiscal,GruSatLan,SAT\DADOS\GruSatLan.DB,2048,6,fiscal_documento:2; texto_observacao:2; data_hora:1; cliente_ref:1,GruSat; DesGruSat; Obs; DatCan; Cancelado; MotivoCan,alta
fiscal,PadMenSat,SAT\DADOS\PadMenSat.DB,2048,10,id_codigo:4; fiscal_documento:1; valor_monetario:1; outro:1; cliente_ref:1; texto_observacao:1; data_hora:1,SeqSatPad; Descricao; Solucao; CodSatCla; CodSatSubC; CodErro; CodUsuario; Cancelado; MotivoCan; DatCan,alta
fiscal,Alteracoes,SAT\FILIAL\Alteracoes.DB,2048,20,outro:9; id_codigo:4; data_hora:4; valor_monetario:1; status_situacao:1; usuario_auditoria:1,Seq; CodCli; DatLan; HorLan; CodUsuario; Sistema; Rotina; CodClaAlt; Descricao; DatSolic; HorSolic; CodSatTip; Contactant; Situacao; Prioridade; DatProm; DatSolucao; HorSolucao,alta
fiscal,AndAltSist,SAT\FILIAL\AndAltSist.DB,2048,8,data_hora:4; outro:2; id_codigo:1; cliente_ref:1,SeqSolAltSist; SeqAndAltSist; CodUsuario; DatInicio; HorInicio; DatFinal; HorFinal; Cancelado,alta
fiscal,LogExpSat,SAT\FILIAL\LogExpSat.DB,2048,7,outro:3; data_hora:1; id_codigo:1; ordem_rol_ref:1; status_situacao:1,SeqExporta; DesExporta; DatExporta; CodUsuario; TotLanctos; SitExporta; TipExporta,alta
fiscal,LogImpSat,SAT\FILIAL\LogImpSat.DB,2048,5,outro:2; data_hora:1; id_codigo:1; ordem_rol_ref:1,SeqImporta; DesImporta; DatImporta; CodUsuario; TotLanctos,alta
fiscal,MovSatAle,SAT\FILIAL\MovSatAle.DB,2048,16,outro:5; fiscal_documento:3; id_codigo:3; data_hora:3; status_situacao:1; usuario_auditoria:1,SeqAlerta; TipSat; CodSat; SeqSat; DatLan; HorLan; CodUsuario; DatAlerta; HorAlerta; SitAlerta; ExportaSAT; CodSatTip; Importante; Lido; Reuniao; UsuarioReu,alta
fiscal,MovSatCli,SAT\FILIAL\MovSatCli.DB,2048,33,id_codigo:12; outro:9; data_hora:5; fiscal_documento:4; valor_monetario:1; cliente_ref:1; usuario_auditoria:1,SeqSatCli; CodCli; DatLan; HorLan; CodSatTip; Descricao; CodSatSit; CodUsuario; SatPara; Contactant; Contactad; CodSatCla; Cancelado; DatSolucao; HorSolucao; ExportaSat; CodSatSubC; DatPrevSol,alta
fiscal,MovSatCliPro,SAT\FILIAL\MovSatCliPro.DB,2048,6,outro:3; fiscal_documento:1; id_codigo:1; valor_monetario:1,SeqSatCli; CodPro; Descricao; ValUnit; Qde; ValFinal,alta
fiscal,MovSatEmail,SAT\FILIAL\MovSatEmail.DB,2048,12,outro:3; id_codigo:2; data_hora:2; texto_observacao:2; fiscal_documento:1; cliente_ref:1; status_situacao:1,TipSat; CodSat; DatLan; HorLan; CodUsuario; DatEnv; HorEnv; Email; Status; Obs; Titulo; Nome,alta
fiscal,MovSatExec,SAT\FILIAL\MovSatExec.DB,2048,8,outro:3; fiscal_documento:2; id_codigo:2; ordem_rol_ref:1,TipSat; CodSat; SeqSat; CodOpeExe; SeqExe; TipComando; Comando; Parametros,alta
fiscal,MovSatFor,SAT\FILIAL\MovSatFor.DB,2048,32,id_codigo:11; outro:9; data_hora:5; fiscal_documento:4; valor_monetario:1; cliente_ref:1; usuario_auditoria:1,SeqSatFor; CodFor; DatLan; HorLan; CodSatTip; Descricao; CodSatSit; CodUsuario; SatPara; Contactant; Contactad; CodSatCla; Cancelado; DatSolucao; HorSolucao; ExportaSAT; CodSatSubC; DatPrevSol,alta
fiscal,MovSatInt,SAT\FILIAL\MovSatInt.DB,2048,32,id_codigo:11; outro:9; data_hora:5; fiscal_documento:4; valor_monetario:1; cliente_ref:1; usuario_auditoria:1,SeqSatInt; CodInt; DatLan; HorLan; CodSatTip; Descricao; CodSatSit; CodUsuario; SatPara; Contactant; Contactad; CodSatCla; Cancelado; DatSolucao; HorSolucao; ExportaSat; CodSatSubC; DatPrevSol,alta
fiscal,NotCompSat,SAT\FILIAL\NotCompSat.DB,2048,9,id_codigo:5; outro:4,NumNotSat; Seq; NumFat; NumDup; ValComp; CodFpg; NumDoc; SeqCai; TipSeq,alta
fiscal,SatFilCam,SAT\FILIAL\SatFilCam.DB,2048,5,outro:4; id_codigo:1,Arquivo; Campo; Chave1; Conteudo; Memo,alta
fiscal,SolAltCli,SAT\FILIAL\SolAltCli.DB,2048,10,data_hora:3; fiscal_documento:2; id_codigo:1; texto_observacao:1; cliente_ref:1; outro:1; usuario_auditoria:1,CodSat; TipSat; SeqSat; SeqSolAltSist; Obs; Cancelado; DatProment; DatAviCli; ContatoCli; UsuarioCli,alta
fiscal,SolAltCliCan,SAT\FILIAL\SolAltCliCan.DB,2048,9,fiscal_documento:2; id_codigo:2; data_hora:2; ordem_rol_ref:1; texto_observacao:1; outro:1,TipSat; SeqSat; CodSat; SeqSolAltSist; DatCan; HorCan; MotivoCan; CodUsuario; Contato,alta
fiscal,SolAltSist,SAT\FILIAL\SolAltSist.DB,2048,36,data_hora:10; outro:10; id_codigo:8; usuario_auditoria:4; texto_observacao:2; fiscal_documento:1; valor_monetario:1,SeqSolAltSist; DesSolAltSist; CodClaAlt; CodSubCAlt; CodTipAlt; CodSat; DiasPrevDes; HorPrevDes; CodUsuario; ResUsuario; DatSolucao; HorSolucao; SitAlteracao; TipSat; DatPrevIni; Finalidade; DatAnalise; UsuAnalise,alta
fiscal,SolAltSistCan,SAT\FILIAL\SolAltSistCan.DB,2048,5,data_hora:2; ordem_rol_ref:1; texto_observacao:1; id_codigo:1,SeqSolAltSist; DatCan; HorCan; MotivoCan; CodUsuario,alta
fiscal,SolAltSistTest,SAT\FILIAL\SolAltSistTest.DB,2048,14,outro:5; data_hora:3; status_situacao:1; cliente_ref:1; usuario_auditoria:1; id_codigo:1; ordem_rol_ref:1; texto_observacao:1,SeqSolAltSist; SeqTest; SitTeste; Cancelado; ResUsuario; CodFil; NomFil; Equipamentos; DatEnt; HorEnt; DatExe; HorExe; Obs; QdeTest,alta
ordem_servico_rol,MovControle,Ger\Filial\MovControle.DB,4096,61,id_codigo:16; outro:15; data_hora:12; status_situacao:8; ordem_rol_ref:3; cliente_ref:2; texto_observacao:2; valor_monetario:1,CodCont; Seq; DatLan; HorLan; CodUsuario; CodSistema; SeqOcor; Solicitacao; CodCli; Anexo; Documenta; CodTipCon; ObsEntrega; ProcEfetuados; Contato; email; Situacao; DatAnalise,critica
ordem_servico_rol,MovProc,Ger\Filial\MovProc.DB,2048,13,outro:5; id_codigo:2; fiscal_documento:2; status_situacao:1; texto_observacao:1; produto_ref:1; data_hora:1,CodCad; CodProces; SeqProces; SeqSat; SeqOcor; Situacao; Obs; Versao; Prazo; DesProces; DatIni; Resp; TipSat,critica
ordem_servico_rol,MovProcItem,Ger\Filial\MovProcItem.DB,2048,15,outro:6; data_hora:3; id_codigo:2; texto_observacao:2; status_situacao:1; produto_ref:1,CodCad; CodProces; SeqProcCad; Seq; Situacao; Obs; DesOpera; TipProces; Ordem; DatFim; DatConc; RespConc; Resp; ObsOpera; Marca,critica
ordem_servico_rol,CadLocRol,Lav\Dados\CadLocRol.DB,2048,6,texto_observacao:2; id_codigo:1; ordem_rol_ref:1; cliente_ref:1; data_hora:1,CodLocRol; DesLocRol; Obs; Cancelado; MotivoCan; DatCan,critica
ordem_servico_rol,TabProLim,Lav\Dados\TabProLim.DB,2048,11,quantidade:5; outro:4; id_codigo:2,CodTab; CodPro; MesAno; QdeLim; QdeAcu; QtdeAcuQuim; Qtde1Sem; Qtde2Sem; Qtde3Sem; Qtde4Sem; Contrato,critica
ordem_servico_rol,ControleEti,Lav\FILIAL\ControleEti.DB,2048,7,ordem_rol_ref:3; outro:2; data_hora:1; id_codigo:1,ControleEti; Data; Rol; CodPro; QdeReal; SeqPro; RolSeqPro,critica
ordem_servico_rol,IndenRol,Lav\FILIAL\IndenRol.DB,2048,5,outro:2; ordem_rol_ref:1; id_codigo:1; texto_observacao:1,SeqInden; Rol; CodPro; Motivo; SeqCai,critica
ordem_servico_rol,MovCab,Lav\FILIAL\MovCab.DB,14487552,58,id_codigo:22; ordem_rol_ref:13; outro:11; data_hora:6; produto_ref:1; valor_monetario:1; cliente_ref:1; texto_observacao:1,ROL; CodCli; DatEntLoja; CodTab; CodTipSer; CodTipEnt; CodPra; NumGR; NumOS; DatLan; CodVen; DatEnt; ValTot; TotPecas; Posicao; NumNot; Unidade; CodUsuario,critica
ordem_servico_rol,MovLocRol,Lav\FILIAL\MovLocRol.DB,2048,7,id_codigo:3; ordem_rol_ref:1; data_hora:1; outro:1; cliente_ref:1,Rol; CodLocRol; DatLan; HorLan; CodVen; Cancelado; CodUsuario,critica
ordem_servico_rol,OrcCab,Lav\FILIAL\OrcCab.DB,4096,58,id_codigo:22; ordem_rol_ref:13; outro:11; data_hora:6; produto_ref:1; valor_monetario:1; cliente_ref:1; texto_observacao:1,ROL; CodCli; DatEntLoja; CodTab; CodTipSer; CodTipEnt; CodPra; NumGR; NumOS; DatLan; CodVen; DatEnt; ValTot; TotPecas; Posicao; NumNot; Unidade; CodUsuario,critica
ordem_servico_rol,OrcItem,Lav\FILIAL\OrcItem.DB,2048,25,id_codigo:9; outro:9; quantidade:2; texto_observacao:2; ordem_rol_ref:1; produto_ref:1; valor_monetario:1,ROL; CodPro; SeqPro; CodCor; FatPre01; FatPre02; FatPre03; FatPre04; FatPre05; FatPre06; Marca; Quantidade; Peso; PreUniVen; PreFinal; CodDef; CodCar; Obs,critica
ordem_servico_rol,OrcItemCab,Lav\FILIAL\OrcItemCab.DB,2048,9,outro:3; ordem_rol_ref:2; id_codigo:2; quantidade:2,Rol; CodPro; SeqPro; RolOrc; SeqProNovo; CodProNovo; Quantidade; Peso; GruPro,critica
ordem_servico_rol,OrcItemCor,Lav\FILIAL\OrcItemCor.DB,2048,5,id_codigo:2; ordem_rol_ref:1; outro:1; valor_monetario:1,Rol; CodPro; SeqPro; CodCor; DesCor,critica
ordem_servico_rol,OrcItemDef,Lav\FILIAL\OrcItemDef.DB,2048,5,id_codigo:2; outro:2; ordem_rol_ref:1,Rol; CodPro; SeqPro; CodDef; DesDef,critica
ordem_servico_rol,OrcItemPro,Lav\FILIAL\OrcItemPro.DB,2048,5,outro:2; ordem_rol_ref:1; id_codigo:1; texto_observacao:1,Rol; CodPro; SeqPro; Qde; Obs,critica
ordem_servico_rol,OrcItemSer,Lav\FILIAL\OrcItemSer.DB,2048,11,id_codigo:3; outro:3; quantidade:2; ordem_rol_ref:1; texto_observacao:1; valor_monetario:1,Rol; CodPro; SeqPro; CodSerLav; Quantidade; Peso; PreUniSer; PreFinalSer; CodSerTer; Obs; ValorTerc,critica
ordem_servico_rol,MovRoupa,PEC\FILIAL\MovRoupa.DB,2048,13,id_codigo:7; outro:4; data_hora:1; ordem_rol_ref:1,CodRoupa; DatLan; HorLan; CodUsuario; LotRoupa; PosRoupa; CodCli; CodFun; Lote; CenCusCli; CodPra; CodTipEnt; CodTipSer,critica
ordem_servico_rol,MovRoupaConf,PEC\FILIAL\MovRoupaConf.DB,2048,13,id_codigo:7; outro:4; data_hora:1; ordem_rol_ref:1,CodRoupa; DatLan; HorLan; CodUsuario; LotRoupa; PosRoupa; CodCli; CodFun; Lote; CenCusCli; CodPra; CodTipEnt; CodTipSer,critica
ordem_servico_rol,MovRoupaLot,PEC\FILIAL\MovRoupaLot.DB,2048,25,id_codigo:7; data_hora:5; outro:4; status_situacao:2; ordem_rol_ref:2; texto_observacao:2; usuario_auditoria:1; cliente_ref:1,Lote; DatLot; HorLot; CodUsuario; SitLot; DatFecLot; HorFecLot; CodUsuarioFec; PosRoupa; LoteOrigem; CodCli; NumOS; DatPrevEnt; SitEnt; UsuEnt; DatRealEnt; Obs; Rol,critica
ordem_servico_rol,MovRoupaRol,PEC\FILIAL\MovRoupaRol.DB,2048,4,outro:2; ordem_rol_ref:1; data_hora:1,Lote; Rol; DatBai; HorBai,critica
ordem_servico_rol,MovProcAnexo,SAT\FILIAL\MovProcAnexo.DB,2048,6,outro:3; id_codigo:1; data_hora:1; valor_monetario:1,CodProces; SeqProcCad; Seq; Anexo; DescAnexo; Rotina,critica
ordem_servico_rol,MovProces,SAT\FILIAL\MovProces.DB,2048,13,outro:5; id_codigo:2; fiscal_documento:2; status_situacao:1; texto_observacao:1; produto_ref:1; data_hora:1,CodProces; SeqProces; CodCad; TipSat; SeqSat; SeqOcor; Situacao; Obs; Versao; Prazo; DesProces; DatIni; Resp,critica
ordem_servico_rol,MovProcesIt,SAT\FILIAL\MovProcesIt.DB,2048,16,outro:7; data_hora:3; texto_observacao:2; id_codigo:1; status_situacao:1; produto_ref:1; usuario_auditoria:1,CodProces; SeqProcCad; Seq; Ordem; Situacao; Obs; DesOpera; TipProces; DatFim; DatConc; RespConc; Resp; ObsOpera; Marca; Obrigatorio; Responsavel,critica
ordem_servico_rol,MovTriCab,TRI\FILIAL\MovTriCab.DB,2048,16,id_codigo:5; data_hora:4; outro:3; texto_observacao:2; cliente_ref:1; status_situacao:1,SeqLan; DatLan; CodVen; CodCli; CodTab; HorLan; Cancelado; DatCan; MotivoCan; SitLot; DatFecLot; HorFecLot; CodUsuarioFec; DatEnt; CodInt; Obs,critica
ordem_servico_rol,MovTriItem,TRI\FILIAL\MovTriItem.DB,2048,6,outro:2; data_hora:1; id_codigo:1; quantidade:1; texto_observacao:1,SeqLan; Seq; Data; CodPro; Quantidade; Obs,critica
ordem_servico_rol,MovTriRolCab,TRI\FILIAL\MovTriRolCab.DB,2048,14,id_codigo:5; data_hora:3; ordem_rol_ref:2; texto_observacao:2; outro:1; cliente_ref:1,SeqLotRol; SeqRol; DatLan; NumOS; CodCli; CodTab; DatFecLot; HorFecLot; CodUsuarioFec; CodIntTri; Cancelado; DatCan; MotivoCan; Obs,critica
ordem_servico_rol,MovTriRolItem,TRI\FILIAL\MovTriRolItem.DB,2048,7,ordem_rol_ref:2; outro:1; data_hora:1; id_codigo:1; quantidade:1; texto_observacao:1,SeqLotRol; SeqRol; Seq; Data; CodPro; Quantidade; Obs,critica
ordem_servico_rol,MovTriRolLot,TRI\FILIAL\MovTriRolLot.DB,2048,13,outro:4; data_hora:3; id_codigo:2; ordem_rol_ref:1; cliente_ref:1; texto_observacao:1; status_situacao:1,SeqLotRol; DatChe; CodCondut; Disponivel1; Disponivel2; Disponivel3; Cancelado; DatCan; MotivoCan; SitLot; DatFecLot; HorFecLot; CodUsuarioFec,critica
outro,CadClaEst,EST\DADOS\CadClaEst.DB,2048,7,id_codigo:2; texto_observacao:2; valor_monetario:1; cliente_ref:1; data_hora:1,CodClaEst; DesClaEst; ObsClaEst; Cancelado; DatCan; MotivoCan; CodEst,media
outro,CadClasFis,EST\DADOS\CadClasFis.DB,2048,6,id_codigo:1; outro:1; valor_monetario:1; cliente_ref:1; data_hora:1; texto_observacao:1,CodClasFis; Tipo; DesClasFis; Cancelado; DatCan; MotivoCan,media
outro,CadEst,EST\DADOS\CadEst.DB,2048,6,outro:2; id_codigo:1; cliente_ref:1; data_hora:1; texto_observacao:1,CodEst; DesEst; LocEst; Cancelado; DatCan; MotivoCan,media
outro,CadFunEst,EST\DADOS\CadFunEst.DB,2048,7,id_codigo:2; outro:1; data_hora:1; texto_observacao:1; ordem_rol_ref:1; cliente_ref:1,CodFun; NomFun; Chave; DatCan; MotivoCan; HorCan; Cancelado,media
outro,CadGruEst1,EST\DADOS\CadGruEst1.DB,2048,6,outro:2; id_codigo:1; cliente_ref:1; texto_observacao:1; data_hora:1,CodGruEst1; DesGruEst1; GruGruEst1; Cancelado; MotivoCan; DatCan,media
outro,CadGruEst2,EST\DADOS\CadGruEst2.DB,2048,6,outro:2; id_codigo:1; cliente_ref:1; texto_observacao:1; data_hora:1,CodGruEst2; DesGruEst2; GruGruEst2; Cancelado; MotivoCan; DatCan,media
outro,CadGruEst3,EST\DADOS\CadGruEst3.DB,2048,6,outro:2; id_codigo:1; cliente_ref:1; texto_observacao:1; data_hora:1,CodGruEst3; DesGruEst3; GruGruEst3; Cancelado; MotivoCan; DatCan,media
outro,CadGruEst4,EST\DADOS\CadGruEst4.DB,2048,6,outro:2; id_codigo:1; cliente_ref:1; texto_observacao:1; data_hora:1,CodGruEst4; DesGruEst4; GruGruEst4; Cancelado; MotivoCan; DatCan,media
outro,CadKit,EST\DADOS\CadKit.DB,2048,3,id_codigo:1; outro:1; data_hora:1,CodKit; DesKit; CadEst,media
outro,CadLocEst,EST\DADOS\CadLocEst.DB,2048,6,outro:2; id_codigo:1; cliente_ref:1; data_hora:1; texto_observacao:1,CodLocEst; DesLocEst; ComLocEst; Cancelado; DatCan; MotivoCan,media
outro,CadUniPro,EST\DADOS\CadUniPro.DB,2048,6,texto_observacao:2; id_codigo:1; outro:1; cliente_ref:1; data_hora:1,CodUniPro; DesUniPro; ObsUniPro; Cancelado; DatCan; MotivoCan,media
outro,EstMinMax,EST\DADOS\EstMinMax.DB,2048,6,id_codigo:3; outro:3,CodEst; CodProEst; QdeMin; QdeMax; CodLocEst; ComLocEst,media
outro,GruProEst,EST\DADOS\GruProEst.DB,2048,6,outro:2; texto_observacao:2; cliente_ref:1; data_hora:1,GruProEst; DesGruPro; Cancelado; DatCan; MotivoCan; Obs,media
outro,Legislacao,EST\DADOS\Legislacao.DB,2048,10,texto_observacao:2; status_situacao:2; id_codigo:1; valor_monetario:1; outro:1; cliente_ref:1; data_hora:1; fiscal_documento:1,CodigoL; DescL; Percentual; ObsL; Cancelado; MotivoCan; DatCan; SitTribA; SitTribB; RedIcms,media
outro,ProEstKit,EST\DADOS\ProEstKit.DB,2048,3,id_codigo:3,CodPro; CodEst; CodKit,media
outro,TabPrecoEst,EST\DADOS\TabPrecoEst.DB,2048,6,outro:2; id_codigo:1; cliente_ref:1; data_hora:1; texto_observacao:1,CodTabEst; DesTabEst; Moeda; Cancelado; DatCan; MotivoCan,media
outro,TpVendas,EST\DADOS\TpVendas.DB,2048,8,texto_observacao:2; id_codigo:1; valor_monetario:1; cliente_ref:1; data_hora:1; outro:1; fiscal_documento:1,CodigoTPV; DescTPV; OBS; Cancelado; MotivoCan; DatCan; EntSai; LocalNota,media
outro,ArqLavSoft,Estruturas\ArqLavSoft.DB,67584,9,outro:7; texto_observacao:1; data_hora:1,NomeArquivo; Tipo; Caminho1; Caminho2; Pagina; Encerram; DatEnc; TipLoc; SincCP,media
outro,CamLavSoft,Estruturas\CamLavSoft.DB,360448,7,outro:4; texto_observacao:1; id_codigo:1; data_hora:1,NomeArquivo; Seq; Campo; Tipo; Tamanho; Chave; DataCriado,media
outro,Familia,Estruturas\Familia.DB,4096,2,outro:1; texto_observacao:1,Familia; Obs,media
outro,GruOp,Estruturas\GruOp.DB,10240,5,outro:2; id_codigo:1; data_hora:1; usuario_auditoria:1,CodSistema; Janela; GruOp; DatCad; Tecnico,media
outro,IndLavSoft,Estruturas\IndLavSoft.DB,163840,12,outro:9; texto_observacao:2; data_hora:1,NomeArquivo; NomedoIndice; Campo1; Campo2; Campo3; Campo4; Campo6; Campo5; Campo7; Campo8; Campo9; DataCriado,media
outro,Janela,Estruturas\Janela.DB,65536,5,outro:2; id_codigo:1; data_hora:1; usuario_auditoria:1,CodSistema; Janela; DesJanela; DatCad; Tecnico,media
outro,MigraNuvem,Estruturas\MigraNuvem.DB,77824,9,outro:7; texto_observacao:1; id_codigo:1,NomeArquivo; IndiceMigra; ChaveMigra; LinkArquivo; LinkIndice; LinkArqKey1; LinkArqKey2; LinkArqKey3; LinkArqKey4,media
outro,Municipios,Estruturas\Municipios.DB,817152,4,outro:2; id_codigo:1; cliente_ref:1,CodMun; NomMun; EstMun; UF,media
outro,Op,Estruturas\Op.DB,221184,7,outro:6; id_codigo:1,CodSistema; Janela; GruOp; Op; DesOp; Familia; Tipo,media
outro,Op_teste,Estruturas\Op_teste.db,26624,8,outro:6; id_codigo:2,CodChave; CodSistema; Janela; GruOp; Op; DesOp; Familia; Tipo,media
outro,Op1,Estruturas\Op1.DB,321536,7,outro:6; id_codigo:1,CodSistema; Janela; GruOp; Op; DesOp; Familia; Tipo,media
outro,resttemp,Estruturas\resttemp.DB,3368960,13,outro:8; fiscal_documento:4; texto_observacao:1,Form; Objeto; Conteudo; LinguaEng; ConfEng; LinguaFra; ConfFra; LinguaIta; ConfIta; LinguaEsp; ConfEsp; Obs; LinguaBel,media
outro,TipAdv,Estruturas\TipAdv.db,6144,2,outro:2,TipAdv; DesTipAdv,media
outro,Traducao,Estruturas\Traducao.DB,3438592,13,outro:8; fiscal_documento:5,Form; Objeto; Conteudo; LinguaEng; ConfEng; LinguaFra; ConfFra; LinguaIta; ConfIta; LinguaEsp; ConfEsp; LinguaHair; ConfHair,media
outro,VERIFY,Exe\VERIFY.DB,34816,9,outro:7; id_codigo:1; data_hora:1,Drive; Directory; Table Name; Extension; Error Code; Error Level; Error Message; Date; Time,media
outro,CadClaAlt,Filiais\MOVANTIGA\GER\DADOS\CadClaAlt.DB,2048,6,data_hora:2; id_codigo:1; valor_monetario:1; cliente_ref:1; texto_observacao:1,CodClaAlt; DesClaAlt; ObsClaAlt; Cancelado; MotivoCan; DatCan,media
outro,AjustaCad,Ger\Dados\AjustaCad.DB,2048,7,outro:7,Campo; Seq; Arquivo; Trocar; TrocarPor; TipTroca; EspTrocar,media
outro,AutoPecas,Ger\Dados\AutoPecas.DB,4096,3,id_codigo:1; ordem_rol_ref:1; outro:1,CodPecas; DesPecas; KilomTroca,media
outro,Backup,Ger\Dados\Backup.DB,30541824,11,outro:4; id_codigo:4; valor_monetario:2; data_hora:1,Sequencia; CodUsuario; Sistema; Data; Tipo; Descricao1; Descricao2; SeqExporta; Chave; NomeChave; CodVen,media
outro,BlackList,Ger\Dados\BlackList.DB,2048,3,id_codigo:2; valor_monetario:1,Codigo; CodCli; DescRotina,media
outro,CadArea,Ger\Dados\CadArea.DB,2048,7,outro:3; id_codigo:1; cliente_ref:1; data_hora:1; texto_observacao:1,CodArea; DesArea; TipArea; Cancelado; DatCan; MotivoCan; Rotina,media
outro,CadCart,Ger\Dados\CadCart.DB,2048,5,outro:3; id_codigo:1; valor_monetario:1,CodCart; DesCart; Carteira; Variacao; Licenca,media
outro,CadCenCus,Ger\Dados\CadCenCus.DB,2048,10,outro:3; id_codigo:2; texto_observacao:2; valor_monetario:1; cliente_ref:1; data_hora:1,CodCenCus; DesCenCus; ObsCenCus; Cancelado; DatCan; MotivoCan; GruCenCus; CodSecund; Contabil; CentroNeg,media
outro,CadCla,Ger\Dados\CadCla.DB,34816,15,outro:11; id_codigo:1; valor_monetario:1; texto_observacao:1; cliente_ref:1,CodCla; ImpRec; GruCla; Trava; DesCla; ClaVal; Obs; TipCla; GruClaRSF; RecDes; Cancelado; Contabil; Contabil2; ComFaixa; BasImpSer,media
outro,CadClaAlt,Ger\Dados\CadClaAlt.DB,2048,6,data_hora:2; id_codigo:1; valor_monetario:1; cliente_ref:1; texto_observacao:1,CodClaAlt; DesClaAlt; ObsClaAlt; Cancelado; MotivoCan; DatCan,media
outro,CadClaProc,Ger\Dados\CadClaProc.DB,2048,4,id_codigo:1; outro:1; valor_monetario:1; cliente_ref:1,CodClaProc; GruProces; DesClaProc; Cancelado,media
outro,CadClaProj,Ger\Dados\CadClaProj.DB,2048,6,texto_observacao:2; id_codigo:1; valor_monetario:1; cliente_ref:1; data_hora:1,CodClaProj; DesClaProj; Obs; Cancelado; MotivoCan; DatCan,media
outro,CadClaSub,Ger\Dados\CadClaSub.DB,34816,3,id_codigo:2; valor_monetario:1,CodCla; CodSubC; DesClaSub,media
outro,CadCon,Ger\Dados\CadCon.DB,2048,7,texto_observacao:2; id_codigo:1; valor_monetario:1; outro:1; cliente_ref:1; data_hora:1,CodCon; DesCon; ConVal; Obs; Cancelado; MotivoCan; DatCan,media
outro,CadCont,Ger\Dados\CadCont.DB,2048,6,id_codigo:1; valor_monetario:1; outro:1; cliente_ref:1; texto_observacao:1; data_hora:1,CodCont; DesCont; Titulo; Cancelado; MotivoCan; DatCan,media
outro,CadContCon,Ger\Dados\CadContCon.DB,2048,7,id_codigo:2; valor_monetario:1; texto_observacao:1; cliente_ref:1; data_hora:1; ordem_rol_ref:1,CodCont; CodContCon; DesContCon; Obs; Cancelado; DatCan; HorCan,media
outro,CadCpg,Ger\Dados\CadCpg.DB,34816,14,outro:6; ordem_rol_ref:5; id_codigo:1; valor_monetario:1; cliente_ref:1,CodCpg; DesCpg; Porc01; Porc02; Porc03; Porc04; Porc05; Dias01; Dias02; Dias03; Dias04; Dias05; SabDomFer; PedeVenDup,media
outro,CadDesc,Ger\Dados\CadDesc.DB,2048,13,valor_monetario:5; data_hora:3; outro:3; id_codigo:1; cliente_ref:1,CodDesc; DesDesc; Desconto; TipDesc; Cancelado; ACadaPc; LeveFree; DatInicio; DatFinal; DesabDesc; LevePerc; Promocao; DescNaHora,media
outro,CadDescDia,Ger\Dados\CadDescDia.DB,2048,9,outro:8; id_codigo:1,CodDesc; Domingo; Segunda; Terca; Quarta; Quinta; Sexta; Sabado; Ativa,media
outro,CadDescGru,Ger\Dados\CadDescGru.DB,2048,3,id_codigo:1; outro:1; texto_observacao:1,CodDesc; GruPro; Obs,media
outro,CadDescProd,Ger\Dados\CadDescProd.DB,2048,3,id_codigo:2; quantidade:1,CodDesc; CodPro; Quantidade,media
outro,CadDescTipEnt,Ger\Dados\CadDescTipEnt.DB,2048,3,id_codigo:2; texto_observacao:1,CodDesc; CodTipEnt; Obs,media
outro,CadFaiCom,Ger\Dados\CadFaiCom.DB,2048,4,outro:3; id_codigo:1,CodFaiCom; DesFaiCom; ValCom; TipFaiCom,media
outro,CadFaixa,Ger\Dados\CadFaixa.DB,2048,5,outro:3; id_codigo:1; fiscal_documento:1,CodFaixa; DesFaixa; InFaixa; FimFaixa; ValFaixa,media
outro,CadFpg,Ger\Dados\CadFpg.DB,34816,32,outro:12; id_codigo:7; valor_monetario:4; data_hora:3; status_situacao:1; cliente_ref:1; texto_observacao:1; ordem_rol_ref:1,CodFpg; DesFpg; TipFpg; EmiBol; CodCon; TipLan; Taxa; PraPag; BaixaAutomatica; Desconto; DesCalculo; RecDes; Cancelado; MotivoCan; DatCan; CodClas; CodSubC; CodCenCus,media
outro,CadGruSerLav,Ger\Dados\CadGruSerLav.DB,2048,6,outro:2; texto_observacao:2; cliente_ref:1; data_hora:1,GruSerLav; DesGruSerLav; Obs; Cancelado; DatCan; MotivoCan,media
outro,CadInd,Ger\Dados\CadInd.DB,2048,3,outro:2; id_codigo:1,CodInd; DesInd; Tipo,media
outro,CadMelhor,Ger\Dados\CadMelhor.DB,2048,8,id_codigo:2; texto_observacao:2; outro:1; cliente_ref:1; data_hora:1; ordem_rol_ref:1,CodCont; CodMelhor; DesMelhor; Obs; Cancelado; DatCan; HorCan; MotivoCan,media
outro,CadPacot,Ger\Dados\CadPacot.DB,2048,11,outro:5; ordem_rol_ref:2; id_codigo:1; valor_monetario:1; status_situacao:1; cliente_ref:1,CodPacote; DesPacote; DescCli; TipPacote; PrazoVal; AtivaAut; Ativo; Cancelado; ForCalculo; LimitePeca; LimiteDias,media
outro,CadPacotGru,Ger\Dados\CadPacotGru.DB,2048,5,outro:3; id_codigo:1; data_hora:1,CodPacote; GruPro; MedPec; QdeTotPec; ValTotPac,media
outro,CadPdv,Ger\Dados\CadPdv.DB,34816,6,outro:4; id_codigo:1; texto_observacao:1,CodPdv; DesPdv; GruPdv; ObsPdv; UltLan; ValPdv,media
