"Directory","Table","Field","Class","DataType","NonEmpty","DistinctTracked","Evidence"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatForOcor","SeqProcCad","data","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatInt","SeqSatInt","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatInt","CodInt","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatInt","DatLan","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatInt","HorLan","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatInt","CodSatTip","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatInt","Descricao","valor","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatInt","CodSatSit","status","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatInt","CodUsuario","usuario","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatInt","SatPara","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatInt","Contactant","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatInt","Contactad","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatInt","CodSatCla","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatInt","Cancelado","status","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatInt","DatSolucao","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatInt","HorSolucao","outro","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatInt","ExportaSat","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatInt","CodSatSubC","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatInt","DatPrevSol","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatInt","HorPrevSol","outro","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatInt","CodSatTipS","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatInt","UsuSolucao","usuario","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatInt","Solucao","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatInt","SeqOcor","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatInt","TipContato","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatInt","CodSatGru","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatInt","CodErro","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatInt","DatLanFim","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatInt","HorLanFim","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatInt","HorPrevSolF","outro","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatInt","CodSatPad","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatInt","CodProces","produto","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatInt","SeqProcCad","data","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatIntOcor","CodInt","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatIntOcor","SeqOcor","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatIntOcor","SitOcor","status","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatIntOcor","CodUsuario","usuario","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatIntOcor","Obs","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatIntOcor","DatLan","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatIntOcor","HorLan","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatIntOcor","DatPrevSol","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatIntOcor","DatSol","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatIntOcor","HorSol","outro","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatIntOcor","SatPara","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatIntOcor","DatAlerta","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatIntOcor","HorAlerta","outro","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatIntOcor","DatPrevOri","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatIntOcor","CodOcorCla","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatIntOcor","CodOcorSubC","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatIntOcor","Importante","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatIntOcor","BloqVisual","status","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatIntOcor","ValOcor","valor","System.Double","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatIntOcor","CodProces","produto","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","MovSatIntOcor","SeqProcCad","data","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","Anotacoes","SeqAnota","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","Anotacoes","CodUsuario","usuario","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","Anotacoes","DatAnota","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","Anotacoes","HorAnota","outro","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","Anotacoes","DesAnota","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","Anotacoes","SitAnota","status","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","Anotacoes","DatAlerta","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","Anotacoes","HorAlerta","outro","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","Anotacoes","ParUsuario","usuario","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","Anotacoes","Titulo","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","Anotacoes","SeqExporta","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","Anotacoes","Vis","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","Anotacoes","Lido","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","Anotacoes","Importante","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","Anotacoes","TipSat","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","Anotacoes","CodSat","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\SAT\FILIAL","Anotacoes","SeqOcor","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","NumTit","outro","System.Double","103","103","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","Seq","outro","System.Double","103","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","DatEmi","data","System.DateTime","103","34","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","DatVen","data","System.DateTime","103","42","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","ValTot","valor","System.Double","56","38","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","ValTit","valor","System.Double","103","73","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","Baixa","status","System.String","103","2","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","DatPag","data","System.DateTime","52","15","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","ValTitPag","valor","System.Double","99","72","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","CodFor","outro","System.String","103","30","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","CodBan","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","CodAgeBan","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","ConCor","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","NumDev","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","ValDev","valor","System.Double","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","Obs","outro","System.String","72","24","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","SeqCai","outro","System.Int32","52","52","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","CodCla","outro","System.String","103","19","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","SeqBan","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","NumBan","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","FixLan","data","System.String","56","2","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","BanCai","outro","System.String","56","2","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","CompBaixa","status","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","CodSubC","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","Cancelado","status","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","MotivoCan","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","CodCenCus","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","TipOpe","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","Documento","data","System.String","1","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","Obs2","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","CodOpe","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","CodOpeSeq","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","DatSusp","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","DatCan","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","CodClaProj","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","Titulos","CodUnid","produto","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","TitGru","SeqGru","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","TitGru","CodFor","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","TitGru","DatEmi","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","TitGru","DatVen","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","TitGru","ValTit","valor","System.Double","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","TitGru","Obs","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","TitGru","Cancelado","status","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","TitGru","DatCan","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","TitGru","MotivoCan","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","TitGruLan","SeqGru","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","TitGruLan","SeqGruLan","data","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","TitGruLan","CodCla","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","TitGruLan","CodSubC","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","TitGruLan","CodCenCus","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","TitGruLan","Valor","valor","System.Double","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","TitGruLan","Obs","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\PAG\FILIAL","TitGruLan","Documento","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
