"Directory","Table","Field","Class","DataType","NonEmpty","DistinctTracked","Evidence"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","Placa","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","CodEsp","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","QdeEsp","quantidade","System.Int32","17563","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","PesoLiq","quantidade","System.Double","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","PesoBruto","quantidade","System.Double","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","MarcaEsp","produto","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","NumeroEsp","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","Pedidos","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","RolPrincip","outro","System.Int32","21679","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","DesEsp","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","SeqCaixa","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","SeqExport","outro","System.Int32","95","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","VlrFatLim","valor","System.Double","17563","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","NumNotFisF","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","MotivoDesc","valor","System.String","192","82","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","DadosAdic","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","HorPag","data","System.DateTime","21679","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","CupFiscal","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","HorCan","data","System.DateTime","486","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","CodVenCan","data","System.String","486","4","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","Notas","CupNFiscal","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","NotaFisPag","NumNotFis","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","NotaFisPag","TipNota","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","NotaFisPag","Controle1","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","NotaFisPag","Controle2","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","NotaFisPag","DatEmi","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","NotaFisPag","ValNot","valor","System.Double","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","NotaFisPag","ValBasNot","valor","System.Double","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","NotaFisPag","PorISS","valor","System.Double","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","NotaFisPag","ISS","valor","System.Double","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","NotaFisPag","Obs1","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","NotaFisPag","Obs2","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","NotaFisPag","Cancelado","status","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","NotaFisPag","DatCanc","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","NotaFisPag","MotCanc","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","NotaFisPag","HorCan","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","NotaFisPag","CodVenCan","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovEstLan","Sequencia","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovEstLan","CodTab","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovEstLan","CodPro","produto","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovEstLan","Quantidade","quantidade","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovEstLan","Tipo","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\FILIAL","MovEstLan","DatLan","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","CadLocRol","CodLocRol","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","CadLocRol","DesLocRol","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","CadLocRol","Obs","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","CadLocRol","Cancelado","status","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","CadLocRol","MotivoCan","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Lav\Dados","CadLocRol","DatCan","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","NumFat","outro","System.Int32","19717","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","NumDup","outro","System.Int32","19717","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","DatEmi","data","System.DateTime","19717","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","DatVen","data","System.DateTime","19717","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","ValFat","valor","System.Double","19717","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","ValDup","valor","System.Double","19717","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","EmiBol","data","System.String","19717","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","Baixa","status","System.String","19717","2","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","DatPag","data","System.DateTime","19251","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","ValDupPag","valor","System.Double","19251","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","CodCli","cliente","System.String","19717","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","EmitDup","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","CodFpg","outro","System.String","19717","20","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","CodCpg","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","CodBan","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","CodAgeBan","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","ConCor","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","NumDev","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","ValDev","valor","System.Double","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","Juros","valor","System.Double","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","Taxas","outro","System.Double","19717","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","Descontos","valor","System.Double","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","Obs","outro","System.String","19717","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","DatCan","data","System.DateTime","463","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","ValCan","valor","System.Double","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","SeqCai","outro","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","CodVen","data","System.String","19717","4","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","BanCai","outro","System.String","19717","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","CompBaixa","status","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","NumNot","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","Obs2","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","FixLan","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","Cancelado","status","System.String","463","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","NossoNumero","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","CodCla","outro","System.String","19717","2","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","CodSubC","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","MotivoCan","data","System.String","463","39","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","EmiNot","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","CodCenCus","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","TipOpe","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","SerieNF","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","AgrupaNota","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","AgrupaBoleto","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","ImpDup","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\REC\FILIAL","Duplicat","Usuario","usuario","System.String","463","4","confirmado por schema + ocorrencia direta readonly"
