Dominio,Tabela,Caminho,CampoBanco,CampoVisualProvavel,ClasseCampo,TipoDado,Tamanho,ObrigatoriedadeInferida,NullableODBC,OrigemInferida,UsoProvavel,ValidacaoPendente
config_admin,Parametros,Estruturas\Parametros.DB,GrupoExibido,GrupoExibido,outro,System.String,100,provavel,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,Parametros,Estruturas\Parametros.DB,TextoExibido,TextoExibido,outro,System.String,100,provavel,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,Parametros,Estruturas\Parametros.DB,Tipo,Tipo,outro,System.String,4,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,Parametros,Estruturas\Parametros.DB,ConteudoPadrao,ConteudoPadrao,outro,System.String,400,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,Parametros,Estruturas\Parametros.DB,Caminho,Caminho,outro,System.String,510,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,Parametros,Estruturas\Parametros.DB,Tamanho,Tamanho,outro,System.Int32,4,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,Parametros,Estruturas\Parametros.DB,TipoComp,TipoComp,outro,System.String,40,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,Parametros,Estruturas\Parametros.DB,Local,Local,outro,System.String,2,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,Parametros,Estruturas\Parametros.DB,NomIni,NomIni,outro,System.String,40,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,Parametros,Estruturas\Parametros.DB,PorFilial,PorFilial,outro,System.Boolean,1,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,Parametros,Estruturas\Parametros.DB,Detalhes,Detalhes,outro,System.String,510,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,Parametros,Estruturas\Parametros.DB,Unit,Unit,outro,System.String,510,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,Parametros,Estruturas\Parametros.DB,Caminho2,Caminho2,outro,System.String,510,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
produto_servico,ParamGrupo,Estruturas\ParamGrupo.db,Sistema,Sistema,outro,System.String,40,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
produto_servico,ParamGrupo,Estruturas\ParamGrupo.db,GrupoExibido,GrupoExibido,outro,System.String,100,provavel,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,ParamOpcao,Estruturas\ParamOpcao.DB,Sistema,Sistema,outro,System.String,40,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,ParamOpcao,Estruturas\ParamOpcao.DB,Grupo,Grupo,outro,System.String,40,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,ParamOpcao,Estruturas\ParamOpcao.DB,Parametro,Parametro,outro,System.String,100,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,ParamOpcao,Estruturas\ParamOpcao.DB,Opcao,Opcao,outro,System.String,200,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,resttemp,Estruturas\resttemp.DB,Form,Form,outro,System.String,100,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,resttemp,Estruturas\resttemp.DB,Objeto,Objeto,outro,System.String,100,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,resttemp,Estruturas\resttemp.DB,Conteudo,Conteudo,outro,System.String,400,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,resttemp,Estruturas\resttemp.DB,LinguaEng,LinguaEng,outro,System.String,400,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,resttemp,Estruturas\resttemp.DB,ConfEng,ConfEng,fiscal_documento,System.String,2,desconhecido,True,Paradox/BDE,fiscal_documento,"validar em tela, ProcMon e amostra de dados"
outro,resttemp,Estruturas\resttemp.DB,LinguaFra,LinguaFra,outro,System.String,400,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,resttemp,Estruturas\resttemp.DB,ConfFra,ConfFra,fiscal_documento,System.String,2,desconhecido,True,Paradox/BDE,fiscal_documento,"validar em tela, ProcMon e amostra de dados"
outro,resttemp,Estruturas\resttemp.DB,LinguaIta,LinguaIta,outro,System.String,400,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,resttemp,Estruturas\resttemp.DB,ConfIta,ConfIta,fiscal_documento,System.String,2,desconhecido,True,Paradox/BDE,fiscal_documento,"validar em tela, ProcMon e amostra de dados"
outro,resttemp,Estruturas\resttemp.DB,LinguaEsp,LinguaEsp,outro,System.String,400,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,resttemp,Estruturas\resttemp.DB,ConfEsp,ConfEsp,fiscal_documento,System.String,2,desconhecido,True,Paradox/BDE,fiscal_documento,"validar em tela, ProcMon e amostra de dados"
outro,resttemp,Estruturas\resttemp.DB,Obs,Obs,texto_observacao,System.String,200,desconhecido,True,Paradox/BDE,texto_observacao,"validar em tela, ProcMon e amostra de dados"
outro,resttemp,Estruturas\resttemp.DB,LinguaBel,LinguaBel,outro,System.String,200,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,Sistemas,Estruturas\Sistemas.DB,CodSistema,CodSistema,id_codigo,System.String,20,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,Sistemas,Estruturas\Sistemas.DB,NomSistema,NomSistema,outro,System.String,60,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,Sistemas,Estruturas\Sistemas.DB,Tipo,Tipo,outro,System.String,2,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,Sistemas,Estruturas\Sistemas.DB,Versao,Versao,outro,System.String,20,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,Sistemas,Estruturas\Sistemas.DB,ControlaSenha,ROL/OS,ordem_rol_ref,System.String,2,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
config_admin,Sistemas,Estruturas\Sistemas.DB,CaminhoOrigem,CaminhoOrigem,outro,System.String,400,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,Sistemas,Estruturas\Sistemas.DB,Executavel,Executavel,outro,System.String,100,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
config_admin,Sistemas,Estruturas\Sistemas.DB,NomeCompact,Nome,texto_observacao,System.String,100,provavel,True,Paradox/BDE,texto_observacao,"validar em tela, ProcMon e amostra de dados"
outro,TipAdv,Estruturas\TipAdv.db,TipAdv,TipAdv,outro,System.Int32,4,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,TipAdv,Estruturas\TipAdv.db,DesTipAdv,DesTipAdv,outro,System.String,100,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,Traducao,Estruturas\Traducao.DB,Form,Form,outro,System.String,100,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,Traducao,Estruturas\Traducao.DB,Objeto,Objeto,outro,System.String,100,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,Traducao,Estruturas\Traducao.DB,Conteudo,Conteudo,outro,System.String,400,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,Traducao,Estruturas\Traducao.DB,LinguaEng,LinguaEng,outro,System.String,400,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,Traducao,Estruturas\Traducao.DB,ConfEng,ConfEng,fiscal_documento,System.String,2,desconhecido,True,Paradox/BDE,fiscal_documento,"validar em tela, ProcMon e amostra de dados"
outro,Traducao,Estruturas\Traducao.DB,LinguaFra,LinguaFra,outro,System.String,400,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,Traducao,Estruturas\Traducao.DB,ConfFra,ConfFra,fiscal_documento,System.String,2,desconhecido,True,Paradox/BDE,fiscal_documento,"validar em tela, ProcMon e amostra de dados"
outro,Traducao,Estruturas\Traducao.DB,LinguaIta,LinguaIta,outro,System.String,400,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,Traducao,Estruturas\Traducao.DB,ConfIta,ConfIta,fiscal_documento,System.String,2,desconhecido,True,Paradox/BDE,fiscal_documento,"validar em tela, ProcMon e amostra de dados"
outro,Traducao,Estruturas\Traducao.DB,LinguaEsp,LinguaEsp,outro,System.String,400,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,Traducao,Estruturas\Traducao.DB,ConfEsp,ConfEsp,fiscal_documento,System.String,2,desconhecido,True,Paradox/BDE,fiscal_documento,"validar em tela, ProcMon e amostra de dados"
outro,Traducao,Estruturas\Traducao.DB,LinguaHair,LinguaHair,outro,System.String,400,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,Traducao,Estruturas\Traducao.DB,ConfHair,ConfHair,fiscal_documento,System.String,2,desconhecido,True,Paradox/BDE,fiscal_documento,"validar em tela, ProcMon e amostra de dados"
outro,VERIFY,Exe\VERIFY.DB,Drive,Drive,outro,System.String,4,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,VERIFY,Exe\VERIFY.DB,Directory,Directory,outro,System.String,510,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,VERIFY,Exe\VERIFY.DB,Table Name,Table Name,outro,System.String,510,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,VERIFY,Exe\VERIFY.DB,Extension,Extension,outro,System.String,8,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,VERIFY,Exe\VERIFY.DB,Error Code,Error Code,id_codigo,System.Int16,2,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
outro,VERIFY,Exe\VERIFY.DB,Error Level,Error Level,outro,System.Int16,2,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,VERIFY,Exe\VERIFY.DB,Error Message,Error Message,outro,System.String,300,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,VERIFY,Exe\VERIFY.DB,Date,Data,data_hora,System.DateTime,8,desconhecido,True,Paradox/BDE,data_hora,"validar em tela, ProcMon e amostra de dados"
outro,VERIFY,Exe\VERIFY.DB,Time,Time,outro,System.DateTime,8,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,CadClaAlt,Filiais\MOVANTIGA\GER\DADOS\CadClaAlt.DB,CodClaAlt,CodClaAlt,id_codigo,System.String,10,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
outro,CadClaAlt,Filiais\MOVANTIGA\GER\DADOS\CadClaAlt.DB,DesClaAlt,Desconto/Descricao,valor_monetario,System.String,40,desconhecido,True,Paradox/BDE,valor_monetario,"validar em tela, ProcMon e amostra de dados"
outro,CadClaAlt,Filiais\MOVANTIGA\GER\DADOS\CadClaAlt.DB,ObsClaAlt,ObsClaAlt,data_hora,System.String,40,desconhecido,True,Paradox/BDE,data_hora,"validar em tela, ProcMon e amostra de dados"
outro,CadClaAlt,Filiais\MOVANTIGA\GER\DADOS\CadClaAlt.DB,Cancelado,Celular,cliente_ref,System.String,2,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
outro,CadClaAlt,Filiais\MOVANTIGA\GER\DADOS\CadClaAlt.DB,MotivoCan,MotivoCan,texto_observacao,System.String,100,desconhecido,True,Paradox/BDE,texto_observacao,"validar em tela, ProcMon e amostra de dados"
outro,CadClaAlt,Filiais\MOVANTIGA\GER\DADOS\CadClaAlt.DB,DatCan,Data,data_hora,System.DateTime,8,desconhecido,True,Paradox/BDE,data_hora,"validar em tela, ProcMon e amostra de dados"
outro,AjustaCad,Ger\Dados\AjustaCad.DB,Campo,Campo,outro,System.String,40,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,AjustaCad,Ger\Dados\AjustaCad.DB,Seq,Seq,outro,System.Int32,4,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,AjustaCad,Ger\Dados\AjustaCad.DB,Arquivo,Arquivo,outro,System.String,40,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,AjustaCad,Ger\Dados\AjustaCad.DB,Trocar,Trocar,outro,System.String,100,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,AjustaCad,Ger\Dados\AjustaCad.DB,TrocarPor,TrocarPor,outro,System.String,100,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,AjustaCad,Ger\Dados\AjustaCad.DB,TipTroca,TipTroca,outro,System.String,2,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,AjustaCad,Ger\Dados\AjustaCad.DB,EspTrocar,EspTrocar,outro,System.String,2,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,AutoPecas,Ger\Dados\AutoPecas.DB,CodPecas,CodPecas,id_codigo,System.String,10,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
outro,AutoPecas,Ger\Dados\AutoPecas.DB,DesPecas,DesPecas,ordem_rol_ref,System.String,40,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
outro,AutoPecas,Ger\Dados\AutoPecas.DB,KilomTroca,KilomTroca,outro,System.Int32,4,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,Backup,Ger\Dados\Backup.DB,Sequencia,Sequencia,outro,System.Int32,4,desconhecido,False,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,Backup,Ger\Dados\Backup.DB,CodUsuario,CodUsuario,id_codigo,System.String,20,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
outro,Backup,Ger\Dados\Backup.DB,Sistema,Sistema,outro,System.String,8,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,Backup,Ger\Dados\Backup.DB,Data,Data,data_hora,System.DateTime,8,provavel,True,Paradox/BDE,data_hora,"validar em tela, ProcMon e amostra de dados"
outro,Backup,Ger\Dados\Backup.DB,Tipo,Tipo,outro,System.String,6,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,Backup,Ger\Dados\Backup.DB,Descricao1,Desconto/Descricao,valor_monetario,System.String,200,desconhecido,True,Paradox/BDE,valor_monetario,"validar em tela, ProcMon e amostra de dados"
outro,Backup,Ger\Dados\Backup.DB,Descricao2,Desconto/Descricao,valor_monetario,System.String,200,desconhecido,True,Paradox/BDE,valor_monetario,"validar em tela, ProcMon e amostra de dados"
outro,Backup,Ger\Dados\Backup.DB,SeqExporta,SeqExporta,outro,System.Int32,4,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
outro,Backup,Ger\Dados\Backup.DB,Chave,Chave,id_codigo,System.String,30,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
outro,Backup,Ger\Dados\Backup.DB,NomeChave,Nome,id_codigo,System.String,20,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
outro,Backup,Ger\Dados\Backup.DB,CodVen,CodVen,id_codigo,System.String,10,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,CodCli,Cliente,id_codigo,System.String,20,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,NomCli,Nome,cliente_ref,System.String,80,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,EndCli,Endereco,cliente_ref,System.String,80,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,CidCli,CidCli,outro,System.String,40,provavel,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,EstCli,EstCli,outro,System.String,4,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,CepCli,CEP,cliente_ref,System.String,18,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,TelCli,Telefone,cliente_ref,System.String,30,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,TelCli2,Telefone,cliente_ref,System.String,30,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,Contato,Contato,outro,System.String,80,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,CgcCli,CgcCli,outro,System.String,24,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,DigCli,DigCli,outro,System.String,4,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,GruCli,GruCli,outro,System.String,10,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,CodTab,CodTab,id_codigo,System.String,6,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,InsEstCli,InsEstCli,outro,System.String,30,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,InsMunCli,InsMunCli,outro,System.String,30,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,EndCobCli,Endereco,cliente_ref,System.String,80,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,EndEntCli,Endereco,cliente_ref,System.String,80,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,CidCobCli,CidCobCli,outro,System.String,40,provavel,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,CidEntCli,CidEntCli,outro,System.String,40,provavel,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,EstCobCli,EstCobCli,outro,System.String,4,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,EstEntCli,EstEntCli,outro,System.String,4,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,CepCobCli,CEP,cliente_ref,System.String,18,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,CepEntCli,CEP,cliente_ref,System.String,18,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,CodPai,CodPai,id_codigo,System.String,8,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,CodUf,UF,id_codigo,System.String,4,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,CodCid,CodCid,id_codigo,System.String,14,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,CodRam,CodRam,id_codigo,System.String,10,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,CodCpg,CodCpg,id_codigo,System.String,6,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,CodFpg,CodFpg,id_codigo,System.String,6,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,ArqLogCli,ArqLogCli,outro,System.String,400,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,Roteiro,Roteiro,outro,System.String,10,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,CCM,CCM,outro,System.String,20,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,FisJur,FisJur,outro,System.String,2,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,DatCad,Data,data_hora,System.DateTime,8,desconhecido,True,Paradox/BDE,data_hora,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,Status,Status,status_situacao,System.String,2,desconhecido,True,Paradox/BDE,status_situacao,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,Seg,Seg,outro,System.Boolean,1,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,Ter,Ter,outro,System.Boolean,1,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,Qua,Qua,outro,System.Boolean,1,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,Qui,Qui,outro,System.Boolean,1,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,Sex,Sex,outro,System.Boolean,1,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,Sab,Sab,outro,System.Boolean,1,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,Dom,Dom,outro,System.Boolean,1,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,BaiCli,BaiCli,outro,System.String,40,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,Desconto,Desconto/Descricao,valor_monetario,System.Double,8,desconhecido,True,Paradox/BDE,valor_monetario,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,DescontoFat,Desconto/Descricao,valor_monetario,System.Double,8,desconhecido,True,Paradox/BDE,valor_monetario,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,CodTab2,CodTab2,id_codigo,System.String,6,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,CodTab3,CodTab3,id_codigo,System.String,6,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,CodTab4,CodTab4,id_codigo,System.String,6,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,CodTab5,CodTab5,id_codigo,System.String,6,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,CodTab6,CodTab6,id_codigo,System.String,6,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,CodTab7,CodTab7,id_codigo,System.String,6,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,CodTab8,CodTab8,id_codigo,System.String,6,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,CodTab9,CodTab9,id_codigo,System.String,6,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,FixaTab,FixaTab,outro,System.Boolean,1,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,ControlaTab,ROL/OS,ordem_rol_ref,System.Int32,4,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,CodEmpree,CodEmpree,id_codigo,System.String,6,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,RazSocCli,RazSocCli,outro,System.String,80,desconhecido,True,Paradox/BDE,outro,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,CPFCli,CPF,cliente_ref,System.String,30,desconhecido,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,CodTransp,CodTransp,id_codigo,System.String,6,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
cliente,Clientes,Ger\Dados\Backup\Clientes.DB,CodVen,CodVen,id_codigo,System.String,10,provavel,True,Paradox/BDE,identificador/vinculo,"validar em tela, ProcMon e amostra de dados"
