"Tipo","CodUsuario","CodFil","CodSistema","Rotina","Op","NivelI","NivelA","NivelE","NivelT","ResUsuario"
"","SUPERV","QL001","LAVSOFT","","CFDestravaImpressoraFiscal1","","","","",""
"","SUPERV","QL001","LAVSOFT","","CFFechamento1","","","","",""
"","SUPERV","QL001","LAVSOFT","","CFFechamentoParcial1","","","","",""
"","SUPERV","QL001","LAVSOFT","","CFFundodeCaixa1","","","","",""
"","SUPERV","QL001","LAVSOFT","","CFHorarioVerao1","","","","",""
"","SUPERV","QL001","LAVSOFT","","CFLeituraMemriaFiscal1","","","","",""
"","SUPERV","QL001","LAVSOFT","","CFLeituraX1","","","","",""
"","SUPERV","QL001","LAVSOFT","","CFSangriaCaixa1","","","","",""
"","SUPERV","QL001","LAVSOFT","","CancAdi","","","","",""
"","SUPERV","QL001","LAVSOFT","","CancPag","","","","",""
"","SUPERV","QL001","LAVSOFT","","Cancelamento2","","","","",""
"","SUPERV","QL001","LAVSOFT","","CancelamentoNotaFiscal1","","","","",""
"","SUPERV","QL001","LAVSOFT","","CancelamentodaNota1","","","","",""
"","SUPERV","QL001","LAVSOFT","","CancelamentodeNotasIntervalo1","","","","",""
"","SUPERV","QL001","LAVSOFT","","Caractersticas1","","","","",""
"","SUPERV","QL001","LAVSOFT","","ComissaoPagamento1","","","","",""
"","SUPERV","QL001","LAVSOFT","","ComissoRol1","","","","",""
"","SUPERV","QL001","LAVSOFT","","CondicaodePagamento1","","","","",""
"","SUPERV","QL001","LAVSOFT","","ControledeCaixa1","","","","",""
"","SUPERV","QL001","LAVSOFT","","ControledeLavagem1","","","","",""
"","SUPERV","QL001","LAVSOFT","","Cores1","","","","",""
"","SUPERV","QL001","LAVSOFT","","Criticas1","","","","",""
"","SUPERV","QL001","LAVSOFT","","Custos1","","","","",""
"","SUPERV","QL001","LAVSOFT","","Defeitos1","","","","",""
"","SUPERV","QL001","LAVSOFT","","DescontoPorc1","","","","",""
"","SUPERV","QL001","LAVSOFT","","DescontoporValor1","","","","",""
"","SUPERV","QL001","LAVSOFT","","Devoluo1","","","","",""
"","SUPERV","QL001","LAVSOFT","","DevoluoPagamento1","","","","",""
"","SUPERV","QL001","LAVSOFT","","Ed_PorcDescontoPag","","","","",""
"","SUPERV","QL001","LAVSOFT","","Ed_ValPag","","","","",""
"","SUPERV","QL001","LAVSOFT","","Encerramento1","","","","",""
"","SUPERV","QL001","LAVSOFT","","EncerramentoParcial1","","","","",""
"","SUPERV","QL001","LAVSOFT","","EntradaEstoque1","","","","",""
"","SUPERV","QL001","LAVSOFT","","EntradaRol1","","","","",""
"","SUPERV","QL001","LAVSOFT","","EnviaEmail1","","","","",""
"","SUPERV","QL001","LAVSOFT","","Etiquetas1","","","","",""
"","SUPERV","QL001","LAVSOFT","","ExcluiConfiguraoColunas1","","","","",""
"","SUPERV","QL001","LAVSOFT","","Faturamento1","","","","",""
"","SUPERV","QL001","LAVSOFT","","FiliaisMatriz1","","","","",""
"","SUPERV","QL001","LAVSOFT","","FormadePagamento1","","","","",""
"","SUPERV","QL001","LAVSOFT","","GravaColunas1","","","","",""
"","SUPERV","QL001","LAVSOFT","","GrupoEntradas1","","","","",""
"","SUPERV","QL001","LAVSOFT","","Importacao1","","","","",""
"","SUPERV","QL001","LAVSOFT","","Listagem1","","","","",""
"","SUPERV","QL001","LAVSOFT","","LogSistema1","","","","",""
"","SUPERV","QL001","LAVSOFT","","MalaDiretaRemetente1","","","","",""
"","SUPERV","QL001","LAVSOFT","","Manutencao1","","","","",""
"","SUPERV","QL001","LAVSOFT","","MenuEntradaRol1","","","","",""
"","SUPERV","QL001","LAVSOFT","","MovimentoProduto1","","","","",""
"","SUPERV","QL001","LAVSOFT","","Parametros1","","","","",""
"","SUPERV","QL001","LAVSOFT","","PgtosporTabela1","","","","",""
"","SUPERV","QL001","LAVSOFT","","RSL1","","","","",""
"","SUPERV","QL001","LAVSOFT","","ReciboCaixa1","","","","",""
"","SUPERV","QL001","LAVSOFT","","RelEstoquenoCli1","","","","",""
"","SUPERV","QL001","LAVSOFT","","RelFatPrecos1","","","","",""
"","SUPERV","QL001","LAVSOFT","","RelatConfRol1","","","","",""
"","SUPERV","QL001","LAVSOFT","","ResFatDiaDia1","","","","",""
"","SUPERV","QL001","LAVSOFT","","ResFatNotFis1","","","","",""
"","SUPERV","QL001","LAVSOFT","","ResTipTabEmp1","","","","",""
"","SUPERV","QL001","LAVSOFT","","ResTipTabGru1","","","","",""
"","SUPERV","QL001","LAVSOFT","","Resumida1","","","","",""
"","SUPERV","QL001","LAVSOFT","","ResumoPorEmpree1","","","","",""
"","SUPERV","QL001","LAVSOFT","","RolsCancelados1","","","","",""
"","SUPERV","QL001","LAVSOFT","","SB_MudaValBase","","","","",""
"","SUPERV","QL001","LAVSOFT","","SituacaodoRols1","","","","",""
"","SUPERV","QL001","LAVSOFT","","TabeladePreco1","","","","",""
"","SUPERV","QL001","LAVSOFT","","TiposdeDescontos1","","","","",""
"","SUPERV","QL001","LAVSOFT","","TiposdeEntrada1","","","","",""
"","SUPERV","QL001","LAVSOFT","","TiposdeServico1","","","","",""
"","SUPERV","QL001","LAVSOFT","","TiposdeTecido1","","","","",""
"","SUPERV","QL001","LAVSOFT","","TransporteporNota1","","","","",""
"","SUPERV","QL001","LAVSOFT","","Usuarios1","","","","",""
