"File","FileName","Extension","Machine","ImportedDll"
"D:\AtelieProd\Equipexe\Estruturas\LavFacilLan.exe","LavFacilLan.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Estruturas\LavFacilLan.exe","LavFacilLan.exe",".exe","0x014C","user32.dll"
"D:\AtelieProd\Equipexe\Estruturas\LavFacilLan.exe","LavFacilLan.exe",".exe","0x014C","advapi32.dll"
"D:\AtelieProd\Equipexe\Estruturas\LavFacilLan.exe","LavFacilLan.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Estruturas\LavFacilLan.exe","LavFacilLan.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Estruturas\LavFacilLan.exe","LavFacilLan.exe",".exe","0x014C","advapi32.dll"
"D:\AtelieProd\Equipexe\Estruturas\LavFacilLan.exe","LavFacilLan.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Estruturas\LavFacilLan.exe","LavFacilLan.exe",".exe","0x014C","mpr.dll"
"D:\AtelieProd\Equipexe\Estruturas\LavFacilLan.exe","LavFacilLan.exe",".exe","0x014C","version.dll"
"D:\AtelieProd\Equipexe\Estruturas\LavFacilLan.exe","LavFacilLan.exe",".exe","0x014C","gdi32.dll"
"D:\AtelieProd\Equipexe\Estruturas\LavFacilLan.exe","LavFacilLan.exe",".exe","0x014C","user32.dll"
"D:\AtelieProd\Equipexe\Estruturas\LavFacilLan.exe","LavFacilLan.exe",".exe","0x014C","ole32.dll"
"D:\AtelieProd\Equipexe\Estruturas\LavFacilLan.exe","LavFacilLan.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Estruturas\LavFacilLan.exe","LavFacilLan.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Estruturas\LavFacilLan.exe","LavFacilLan.exe",".exe","0x014C","ole32.dll"
"D:\AtelieProd\Equipexe\Estruturas\LavFacilLan.exe","LavFacilLan.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Estruturas\LavFacilLan.exe","LavFacilLan.exe",".exe","0x014C","comctl32.dll"
"D:\AtelieProd\Equipexe\Estruturas\LavFacilLan.exe","LavFacilLan.exe",".exe","0x014C","winspool.drv"
"D:\AtelieProd\Equipexe\Estruturas\LavFacilLan.exe","LavFacilLan.exe",".exe","0x014C","shell32.dll"
"D:\AtelieProd\Equipexe\Estruturas\LavFacilLan.exe","LavFacilLan.exe",".exe","0x014C","wininet.dll"
"D:\AtelieProd\Equipexe\Estruturas\LavFacilLan.exe","LavFacilLan.exe",".exe","0x014C","comdlg32.dll"
"D:\AtelieProd\Equipexe\Estruturas\LavFacilLan.exe","LavFacilLan.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Estruturas\LavFacilLan.exe","LavFacilLan.exe",".exe","0x014C","winspool.drv"
"D:\AtelieProd\Equipexe\Estruturas\LavFacilLan.exe","LavFacilLan.exe",".exe","0x014C","winmm.dll"
"D:\AtelieProd\Equipexe\Estruturas\LavFacilLan.exe","LavFacilLan.exe",".exe","0x014C","user32.dll"
"D:\AtelieProd\Equipexe\Estruturas\LavFacilLan.exe","LavFacilLan.exe",".exe","0x014C","BEMAFI32.DLL"
"D:\AtelieProd\Equipexe\Estruturas\LavFacilLan.exe","LavFacilLan.exe",".exe","0x014C","Mp20fi32.dll"
"D:\AtelieProd\Equipexe\Estruturas\LavFacilLan.exe","LavFacilLan.exe",".exe","0x014C","general32.dll"
"D:\AtelieProd\Equipexe\Estruturas\LavFacilLan.exe","LavFacilLan.exe",".exe","0x014C","qtintf70.dll"
"D:\AtelieProd\Equipexe\Estruturas\LavFacilLan.exe","LavFacilLan.exe",".exe","0x014C","qtintf70.dll"
"D:\AtelieProd\Equipexe\Exe\Alerta.exe","Alerta.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\Alerta.exe","Alerta.exe",".exe","0x014C","user32.dll"
"D:\AtelieProd\Equipexe\Exe\Alerta.exe","Alerta.exe",".exe","0x014C","advapi32.dll"
"D:\AtelieProd\Equipexe\Exe\Alerta.exe","Alerta.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\Alerta.exe","Alerta.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\Alerta.exe","Alerta.exe",".exe","0x014C","advapi32.dll"
"D:\AtelieProd\Equipexe\Exe\Alerta.exe","Alerta.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\Alerta.exe","Alerta.exe",".exe","0x014C","mpr.dll"
"D:\AtelieProd\Equipexe\Exe\Alerta.exe","Alerta.exe",".exe","0x014C","version.dll"
"D:\AtelieProd\Equipexe\Exe\Alerta.exe","Alerta.exe",".exe","0x014C","gdi32.dll"
"D:\AtelieProd\Equipexe\Exe\Alerta.exe","Alerta.exe",".exe","0x014C","user32.dll"
"D:\AtelieProd\Equipexe\Exe\Alerta.exe","Alerta.exe",".exe","0x014C","ole32.dll"
"D:\AtelieProd\Equipexe\Exe\Alerta.exe","Alerta.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\Alerta.exe","Alerta.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\Alerta.exe","Alerta.exe",".exe","0x014C","ole32.dll"
"D:\AtelieProd\Equipexe\Exe\Alerta.exe","Alerta.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\Alerta.exe","Alerta.exe",".exe","0x014C","comctl32.dll"
"D:\AtelieProd\Equipexe\Exe\Alerta.exe","Alerta.exe",".exe","0x014C","winspool.drv"
"D:\AtelieProd\Equipexe\Exe\Alerta.exe","Alerta.exe",".exe","0x014C","shell32.dll"
"D:\AtelieProd\Equipexe\Exe\Alerta.exe","Alerta.exe",".exe","0x014C","comdlg32.dll"
"D:\AtelieProd\Equipexe\Exe\Alerta.exe","Alerta.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\Alerta.exe","Alerta.exe",".exe","0x014C","winmm.dll"
"D:\AtelieProd\Equipexe\Exe\Anotacoes.exe","Anotacoes.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\Anotacoes.exe","Anotacoes.exe",".exe","0x014C","user32.dll"
"D:\AtelieProd\Equipexe\Exe\Anotacoes.exe","Anotacoes.exe",".exe","0x014C","advapi32.dll"
"D:\AtelieProd\Equipexe\Exe\Anotacoes.exe","Anotacoes.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\Anotacoes.exe","Anotacoes.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\Anotacoes.exe","Anotacoes.exe",".exe","0x014C","advapi32.dll"
"D:\AtelieProd\Equipexe\Exe\Anotacoes.exe","Anotacoes.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\Anotacoes.exe","Anotacoes.exe",".exe","0x014C","version.dll"
"D:\AtelieProd\Equipexe\Exe\Anotacoes.exe","Anotacoes.exe",".exe","0x014C","gdi32.dll"
"D:\AtelieProd\Equipexe\Exe\Anotacoes.exe","Anotacoes.exe",".exe","0x014C","user32.dll"
"D:\AtelieProd\Equipexe\Exe\Anotacoes.exe","Anotacoes.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\Anotacoes.exe","Anotacoes.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\Anotacoes.exe","Anotacoes.exe",".exe","0x014C","ole32.dll"
"D:\AtelieProd\Equipexe\Exe\Anotacoes.exe","Anotacoes.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\Anotacoes.exe","Anotacoes.exe",".exe","0x014C","comctl32.dll"
"D:\AtelieProd\Equipexe\Exe\Anotacoes.exe","Anotacoes.exe",".exe","0x014C","winspool.drv"
"D:\AtelieProd\Equipexe\Exe\Anotacoes.exe","Anotacoes.exe",".exe","0x014C","comdlg32.dll"
"D:\AtelieProd\Equipexe\Exe\Anotacoes.exe","Anotacoes.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\Anotacoes.exe","Anotacoes.exe",".exe","0x014C","winmm.dll"
"D:\AtelieProd\Equipexe\Exe\AX6R32.DLL","AX6R32.DLL",".DLL","0x014C","KERNEL32.dll"
"D:\AtelieProd\Equipexe\Exe\AX6R32.DLL","AX6R32.DLL",".DLL","0x014C","USER32.dll"
"D:\AtelieProd\Equipexe\Exe\AX6R32.DLL","AX6R32.DLL",".DLL","0x014C","GDI32.dll"
"D:\AtelieProd\Equipexe\Exe\Backup.exe","Backup.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\Backup.exe","Backup.exe",".exe","0x014C","user32.dll"
"D:\AtelieProd\Equipexe\Exe\Backup.exe","Backup.exe",".exe","0x014C","advapi32.dll"
"D:\AtelieProd\Equipexe\Exe\Backup.exe","Backup.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\Backup.exe","Backup.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\Backup.exe","Backup.exe",".exe","0x014C","advapi32.dll"
"D:\AtelieProd\Equipexe\Exe\Backup.exe","Backup.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\Backup.exe","Backup.exe",".exe","0x014C","version.dll"
"D:\AtelieProd\Equipexe\Exe\Backup.exe","Backup.exe",".exe","0x014C","gdi32.dll"
"D:\AtelieProd\Equipexe\Exe\Backup.exe","Backup.exe",".exe","0x014C","user32.dll"
"D:\AtelieProd\Equipexe\Exe\Backup.exe","Backup.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\Backup.exe","Backup.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\Backup.exe","Backup.exe",".exe","0x014C","ole32.dll"
"D:\AtelieProd\Equipexe\Exe\Backup.exe","Backup.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\Backup.exe","Backup.exe",".exe","0x014C","comctl32.dll"
"D:\AtelieProd\Equipexe\Exe\Backup.exe","Backup.exe",".exe","0x014C","shell32.dll"
"D:\AtelieProd\Equipexe\Exe\Backup.exe","Backup.exe",".exe","0x014C","shell32.dll"
"D:\AtelieProd\Equipexe\Exe\Backup.exe","Backup.exe",".exe","0x014C","comdlg32.dll"
"D:\AtelieProd\Equipexe\Exe\Backup.exe","Backup.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\BEMADP32.dll","BEMADP32.dll",".dll","0x014C","KERNEL32.dll"
"D:\AtelieProd\Equipexe\Exe\BemaFI32.dll","BemaFI32.dll",".dll","0x014C","KERNEL32.dll"
"D:\AtelieProd\Equipexe\Exe\BemaFI32.dll","BemaFI32.dll",".dll","0x014C","USER32.dll"
"D:\AtelieProd\Equipexe\Exe\BemaFI32.dll","BemaFI32.dll",".dll","0x014C","GDI32.dll"
"D:\AtelieProd\Equipexe\Exe\BemaFI32.dll","BemaFI32.dll",".dll","0x014C","VERSION.dll"
"D:\AtelieProd\Equipexe\Exe\BemaMFD.dll","BemaMFD.dll",".dll","0x014C","Ax6r32.dll"
"D:\AtelieProd\Equipexe\Exe\BemaMFD.dll","BemaMFD.dll",".dll","0x014C","KERNEL32.dll"
"D:\AtelieProd\Equipexe\Exe\BemaMFD.dll","BemaMFD.dll",".dll","0x014C","USER32.dll"
"D:\AtelieProd\Equipexe\Exe\BemaMFD.dll","BemaMFD.dll",".dll","0x014C","GDI32.dll"
"D:\AtelieProd\Equipexe\Exe\BemaMFD.dll","BemaMFD.dll",".dll","0x014C","comdlg32.dll"
"D:\AtelieProd\Equipexe\Exe\BemaMFD.dll","BemaMFD.dll",".dll","0x014C","WINSPOOL.DRV"
"D:\AtelieProd\Equipexe\Exe\BemaMFD.dll","BemaMFD.dll",".dll","0x014C","ADVAPI32.dll"
"D:\AtelieProd\Equipexe\Exe\BemaMFD.dll","BemaMFD.dll",".dll","0x014C","COMCTL32.dll"
"D:\AtelieProd\Equipexe\Exe\BemaMFD.dll","BemaMFD.dll",".dll","0x014C","ole32.dll"
"D:\AtelieProd\Equipexe\Exe\BemaMFD.dll","BemaMFD.dll",".dll","0x014C","OLEAUT32.dll"
"D:\AtelieProd\Equipexe\Exe\BemaMFD.dll","BemaMFD.dll",".dll","0x014C","VERSION.dll"
"D:\AtelieProd\Equipexe\Exe\BemaSAT32.dll","BemaSAT32.dll",".dll","0x014C","KERNEL32.dll"
"D:\AtelieProd\Equipexe\Exe\BemaSAT32.dll","BemaSAT32.dll",".dll","0x014C","ADVAPI32.dll"
"D:\AtelieProd\Equipexe\Exe\BemaSAT32.dll","BemaSAT32.dll",".dll","0x014C","VERSION.dll"
"D:\AtelieProd\Equipexe\Exe\BemaSAT64.dll","BemaSAT64.dll",".dll","0x8664","KERNEL32.dll"
"D:\AtelieProd\Equipexe\Exe\BemaSAT64.dll","BemaSAT64.dll",".dll","0x8664","ADVAPI32.dll"
"D:\AtelieProd\Equipexe\Exe\BemaSAT64.dll","BemaSAT64.dll",".dll","0x8664","VERSION.dll"
"D:\AtelieProd\Equipexe\Exe\borlndmm.dll","borlndmm.dll",".dll","0x014C","advapi32.dll"
"D:\AtelieProd\Equipexe\Exe\borlndmm.dll","borlndmm.dll",".dll","0x014C","user32.dll"
"D:\AtelieProd\Equipexe\Exe\borlndmm.dll","borlndmm.dll",".dll","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\borlndmm.dll","borlndmm.dll",".dll","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\borlndmm.dll","borlndmm.dll",".dll","0x014C","user32.dll"
"D:\AtelieProd\Equipexe\Exe\borlndmm.dll","borlndmm.dll",".dll","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\borlndmm.dll","borlndmm.dll",".dll","0x014C","user32.dll"
"D:\AtelieProd\Equipexe\Exe\borlndmm.dll","borlndmm.dll",".dll","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\CEP.exe","CEP.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\CEP.exe","CEP.exe",".exe","0x014C","user32.dll"
"D:\AtelieProd\Equipexe\Exe\CEP.exe","CEP.exe",".exe","0x014C","advapi32.dll"
"D:\AtelieProd\Equipexe\Exe\CEP.exe","CEP.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\CEP.exe","CEP.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\CEP.exe","CEP.exe",".exe","0x014C","advapi32.dll"
"D:\AtelieProd\Equipexe\Exe\CEP.exe","CEP.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\CEP.exe","CEP.exe",".exe","0x014C","version.dll"
"D:\AtelieProd\Equipexe\Exe\CEP.exe","CEP.exe",".exe","0x014C","gdi32.dll"
"D:\AtelieProd\Equipexe\Exe\CEP.exe","CEP.exe",".exe","0x014C","user32.dll"
"D:\AtelieProd\Equipexe\Exe\CEP.exe","CEP.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\CEP.exe","CEP.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\CEP.exe","CEP.exe",".exe","0x014C","ole32.dll"
"D:\AtelieProd\Equipexe\Exe\CEP.exe","CEP.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\CEP.exe","CEP.exe",".exe","0x014C","comctl32.dll"
"D:\AtelieProd\Equipexe\Exe\CEP.exe","CEP.exe",".exe","0x014C","winspool.drv"
"D:\AtelieProd\Equipexe\Exe\CEP.exe","CEP.exe",".exe","0x014C","comdlg32.dll"
"D:\AtelieProd\Equipexe\Exe\CEP.exe","CEP.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\ChamaExcell.exe","ChamaExcell.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\ChamaExcell.exe","ChamaExcell.exe",".exe","0x014C","user32.dll"
"D:\AtelieProd\Equipexe\Exe\ChamaExcell.exe","ChamaExcell.exe",".exe","0x014C","advapi32.dll"
"D:\AtelieProd\Equipexe\Exe\ChamaExcell.exe","ChamaExcell.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\ChamaExcell.exe","ChamaExcell.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\ChamaExcell.exe","ChamaExcell.exe",".exe","0x014C","advapi32.dll"
"D:\AtelieProd\Equipexe\Exe\ChamaExcell.exe","ChamaExcell.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\ChamaExcell.exe","ChamaExcell.exe",".exe","0x014C","version.dll"
"D:\AtelieProd\Equipexe\Exe\ChamaExcell.exe","ChamaExcell.exe",".exe","0x014C","gdi32.dll"
"D:\AtelieProd\Equipexe\Exe\ChamaExcell.exe","ChamaExcell.exe",".exe","0x014C","user32.dll"
"D:\AtelieProd\Equipexe\Exe\ChamaExcell.exe","ChamaExcell.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\ChamaExcell.exe","ChamaExcell.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\ChamaExcell.exe","ChamaExcell.exe",".exe","0x014C","ole32.dll"
"D:\AtelieProd\Equipexe\Exe\ChamaExcell.exe","ChamaExcell.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\ChamaExcell.exe","ChamaExcell.exe",".exe","0x014C","comctl32.dll"
"D:\AtelieProd\Equipexe\Exe\CobreBemX.dll","CobreBemX.dll",".dll","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\CobreBemX.dll","CobreBemX.dll",".dll","0x014C","user32.dll"
"D:\AtelieProd\Equipexe\Exe\CobreBemX.dll","CobreBemX.dll",".dll","0x014C","advapi32.dll"
"D:\AtelieProd\Equipexe\Exe\CobreBemX.dll","CobreBemX.dll",".dll","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\CobreBemX.dll","CobreBemX.dll",".dll","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\CobreBemX.dll","CobreBemX.dll",".dll","0x014C","advapi32.dll"
"D:\AtelieProd\Equipexe\Exe\CobreBemX.dll","CobreBemX.dll",".dll","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\CobreBemX.dll","CobreBemX.dll",".dll","0x014C","version.dll"
"D:\AtelieProd\Equipexe\Exe\CobreBemX.dll","CobreBemX.dll",".dll","0x014C","gdi32.dll"
"D:\AtelieProd\Equipexe\Exe\CobreBemX.dll","CobreBemX.dll",".dll","0x014C","user32.dll"
"D:\AtelieProd\Equipexe\Exe\CobreBemX.dll","CobreBemX.dll",".dll","0x014C","ole32.dll"
"D:\AtelieProd\Equipexe\Exe\CobreBemX.dll","CobreBemX.dll",".dll","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\CobreBemX.dll","CobreBemX.dll",".dll","0x014C","ole32.dll"
"D:\AtelieProd\Equipexe\Exe\CobreBemX.dll","CobreBemX.dll",".dll","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\CobreBemX.dll","CobreBemX.dll",".dll","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\CobreBemX.dll","CobreBemX.dll",".dll","0x014C","comctl32.dll"
"D:\AtelieProd\Equipexe\Exe\CobreBemX.dll","CobreBemX.dll",".dll","0x014C","winspool.drv"
"D:\AtelieProd\Equipexe\Exe\CobreBemX.dll","CobreBemX.dll",".dll","0x014C","comdlg32.dll"
"D:\AtelieProd\Equipexe\Exe\CobreBemX.dll","CobreBemX.dll",".dll","0x014C","winmm.dll"
"D:\AtelieProd\Equipexe\Exe\Conexao.exe","Conexao.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\Conexao.exe","Conexao.exe",".exe","0x014C","user32.dll"
"D:\AtelieProd\Equipexe\Exe\Conexao.exe","Conexao.exe",".exe","0x014C","advapi32.dll"
"D:\AtelieProd\Equipexe\Exe\Conexao.exe","Conexao.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\Conexao.exe","Conexao.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\Conexao.exe","Conexao.exe",".exe","0x014C","advapi32.dll"
"D:\AtelieProd\Equipexe\Exe\Conexao.exe","Conexao.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\Conexao.exe","Conexao.exe",".exe","0x014C","version.dll"
"D:\AtelieProd\Equipexe\Exe\Conexao.exe","Conexao.exe",".exe","0x014C","gdi32.dll"
"D:\AtelieProd\Equipexe\Exe\Conexao.exe","Conexao.exe",".exe","0x014C","user32.dll"
"D:\AtelieProd\Equipexe\Exe\Conexao.exe","Conexao.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\Conexao.exe","Conexao.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\Conexao.exe","Conexao.exe",".exe","0x014C","ole32.dll"
"D:\AtelieProd\Equipexe\Exe\Conexao.exe","Conexao.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\Conexao.exe","Conexao.exe",".exe","0x014C","comctl32.dll"
"D:\AtelieProd\Equipexe\Exe\Conexoes.exe","Conexoes.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\Conexoes.exe","Conexoes.exe",".exe","0x014C","user32.dll"
"D:\AtelieProd\Equipexe\Exe\Conexoes.exe","Conexoes.exe",".exe","0x014C","advapi32.dll"
"D:\AtelieProd\Equipexe\Exe\Conexoes.exe","Conexoes.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\Conexoes.exe","Conexoes.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\Conexoes.exe","Conexoes.exe",".exe","0x014C","advapi32.dll"
"D:\AtelieProd\Equipexe\Exe\Conexoes.exe","Conexoes.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\Conexoes.exe","Conexoes.exe",".exe","0x014C","mpr.dll"
"D:\AtelieProd\Equipexe\Exe\Conexoes.exe","Conexoes.exe",".exe","0x014C","version.dll"
"D:\AtelieProd\Equipexe\Exe\Conexoes.exe","Conexoes.exe",".exe","0x014C","gdi32.dll"
"D:\AtelieProd\Equipexe\Exe\Conexoes.exe","Conexoes.exe",".exe","0x014C","user32.dll"
"D:\AtelieProd\Equipexe\Exe\Conexoes.exe","Conexoes.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\Conexoes.exe","Conexoes.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\Conexoes.exe","Conexoes.exe",".exe","0x014C","ole32.dll"
"D:\AtelieProd\Equipexe\Exe\Conexoes.exe","Conexoes.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\Conexoes.exe","Conexoes.exe",".exe","0x014C","comctl32.dll"
"D:\AtelieProd\Equipexe\Exe\Conexoes.exe","Conexoes.exe",".exe","0x014C","comdlg32.dll"
"D:\AtelieProd\Equipexe\Exe\Conexoes.exe","Conexoes.exe",".exe","0x014C","wsock32.dll"
"D:\AtelieProd\Equipexe\Exe\ConfigXP2000.exe","ConfigXP2000.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\ConfigXP2000.exe","ConfigXP2000.exe",".exe","0x014C","user32.dll"
"D:\AtelieProd\Equipexe\Exe\ConfigXP2000.exe","ConfigXP2000.exe",".exe","0x014C","advapi32.dll"
"D:\AtelieProd\Equipexe\Exe\ConfigXP2000.exe","ConfigXP2000.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\ConfigXP2000.exe","ConfigXP2000.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\ConfigXP2000.exe","ConfigXP2000.exe",".exe","0x014C","advapi32.dll"
"D:\AtelieProd\Equipexe\Exe\ConfigXP2000.exe","ConfigXP2000.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\ConfigXP2000.exe","ConfigXP2000.exe",".exe","0x014C","version.dll"
"D:\AtelieProd\Equipexe\Exe\ConfigXP2000.exe","ConfigXP2000.exe",".exe","0x014C","gdi32.dll"
"D:\AtelieProd\Equipexe\Exe\ConfigXP2000.exe","ConfigXP2000.exe",".exe","0x014C","user32.dll"
"D:\AtelieProd\Equipexe\Exe\ConfigXP2000.exe","ConfigXP2000.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\ConfigXP2000.exe","ConfigXP2000.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\ConfigXP2000.exe","ConfigXP2000.exe",".exe","0x014C","ole32.dll"
"D:\AtelieProd\Equipexe\Exe\ConfigXP2000.exe","ConfigXP2000.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\ConfigXP2000.exe","ConfigXP2000.exe",".exe","0x014C","comctl32.dll"
"D:\AtelieProd\Equipexe\Exe\ConfigXP2000.exe","ConfigXP2000.exe",".exe","0x014C","shell32.dll"
"D:\AtelieProd\Equipexe\Exe\ConnectionODBC.exe","ConnectionODBC.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\ConnectionODBC.exe","ConnectionODBC.exe",".exe","0x014C","user32.dll"
"D:\AtelieProd\Equipexe\Exe\ConnectionODBC.exe","ConnectionODBC.exe",".exe","0x014C","advapi32.dll"
"D:\AtelieProd\Equipexe\Exe\ConnectionODBC.exe","ConnectionODBC.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\ConnectionODBC.exe","ConnectionODBC.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\ConnectionODBC.exe","ConnectionODBC.exe",".exe","0x014C","advapi32.dll"
"D:\AtelieProd\Equipexe\Exe\ConnectionODBC.exe","ConnectionODBC.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\ConnectionODBC.exe","ConnectionODBC.exe",".exe","0x014C","version.dll"
"D:\AtelieProd\Equipexe\Exe\ConnectionODBC.exe","ConnectionODBC.exe",".exe","0x014C","gdi32.dll"
"D:\AtelieProd\Equipexe\Exe\ConnectionODBC.exe","ConnectionODBC.exe",".exe","0x014C","user32.dll"
"D:\AtelieProd\Equipexe\Exe\ConnectionODBC.exe","ConnectionODBC.exe",".exe","0x014C","kernel32.dll"
"D:\AtelieProd\Equipexe\Exe\ConnectionODBC.exe","ConnectionODBC.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\ConnectionODBC.exe","ConnectionODBC.exe",".exe","0x014C","ole32.dll"
"D:\AtelieProd\Equipexe\Exe\ConnectionODBC.exe","ConnectionODBC.exe",".exe","0x014C","oleaut32.dll"
"D:\AtelieProd\Equipexe\Exe\ConnectionODBC.exe","ConnectionODBC.exe",".exe","0x014C","comctl32.dll"
