Executavel,ArquivoLayout,Indice,TamanhoBytes,ComponentesTPrefix,TiposMaisFrequentes,PossuiQuery,PossuiGrid,PossuiMenu,PossuiRelatorio
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.292.txt,292,90222,1528,Top:578; TQRLabel:283; Times:250; TQRShape:95; TQRDBText:79; Transparent:50; TQRBand:44; TQRSysData:30,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.293.txt,293,90363,1537,Top:575; TQRLabel:288; Times:259; TQRShape:91; TQRDBText:81; Transparent:49; TQRBand:43; TQRSysData:28,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.294.txt,294,90365,1539,Top:575; TQRLabel:298; Times:257; TQRShape:90; TQRDBText:78; Transparent:48; TQRBand:41; TQRSysData:26,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.295.txt,295,90278,1556,Top:579; TQRLabel:304; Times:253; TQRShape:90; TQRDBText:73; Transparent:48; TQRBand:43; Tag:36,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.296.txt,296,90616,1526,Top:532; Times:307; TQRLabel:278; TQRDBText:78; TQRBand:53; Transparent:52; TQRShape:42; Tag:41,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.297.txt,297,90599,1533,Top:536; Times:295; TQRLabel:282; TQRDBText:66; Transparent:57; TQRBand:56; TQRShape:43; Tag:41,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.298.txt,298,90607,1528,Top:533; Times:300; TQRLabel:281; TQRDBText:66; TQRBand:57; Transparent:56; TQRShape:45; Tag:41,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.299.txt,299,90609,1536,Top:533; Times:307; TQRLabel:287; Transparent:59; TQRDBText:59; TQRBand:56; TQRShape:46; Tag:41,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.3.txt,3,82738,1998,Top:500; TabOrder:176; TStringField:122; TLabel:102; TTable:96; TMenuItem:62; TableType:59; TEdit:53,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.30.txt,30,88095,1728,Top:493; TabOrder:218; TLabel:139; TStringField:78; TEdit:62; TMenuItem:56; TTable:45; TPanel:41,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.300.txt,300,90619,1534,Top:534; Times:307; TQRLabel:295; TQRBand:55; TQRDBText:54; Transparent:54; TQRShape:49; Tag:41,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.301.txt,301,90590,1536,Top:549; TQRLabel:293; Times:281; TQRShape:62; TQRBand:59; Transparent:53; TQRDBText:41; Tag:41,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.302.txt,302,90507,1543,Top:564; TQRLabel:287; Times:270; TQRShape:81; TQRBand:57; Transparent:53; TQRSysData:43; TQRDBText:41,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.303.txt,303,90559,1529,Top:562; Times:276; TQRLabel:272; TQRShape:83; Transparent:58; TQRBand:57; TQRDBText:50; TQRSysData:45,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.304.txt,304,90539,1559,Top:573; Times:283; TQRLabel:274; TQRShape:99; Transparent:66; TQRBand:53; TQRSysData:47; TQRDBText:43,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.305.txt,305,90430,1584,Top:586; TQRLabel:283; Times:281; TQRShape:117; Transparent:73; TQRBand:48; TQRDBText:43; TQRSysData:42,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.306.txt,306,90455,1582,Top:584; TQRLabel:286; Times:276; TQRShape:119; Transparent:80; TQRBand:46; TQRDBText:42; TQRSysData:38,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.307.txt,307,90357,1623,Top:617; TQRLabel:288; Times:251; TQRShape:166; Transparent:85; TQRBand:42; TQRDBText:38; TQRSysData:36,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.308.txt,308,90214,1624,Top:640; TQRLabel:317; Times:210; TQRShape:174; Transparent:83; TQRBand:38; TQRDBText:37; TQRSysData:31,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.309.txt,309,90109,1624,Top:652; TQRLabel:347; Times:194; TQRShape:172; Transparent:82; TQRDBText:34; TQRBand:33; TQRSysData:28,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.31.txt,31,87673,1689,Top:474; TabOrder:230; TLabel:145; TStringField:93; TEdit:64; TPanel:54; TMenuItem:50; TDBLookupCombo:34,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.310.txt,310,89895,1630,Top:665; TQRLabel:385; Times:175; TQRShape:169; Transparent:86; TQRDBText:31; TQRBand:28; TQRSysData:23,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.311.txt,311,89744,1620,Top:668; TQRLabel:438; Times:153; TQRShape:138; Transparent:99; TQRBand:24; TQRDBText:23; TQRSysData:20,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.312.txt,312,89656,1634,Top:685; TQRLabel:454; TQRShape:154; Times:138; Transparent:98; TQRBand:21; TQRDBText:20; TQRSysData:15,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.313.txt,313,89584,1641,Top:695; TQRLabel:483; TQRShape:153; Times:125; Transparent:103; TQRDBText:16; TQRBand:16; TQRSysData:10,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.314.txt,314,89360,1652,Top:709; TQRLabel:481; TQRShape:167; Times:103; Transparent:103; TQRMemo:16; TQRBand:12; TQRSysData:10,nao,nao,nao,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.315.txt,315,89139,1614,Top:708; TQRLabel:453; TQRShape:159; Times:80; Transparent:75; TQRDBText:21; TQRMemo:18; TQRBand:17,nao,nao,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.316.txt,316,87063,1628,Top:564; TabOrder:191; TLabel:100; Times:74; TQRLabel:70; TCheckBox:67; TQRShape:55; TEdit:53,sim,nao,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.317.txt,317,87174,1617,Top:563; TabOrder:207; TLabel:124; TCheckBox:82; TQRLabel:58; Times:54; TEdit:53; Text:42,sim,nao,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.318.txt,318,87251,1605,Top:555; TabOrder:231; TLabel:128; TCheckBox:85; TEdit:60; TQRLabel:50; Text:44; Times:40,sim,nao,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.319.txt,319,87472,1587,Top:536; TabOrder:270; TLabel:130; TCheckBox:107; TEdit:67; Text:46; TQRLabel:28; TMenuItem:28,sim,nao,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.32.txt,32,86696,1745,Top:432; TabOrder:204; TLabel:121; TStringField:115; TMenuItem:94; TPanel:59; TEdit:40; TitleFont:36,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.320.txt,320,87411,1582,Top:538; TabOrder:287; TLabel:158; TCheckBox:108; TEdit:81; Text:49; TMenuItem:28; TBevel:27,sim,nao,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.321.txt,321,88017,1591,Top:545; TabOrder:301; TLabel:157; TCheckBox:116; TEdit:96; Text:51; TBevel:27; TMenuItem:23,sim,nao,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.322.txt,322,88311,1567,Top:552; TabOrder:290; TLabel:189; TCheckBox:115; TEdit:96; Text:49; TBevel:28; TRadioGroup:20,sim,nao,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.323.txt,323,88949,1578,Top:554; TabOrder:324; TLabel:177; TEdit:130; TCheckBox:124; Text:64; TBevel:27; TComboBox:23,nao,nao,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.324.txt,324,89569,1601,Top:560; TabOrder:335; TLabel:177; TEdit:135; TCheckBox:132; Text:67; TBevel:26; TComboBox:26,nao,nao,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.325.txt,325,89560,1593,Top:562; TabOrder:332; TLabel:183; TEdit:135; TCheckBox:132; Text:67; TBevel:26; TComboBox:26,nao,nao,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.326.txt,326,89782,1583,Top:563; TabOrder:323; TLabel:199; TCheckBox:132; TEdit:131; Text:66; TBevel:26; TComboBox:26,nao,nao,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.327.txt,327,90224,1599,Top:567; TabOrder:331; TLabel:197; TEdit:134; TCheckBox:132; Text:73; TComboBox:32; TBevel:26,nao,nao,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.328.txt,328,6462,113,Top:24; TMenuItem:13; TStringField:9; TabOrder:8; TSpeedButton:6; TFloatField:6; TBitBtn:4; TitleFont:4,nao,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.329.txt,329,4334,75,Top:11; TStringField:9; TMenuItem:7; TFloatField:6; TabOrder:4; TitleFont:4; TSpeedButton:3; TBitBtn:2,nao,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.33.txt,33,84773,1900,Top:392; TStringField:163; TabOrder:156; TMenuItem:149; TTable:77; TLabel:72; TPanel:56; TitleFont:52,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.34.txt,34,84771,1898,Top:392; TStringField:163; TabOrder:156; TMenuItem:149; TTable:77; TLabel:73; TPanel:56; TitleFont:52,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.35.txt,35,82898,1774,Top:402; TabOrder:162; TMenuItem:141; TStringField:112; TLabel:77; TTable:75; TPanel:50; TBitBtn:46,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.36.txt,36,82996,1771,Top:402; TabOrder:161; TMenuItem:140; TStringField:112; TLabel:77; TTable:75; TPanel:51; TBitBtn:45,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.37.txt,37,82691,1644,Top:426; TabOrder:148; TMenuItem:105; TLabel:100; TTable:81; TStringField:80; TBitBtn:43; TEdit:40,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.38.txt,38,82760,1564,Top:435; TabOrder:156; TLabel:110; TMenuItem:91; TTable:72; TStringField:59; TEdit:48; TBitBtn:43,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.39.txt,39,82357,1514,Top:434; TabOrder:159; TLabel:110; TMenuItem:89; TTable:69; TEdit:48; TStringField:46; TBitBtn:44,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.4.txt,4,82568,2030,Top:486; TabOrder:176; TStringField:138; TLabel:97; TTable:96; TableType:61; TMenuItem:55; TEdit:53,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.40.txt,40,82669,1554,Top:445; TabOrder:157; TLabel:110; TMenuItem:89; TTable:77; TEdit:47; TBitBtn:43; TStringField:33,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.41.txt,41,82813,1458,Top:467; TabOrder:167; TLabel:135; TEdit:64; TTable:63; TMenuItem:60; TBitBtn:41; TDataSource:29,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.42.txt,42,82964,1461,Top:473; TabOrder:165; TLabel:144; TEdit:64; TTable:63; TMenuItem:59; TBitBtn:40; TDataSource:29,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.43.txt,43,82971,1458,Top:469; TabOrder:168; TLabel:140; TEdit:65; TTable:63; TMenuItem:57; TBitBtn:39; TDataSource:29,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.44.txt,44,83335,1459,Top:467; TabOrder:170; TLabel:135; TTable:63; TMenuItem:60; TEdit:59; TBitBtn:37; TDataSource:29,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.45.txt,45,83479,1425,Top:459; TabOrder:170; TLabel:139; TMenuItem:63; TEdit:60; TTable:58; TBitBtn:37; Text:25,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.46.txt,46,83597,1427,Top:459; TabOrder:170; TLabel:139; TMenuItem:63; TEdit:61; TTable:58; TBitBtn:37; Text:26,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.47.txt,47,83386,1420,Top:457; TabOrder:170; TLabel:138; TMenuItem:63; TEdit:61; TTable:58; TBitBtn:38; Text:26,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.48.txt,48,84148,1433,Top:462; TabOrder:168; TLabel:143; TMenuItem:63; TEdit:60; TTable:59; TBitBtn:36; Text:26,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.49.txt,49,83278,1346,Top:435; TabOrder:163; TLabel:139; TEdit:59; TMenuItem:43; TTable:39; TBitBtn:33; Text:26,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.5.txt,5,76796,1694,Top:431; TabOrder:176; TStringField:105; TLabel:97; TTable:62; TMenuItem:55; TEdit:53; Text:51,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.50.txt,50,83165,1345,Top:432; TabOrder:161; TLabel:138; TEdit:57; TMenuItem:41; TTable:39; TBitBtn:31; TitleFont:28,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.51.txt,51,83250,1301,Top:418; TabOrder:163; TLabel:132; TEdit:60; TMenuItem:39; TBitBtn:31; TTable:29; TitleFont:28,nao,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.52.txt,52,83287,1359,Top:438; TabOrder:168; TLabel:135; TEdit:56; TMenuItem:39; TTable:34; TitleFont:32; TBitBtn:30,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.53.txt,53,82994,1328,Top:427; TabOrder:171; TLabel:132; TEdit:57; TMenuItem:39; TBitBtn:32; TTable:30; Text:30,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.54.txt,54,83354,1379,Top:420; TabOrder:167; TLabel:129; TEdit:55; TMenuItem:37; TStringField:33; TTable:31; TBitBtn:30,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.55.txt,55,83752,1412,Top:402; TabOrder:161; TLabel:120; TStringField:61; TMenuItem:56; TEdit:54; Text:30; TBitBtn:28,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.56.txt,56,84408,1478,Top:410; TabOrder:159; TLabel:123; TStringField:61; TMenuItem:58; TEdit:54; TTable:34; Text:30,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.57.txt,57,83856,1482,Top:407; TabOrder:158; TLabel:117; TMenuItem:61; TStringField:61; TEdit:49; TTable:38; TBitBtn:31,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.58.txt,58,83751,1479,Top:404; TabOrder:158; TLabel:115; TMenuItem:61; TStringField:61; TEdit:49; TTable:38; TBitBtn:31,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.59.txt,59,83789,1517,Top:409; TabOrder:152; TLabel:112; TStringField:66; TMenuItem:65; TEdit:48; TTable:45; TDataSource:34,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.6.txt,6,71955,1559,Top:400; TabOrder:168; TStringField:92; TLabel:89; TTable:54; TEdit:52; Text:49; TMenuItem:42,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.60.txt,60,83197,1397,Top:384; TabOrder:147; TLabel:117; TMenuItem:63; TStringField:59; TEdit:56; TBitBtn:32; TTable:32,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.61.txt,61,83546,1442,Top:387; TabOrder:148; TLabel:114; TStringField:66; TMenuItem:65; TEdit:56; TTable:35; TitleFont:32,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.62.txt,62,83723,1485,Top:395; TabOrder:140; TLabel:109; TStringField:75; TMenuItem:60; TEdit:42; TTable:38; TitleFont:32,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.63.txt,63,83119,1484,Top:392; TabOrder:150; TLabel:97; TStringField:75; TMenuItem:55; TEdit:40; TTable:38; TitleFont:36,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.64.txt,64,83386,1536,Top:392; TabOrder:147; TLabel:98; TStringField:93; TMenuItem:51; TTable:40; TEdit:37; TitleFont:36,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.65.txt,65,83778,1609,Top:380; TabOrder:141; TStringField:130; TLabel:92; TMenuItem:49; TTable:41; TitleFont:36; TEdit:33,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.66.txt,66,84113,1692,Top:376; TStringField:156; TabOrder:135; TLabel:88; TMenuItem:51; TTable:44; TitleFont:36; TDataSource:36,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.67.txt,67,86488,2003,Top:354; TStringField:264; TMenuItem:117; TabOrder:115; TLabel:76; TTable:59; TDataSource:46; TFloatField:41,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.68.txt,68,86950,2222,Top:426; TStringField:257; TTable:113; TabOrder:104; TMenuItem:95; TLabel:80; TDataSource:67; TableName:63,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.69.txt,69,87438,2237,Top:434; TStringField:257; TTable:109; TabOrder:107; TMenuItem:96; TLabel:89; TDataSource:65; TableName:63,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.7.txt,7,68002,1419,Top:354; TabOrder:142; TStringField:92; TLabel:77; TTable:54; TMenuItem:38; TableType:38; TEdit:35,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.70.txt,70,87716,2262,Top:445; TStringField:257; TabOrder:110; TTable:109; TLabel:99; TMenuItem:94; TDataSource:65; TableName:63,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.71.txt,71,87744,2274,Top:443; TStringField:259; TTable:113; TabOrder:112; TLabel:96; TMenuItem:90; TableName:63; TDataSource:60,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.72.txt,72,87816,2282,Top:447; TStringField:259; TTable:113; TabOrder:108; TLabel:102; TMenuItem:92; TableName:63; TDataSource:60,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.73.txt,73,88074,2290,Top:459; TStringField:259; TTable:113; TLabel:103; TabOrder:99; TMenuItem:90; TableName:63; TDataSource:60,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.74.txt,74,88545,2259,Top:471; TStringField:241; TabOrder:128; TTable:106; TLabel:102; TMenuItem:96; TableName:58; TDataSource:54,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.75.txt,75,84617,1433,Top:443; TabOrder:169; TLabel:145; TMenuItem:96; TEdit:52; TSpeedButton:34; TitleFont:32; Text:30,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.76.txt,76,84356,1402,Top:438; TabOrder:151; TLabel:148; TMenuItem:92; TSpeedButton:46; TEdit:45; TitleFont:32; TTable:29,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.77.txt,77,84551,1347,Top:422; TabOrder:174; TLabel:124; TMenuItem:90; TEdit:59; TSpeedButton:46; Text:40; TitleFont:28,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.78.txt,78,84052,1345,Top:424; TabOrder:179; TLabel:124; TMenuItem:86; TEdit:59; TSpeedButton:45; Text:40; TPanel:29,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.79.txt,79,83097,1541,Top:391; TabOrder:154; TLabel:110; TStringField:89; TMenuItem:79; TEdit:50; Text:40; TTable:40,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.8.txt,8,62424,1265,Top:300; TabOrder:117; TStringField:92; TTable:54; TLabel:53; TableType:38; TMenuItem:35; TEdit:27,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.80.txt,80,83505,1618,Top:391; TabOrder:151; TStringField:113; TLabel:110; TMenuItem:75; TEdit:50; TTable:42; Text:40,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.81.txt,81,83064,1694,Top:401; TabOrder:141; TStringField:125; TLabel:95; TMenuItem:78; TTable:70; TableName:41; TEdit:39,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.82.txt,82,83683,1755,Top:408; TabOrder:146; TStringField:143; TLabel:90; TTable:73; TMenuItem:70; TEdit:48; TableName:46,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.83.txt,83,83833,1764,Top:407; TabOrder:147; TStringField:143; TLabel:88; TTable:73; TMenuItem:70; TEdit:47; TableName:46,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.84.txt,84,83833,1750,Top:403; TabOrder:145; TStringField:137; TLabel:88; TTable:71; TMenuItem:68; TEdit:48; TitleFont:44,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.85.txt,85,83998,1759,Top:415; TStringField:137; TabOrder:136; TLabel:109; TTable:71; TMenuItem:62; TitleFont:44; TableName:44,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.86.txt,86,84493,1736,Top:413; TabOrder:157; TStringField:137; TLabel:97; TTable:67; TEdit:55; TableName:44; TMenuItem:39,nao,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.87.txt,87,84511,1716,Top:406; TabOrder:155; TStringField:137; TLabel:96; TTable:67; TEdit:55; TableName:44; TitleFont:40,nao,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.88.txt,88,84489,1725,Top:402; TabOrder:158; TStringField:133; TLabel:96; TTable:62; TEdit:56; TitleFont:48; TableName:39,sim,sim,sim,nao
