Executavel,ArquivoLayout,Indice,TamanhoBytes,ComponentesTPrefix,TiposMaisFrequentes,PossuiQuery,PossuiGrid,PossuiMenu,PossuiRelatorio
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.107.txt,107,87572,1912,Top:439; TStringField:176; TabOrder:152; TLabel:112; TTable:80; TMenuItem:67; TableName:49; TDataSource:48,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.108.txt,108,85129,1479,Top:394; TabOrder:170; TLabel:112; TStringField:75; TitleFont:48; TMenuItem:44; TEdit:42; Text:33,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.109.txt,109,85002,1496,Top:396; TabOrder:177; TLabel:112; TStringField:79; TitleFont:44; TEdit:42; TTable:35; TMenuItem:35,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.11.txt,11,54980,1073,Top:235; TStringField:92; TabOrder:83; TTable:51; TableType:38; TLabel:36; TDataSource:25; TFloatField:22,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.110.txt,110,85109,1513,Top:377; TabOrder:161; TLabel:109; TStringField:97; TitleFont:44; TEdit:39; TTable:38; TMenuItem:35,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.111.txt,111,85665,1660,Top:380; TabOrder:144; TStringField:102; TLabel:98; TMenuItem:66; TTable:59; TableName:48; TDataSource:40,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.112.txt,112,85044,1680,Top:382; TabOrder:137; TStringField:103; TLabel:93; TMenuItem:73; TTable:66; TableName:47; TDataSource:44,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.113.txt,113,83657,1418,Top:365; TabOrder:144; TLabel:101; TMenuItem:73; TStringField:56; TEdit:47; TitleFont:40; TTable:39,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.114.txt,114,83985,1477,Top:373; TabOrder:143; TLabel:102; TMenuItem:83; TStringField:63; TEdit:46; TTable:45; TitleFont:40,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.115.txt,115,84265,1488,Top:379; TabOrder:144; TLabel:108; TMenuItem:81; TStringField:63; TEdit:51; TTable:45; TitleFont:40,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.116.txt,116,84347,1600,Top:395; TabOrder:143; TLabel:101; TStringField:86; TMenuItem:84; TTable:60; TEdit:46; TDataSource:43,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.117.txt,117,84499,1629,Top:402; TabOrder:148; TLabel:101; TStringField:86; TMenuItem:86; TTable:63; TEdit:46; TDataSource:44,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.118.txt,118,80624,1254,Top:340; TabOrder:116; TMenuItem:97; TLabel:96; TitleFont:52; TStringField:47; TEdit:39; TSpeedButton:36,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.119.txt,119,80409,1249,Top:335; TabOrder:112; TMenuItem:98; TLabel:92; TitleFont:52; TStringField:50; TSpeedButton:39; TEdit:38,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.12.txt,12,52852,1034,Top:219; TStringField:92; TabOrder:76; TTable:50; TableType:38; TLabel:30; TDataSource:25; TFloatField:22,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.120.txt,120,80231,1238,Top:331; TabOrder:111; TMenuItem:96; TLabel:89; TitleFont:56; TStringField:50; TSpeedButton:41; TEdit:36,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.121.txt,121,80020,1247,Top:324; TabOrder:104; TMenuItem:102; TLabel:83; TStringField:59; TitleFont:56; TSpeedButton:45; TTable:35,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.122.txt,122,79720,1240,Top:317; TMenuItem:108; TabOrder:99; TLabel:75; TitleFont:60; TStringField:59; TSpeedButton:48; TTable:36,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.123.txt,123,79121,1229,Top:302; TMenuItem:131; TabOrder:90; TLabel:65; TitleFont:64; TStringField:59; TSpeedButton:52; TTable:36,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.124.txt,124,79748,1251,Top:283; TMenuItem:183; TabOrder:81; TitleFont:64; TStringField:59; TLabel:58; TSpeedButton:52; TTable:36,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.125.txt,125,80443,1301,Top:260; TMenuItem:189; TStringField:102; TabOrder:75; TitleFont:56; TLabel:54; TSpeedButton:48; TTable:31,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.126.txt,126,80958,1551,Top:257; TMenuItem:187; TStringField:172; TabOrder:54; TTable:53; TitleFont:52; TSpeedButton:48; TDataSource:34,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.127.txt,127,80472,1491,Top:246; TMenuItem:190; TStringField:160; TitleFont:52; TTable:52; TSpeedButton:51; TabOrder:48; TableType:34,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.128.txt,128,79832,1420,Top:225; TMenuItem:190; TStringField:160; TSpeedButton:56; TitleFont:48; TTable:47; TabOrder:42; TDataSource:30,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.129.txt,129,79619,1395,Top:220; TMenuItem:189; TStringField:160; TSpeedButton:61; TTable:45; TitleFont:44; TabOrder:35; TableType:30,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.13.txt,13,48914,979,Top:207; TStringField:90; TabOrder:73; TTable:49; TableType:37; TLabel:30; TDataSource:24; TFloatField:22,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.130.txt,130,79732,1388,Top:218; TMenuItem:194; TStringField:159; TSpeedButton:61; TitleFont:44; TTable:43; TabOrder:36; TableType:30,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.131.txt,131,79737,1387,Top:218; TMenuItem:192; TStringField:159; TSpeedButton:61; TitleFont:44; TTable:43; TabOrder:36; TableType:30,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.132.txt,132,79950,1411,Top:219; TMenuItem:192; TStringField:166; TSpeedButton:59; TTable:45; TitleFont:44; TabOrder:36; TableType:31,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.133.txt,133,79666,1385,Top:222; TMenuItem:187; TStringField:157; TSpeedButton:61; TitleFont:44; TTable:44; TabOrder:36; TableType:31,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.134.txt,134,79597,1389,Top:224; TMenuItem:191; TStringField:155; TSpeedButton:61; TTable:48; TitleFont:44; TabOrder:37; TDataSource:31,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.135.txt,135,79476,1364,Top:215; TMenuItem:194; TStringField:150; TSpeedButton:62; TTable:49; TitleFont:44; TabOrder:37; TDataSource:32,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.136.txt,136,79461,1350,Top:215; TMenuItem:194; TStringField:141; TSpeedButton:62; TTable:48; TitleFont:47; TabOrder:38; TDataSource:32,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.137.txt,137,79890,1405,Top:212; TMenuItem:196; TStringField:173; TSpeedButton:60; TTable:48; TitleFont:44; TabOrder:37; TDataSource:32,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.138.txt,138,75871,1002,Top:211; TMenuItem:149; TSpeedButton:78; TitleFont:60; TStringField:60; TabOrder:44; Title:30; TTable:29,sim,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.139.txt,139,75849,1012,Top:215; TMenuItem:147; TSpeedButton:75; TitleFont:60; TStringField:60; TabOrder:47; TTable:29; Title:27,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.14.txt,14,48846,974,Top:205; TStringField:90; TabOrder:73; TTable:49; TableType:37; TLabel:30; TDataSource:24; TFloatField:22,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.140.txt,140,76586,1034,Top:230; TMenuItem:138; TSpeedButton:72; TStringField:60; TabOrder:57; TitleFont:56; TTable:28; Title:25,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.141.txt,141,77619,1056,Top:245; TMenuItem:126; TabOrder:73; TSpeedButton:67; TStringField:60; TitleFont:52; TTable:27; TLabel:23,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.142.txt,142,78539,1094,Top:260; TMenuItem:118; TabOrder:84; TSpeedButton:62; TStringField:60; TitleFont:52; TLabel:36; TTable:26,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.143.txt,143,79232,1226,Top:307; TMenuItem:112; TabOrder:89; TStringField:58; TSpeedButton:57; TTable:52; TitleFont:48; TDataSource:39,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.144.txt,144,79466,1265,Top:331; TMenuItem:104; TabOrder:93; TLabel:60; TStringField:58; TSpeedButton:53; TTable:51; TitleFont:44,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.145.txt,145,80543,1295,Top:340; TabOrder:112; TMenuItem:92; TLabel:66; TStringField:58; TSpeedButton:48; TTable:46; TitleFont:40,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.146.txt,146,81212,1363,Top:372; TabOrder:133; TLabel:87; TMenuItem:81; TStringField:58; TTable:44; TSpeedButton:43; TitleFont:36,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.147.txt,147,82334,1399,Top:381; TabOrder:146; TLabel:87; TMenuItem:73; TStringField:63; TTable:46; TSpeedButton:38; TDataSource:35,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.148.txt,148,83286,1484,Top:388; TabOrder:143; TLabel:87; TMenuItem:79; TStringField:72; TTable:50; TDataSource:42; TableName:36,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.149.txt,149,84243,1478,Top:370; TabOrder:141; TMenuItem:127; TLabel:87; TStringField:72; TTable:45; TDataSource:38; TableName:31,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.15.txt,15,48567,967,Top:203; TStringField:90; TabOrder:72; TTable:49; TableType:37; TLabel:30; TDataSource:24; TFloatField:22,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.150.txt,150,85256,1655,Top:392; TabOrder:138; TMenuItem:124; TStringField:102; TLabel:87; TTable:63; TDataSource:53; TableName:45,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.151.txt,151,86236,1829,Top:423; TabOrder:135; TStringField:135; TMenuItem:115; TTable:88; TLabel:87; TDataSource:67; TableName:54,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.152.txt,152,86979,1944,Top:466; TabOrder:141; TStringField:140; TTable:109; TMenuItem:98; TLabel:96; TDataSource:72; TableName:60,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.153.txt,153,87321,1957,Top:475; TabOrder:159; TStringField:136; TTable:109; TLabel:96; TMenuItem:88; TDataSource:73; TableName:60,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.154.txt,154,87646,2018,Top:492; TabOrder:156; TStringField:138; TTable:126; TLabel:96; TMenuItem:86; TDataSource:78; TableName:64,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.155.txt,155,87636,2129,Top:409; TStringField:214; TMenuItem:152; TTable:130; TabOrder:110; TLabel:68; TDataSource:65; TableName:58,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.156.txt,156,85389,1968,Top:327; TMenuItem:230; TStringField:188; TTable:112; TabOrder:75; TableName:45; TDataSource:44; TableType:41,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.157.txt,157,85712,2115,Top:319; TMenuItem:240; TStringField:224; TTable:130; TabOrder:51; TableType:50; TableName:48; TDataSource:44,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.158.txt,158,82059,1829,Top:331; TMenuItem:199; TStringField:149; TTable:101; TabOrder:72; TitleFont:44; TDataSource:42; TableType:42,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.159.txt,159,82104,1896,Top:361; TMenuItem:203; TStringField:140; TTable:115; TabOrder:74; TDataSource:56; TableName:53; TableType:52,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.16.txt,16,44570,855,Top:185; TStringField:75; TabOrder:65; TTable:46; TableType:37; TLabel:26; TDataSource:23; TFloatField:20,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.160.txt,160,82146,1942,Top:405; TMenuItem:193; TStringField:132; TTable:125; TabOrder:98; TDataSource:58; TLabel:53; TableName:50,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.161.txt,161,81488,1951,Top:472; TMenuItem:148; TTable:130; TabOrder:125; TStringField:87; TLabel:71; TDataSource:70; TableName:55,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.162.txt,162,81533,1955,Top:459; TMenuItem:163; TTable:138; TabOrder:111; TStringField:90; TDataSource:74; TLabel:61; TableName:57,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.163.txt,163,81205,1907,Top:448; TMenuItem:160; TTable:130; TabOrder:111; TStringField:90; TDataSource:72; TLabel:59; TableName:56,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.164.txt,164,80123,1733,Top:427; TMenuItem:155; TabOrder:111; TTable:107; TDataSource:74; TStringField:57; TLabel:57; TableName:54,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.165.txt,165,80358,1728,Top:421; TMenuItem:170; TabOrder:108; TTable:107; TDataSource:73; TLabel:57; TStringField:56; TableName:54,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.166.txt,166,80703,1734,Top:418; TMenuItem:201; TabOrder:106; TTable:105; TDataSource:74; TableName:58; TLabel:57; TStringField:52,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.167.txt,167,80639,1777,Top:441; TMenuItem:193; TTable:117; TabOrder:106; TDataSource:80; TableName:59; TLabel:57; TStringField:46,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.168.txt,168,80501,1763,Top:432; TMenuItem:199; TTable:117; TabOrder:99; TDataSource:80; TableName:59; TLabel:52; TStringField:48,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.169.txt,169,80495,1766,Top:432; TMenuItem:199; TTable:117; TabOrder:99; TDataSource:80; TableName:59; TLabel:52; TStringField:48,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.17.txt,17,36053,511,Top:88; TStringField:70; TabOrder:46; TFloatField:20; TLabel:16; TZ:16; TEdit:13; Text:13,nao,sim,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.170.txt,170,80208,1725,Top:414; TMenuItem:198; TTable:117; TabOrder:89; TDataSource:80; TableName:59; TStringField:48; TableType:46,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.171.txt,171,79580,1556,Top:378; TMenuItem:189; TTable:94; TabOrder:89; TDataSource:61; TSpeedButton:45; TableName:44; TLabel:43,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.172.txt,172,80072,1583,Top:366; TMenuItem:197; TTable:93; TabOrder:85; TDataSource:61; TStringField:55; TableName:45; TSpeedButton:43,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.173.txt,173,79001,1578,Top:369; TMenuItem:186; TabOrder:85; TTable:85; TDataSource:58; TStringField:54; TableName:47; TLabel:46,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.174.txt,174,79030,1588,Top:376; TMenuItem:186; TabOrder:85; TTable:80; TDataSource:55; TStringField:54; TLabel:53; TableName:43,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.175.txt,175,78444,1571,Top:375; TMenuItem:179; TabOrder:102; TTable:75; TStringField:52; TLabel:51; TDataSource:47; TSpeedButton:42,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.176.txt,176,78625,1478,Top:365; TMenuItem:183; TabOrder:89; TTable:66; TSpeedButton:42; TDataSource:41; TitleFont:40; TLabel:37,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.177.txt,177,78534,1447,Top:368; TMenuItem:168; TabOrder:97; TTable:58; TLabel:44; TSpeedButton:41; TDataSource:37; TitleFont:36,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.178.txt,178,73774,1386,Top:353; TMenuItem:159; TabOrder:93; TTable:55; TLabel:43; TSpeedButton:36; TDataSource:34; TitleFont:32,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.179.txt,179,60958,1122,Top:304; TabOrder:90; TMenuItem:89; TLabel:43; TTable:36; TSpeedButton:30; TitleFont:28; TStringField:27,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.18.txt,18,20213,36,TZ:16; Top:4; TitleFont:4; TabOrder:2; TPF0:1; TFC_AjudaEquipe:1; TextHeight:1; TDBGrid:1,nao,sim,nao,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.180.txt,180,56326,1056,Top:291; TabOrder:87; TMenuItem:81; TLabel:43; TTable:34; TSpeedButton:25; TitleFont:24; TStringField:22,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.181.txt,181,51889,1006,Top:279; TabOrder:84; TMenuItem:73; TLabel:43; TTable:33; TStringField:22; TSpeedButton:20; TitleFont:20,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.182.txt,182,47323,951,Top:267; TabOrder:81; TMenuItem:65; TLabel:43; TTable:32; TStringField:22; TDataSource:19; TableName:17,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.183.txt,183,42797,892,Top:255; TabOrder:78; TMenuItem:57; TLabel:43; TTable:31; TStringField:22; TDataSource:18; TableName:16,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.184.txt,184,38174,839,Top:243; TabOrder:75; TMenuItem:47; TLabel:43; TTable:30; TStringField:22; TDataSource:17; TableName:15,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.185.txt,185,31686,715,Top:226; TabOrder:72; TLabel:43; TMenuItem:36; TTable:26; TDataSource:14; TBitBtn:13; Times:13,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.186.txt,186,29890,690,Top:218; TabOrder:70; TLabel:39; TMenuItem:36; TTable:26; TDataSource:14; Times:13; TQuery:12,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.187.txt,187,29337,674,Top:212; TabOrder:68; TLabel:36; TMenuItem:36; TTable:26; TDataSource:14; Times:13; TQuery:12,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.188.txt,188,27800,624,Top:194; TabOrder:58; TMenuItem:36; TLabel:30; TTable:26; TDataSource:14; Times:13; TQuery:12,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.189.txt,189,27262,598,Top:184; TabOrder:58; TMenuItem:36; TLabel:30; TTable:23; TDataSource:14; Times:13; TBitBtn:12,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.19.txt,19,84778,1461,Top:468; TabOrder:201; TLabel:140; TEdit:76; TMenuItem:59; TTable:39; TBitBtn:35; TDataSource:30,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.190.txt,190,25168,556,Top:169; TabOrder:52; TMenuItem:34; TLabel:26; TTable:23; TDataSource:14; Times:13; TQRLabel:12,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.191.txt,191,16525,295,Top:92; TabOrder:27; TMenuItem:24; TLabel:13; Times:13; TQRLabel:12; TBitBtn:7; TQRDBText:7,sim,nao,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.192.txt,192,12545,224,Top:74; TabOrder:16; Times:13; TQRLabel:12; TLabel:10; TMenuItem:7; TQRDBText:7; TTable:5,sim,nao,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.193.txt,193,10230,188,Top:63; Times:13; TQRLabel:12; TabOrder:12; TLabel:9; TQRDBText:7; TMenuItem:5; Tipo:4,sim,nao,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.194.txt,194,5373,101,Top:30; TabOrder:12; TLabel:9; TMenuItem:5; TTable:3; TPF0:2; TextHeight:2; Tipo:2,nao,nao,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.195.txt,195,354,7,Top:2; TPF0:1; TF_Senha:1; TextHeight:1; TImage:1; TBitmap:1,nao,nao,sim,nao
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.196.txt,196,48849,965,Top:250; TTable:71; TabOrder:66; TableType:45; TLabel:41; TableName:31; TTT:29; TStringField:27,nao,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.197.txt,197,47448,940,Top:241; TTable:71; TabOrder:63; TableType:45; TLabel:37; TableName:31; TTT:29; TStringField:27,nao,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.198.txt,198,45226,719,Top:162; TMenuItem:75; TabOrder:51; TLabel:29; TTT:29; TStringField:27; TTable:24; TableName:18,nao,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.199.txt,199,45918,666,TMenuItem:130; Top:127; TabOrder:40; TTT:29; TStringField:27; TLabel:21; TTable:17; TableName:15,nao,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.2.txt,2,82727,1987,Top:504; TabOrder:177; TStringField:114; TLabel:103; TTable:96; TMenuItem:62; TableType:59; TEdit:53,sim,sim,sim,sim
